id,tamer_dimensions,reference_dimensions,pixels_equal
200926-131-169,51x54,51x54,true
200922-1017-90,51x54,51x54,true
200923-1254-265,51x54,51x54,true
2009213-137-244,51x54,51x54,true
200922-949-155,44x63,44x63,true
200923-1553-213,44x63,44x63,true
2009213-137-81,45x62,45x62,true
2009210-947-216,49x57,49x57,true
200923-1253-222,50x56,50x56,true
2009210-947-147,52x54,52x54,true
200925-1126-198,52x54,52x54,true
200924-1312-310,52x54,52x54,true
2009212-1031-86,52x54,52x54,true
200923-1556-218,52x54,52x54,true
200923-1556-22,52x54,52x54,true
200923-1254-263,52x54,52x54,true
200924-1312-265,44x64,44x64,true
2009220-1327-121,47x60,47x60,true
200924-1312-294,43x66,43x66,true
2009210-947-134,49x58,49x58,true
200923-1251-145,51x56,51x56,true
200926-131-122,51x56,51x56,true
200923-1553-251,51x56,51x56,true
200923-1553-145,53x54,53x54,true
2009213-137-166,53x54,53x54,true
200923-1254-10,53x54,53x54,true
200923-131-295,53x54,53x54,true
2009213-137-221,53x54,53x54,true
200925-1126-39,53x54,53x54,true
200924-1331-111,53x54,53x54,true
200924-1312-256,45x64,45x64,true
200923-1556-70,45x64,45x64,true
200926-131-236,45x64,45x64,true
200923-1251-234,48x60,48x60,true
200923-1254-41,50x58,50x58,true
200923-1251-281,44x66,44x66,true
200924-1331-222,52x56,52x56,true
200925-1126-87,52x56,52x56,true
200923-1251-131,53x55,53x55,true
200923-1251-226,54x54,54x54,true
200923-1254-129,54x54,54x54,true
200923-131-219,54x54,54x54,true
200926-1617-99,54x54,54x54,true
200923-131-264,54x54,54x54,true
200926-131-75,54x54,54x54,true
200924-1312-293,54x54,54x54,true
200922-949-29,54x54,54x54,true
200923-131-119,54x54,54x54,true
200923-131-310,54x54,54x54,true
2009212-1031-118,36x81,36x81,true
2009212-1031-21,54x54,54x54,true
2009213-137-153,49x60,49x60,true
2009210-947-215,46x64,46x64,true
200924-1331-248,53x56,53x56,true
200924-1331-259,55x54,55x54,true
200923-1556-196,55x54,55x54,true
200924-1312-308,55x54,55x54,true
2009220-1327-88,55x54,55x54,true
2009210-947-151,55x54,55x54,true
200924-1312-77,55x54,55x54,true
2009212-952-100,48x62,48x62,true
200923-1553-53,48x62,48x62,true
200922-947-87,44x68,44x68,true
2009213-137-216,47x64,47x64,true
200924-1312-132,54x56,54x56,true
2009213-137-149,56x54,56x54,true
200924-1312-156,56x54,56x54,true
2009212-952-77,56x54,56x54,true
200923-1251-115,48x63,48x63,true
200923-1553-237,56x54,56x54,true
2009212-1031-79,46x66,46x66,true
200925-1126-178,50x61,50x61,true
200924-1312-292,57x54,57x54,true
2009213-139-205,57x54,57x54,true
200922-1017-102,57x54,57x54,true
200922-947-122,57x54,57x54,true
200926-131-156,57x54,57x54,true
200923-131-242,57x54,57x54,true
200923-131-189,57x54,57x54,true
200923-1553-290,57x54,57x54,true
200923-1254-360,57x54,57x54,true
200922-949-47,57x54,57x54,true
200923-1251-188,57x54,57x54,true
200924-1312-223,49x63,49x63,true
200923-131-214,48x65,48x65,true
200926-1617-163,58x54,58x54,true
200923-131-325,58x54,58x54,true
200922-949-174,58x54,58x54,true
200923-1254-332,58x54,58x54,true
200926-1617-204,58x54,58x54,true
200925-1126-136,58x54,58x54,true
200922-947-108,58x54,58x54,true
200924-1312-305,54x58,54x58,true
200924-1312-224,58x54,58x54,true
2009212-1031-117,51x62,51x62,true
200923-1553-89,52x61,52x61,true
2009213-139-139,59x54,59x54,true
200922-947-120,59x54,59x54,true
2009210-947-154,55x58,55x58,true
200923-1254-112,56x57,56x57,true
2009210-947-123,56x57,56x57,true
2009213-137-185,57x56,57x56,true
200923-1251-5,50x64,50x64,true
2009210-947-155,49x66,49x66,true
200924-1312-174,60x54,60x54,true
200926-131-23,60x54,60x54,true
2009212-952-33,60x54,60x54,true
2009212-1031-26,60x54,60x54,true
200923-1251-168,60x54,60x54,true
200922-949-138,60x54,60x54,true
200923-1254-254,61x54,61x54,true
200923-1254-221,61x54,61x54,true
MfrDB0284,61x54,61x54,true
200923-1254-4,50x66,50x66,true
200923-1253-191,57x58,57x58,true
200922-947-136,58x57,58x57,true
200923-131-254,51x65,51x65,true
200924-1312-169,52x64,52x64,true
200923-1251-9,53x63,53x63,true
200926-1550-137,54x62,54x62,true
200923-1556-177,62x54,62x54,true
200923-131-307,62x54,62x54,true
200924-1331-274,62x54,62x54,true
200923-1253-284,62x54,62x54,true
200925-1126-137,62x54,62x54,true
2009220-1327-21,62x54,62x54,true
200923-1251-263,50x67,50x67,true
2009210-947-102,61x55,61x55,true
200923-1553-150,55x61,55x61,true
2009210-947-225,56x60,56x60,true
200923-1553-59,59x57,59x57,true
2009210-947-16,59x57,59x57,true
2009210-947-213,58x58,58x58,true
200923-1553-227,51x66,51x66,true
2009212-1031-3,52x65,52x65,true
200922-947-156,52x65,52x65,true
2009212-1031-72,63x54,63x54,true
200923-1253-113,63x54,63x54,true
200923-1254-333,63x54,63x54,true
200923-131-261,63x54,63x54,true
2009213-137-114,63x54,63x54,true
200922-949-267,63x54,63x54,true
200923-131-350,63x54,63x54,true
200924-1331-197,56x61,56x61,true
2009213-137-120,61x56,61x56,true
200926-131-45,56x61,56x61,true
2009213-137-160,60x57,60x57,true
200922-947-93,60x57,60x57,true
2009210-947-111,60x57,60x57,true
200923-1553-160,59x58,59x58,true
200923-1556-33,52x66,52x66,true
200923-1254-299,53x65,53x65,true
200922-1017-124,46x75,46x75,true
200923-131-341,64x54,64x54,true
200923-1251-201,62x56,62x56,true
2009212-1031-121,62x56,62x56,true
200924-1312-307,56x62,56x62,true
200923-1251-207,61x57,61x57,true
200925-1126-114,52x67,52x67,true
200923-1553-28,52x67,52x67,true
2009212-952-114,65x54,65x54,true
200923-1253-155,65x54,65x54,true
200926-1550-152,65x54,65x54,true
2009212-1031-82,65x54,65x54,true
200926-131-206,65x54,65x54,true
2009212-1031-22,65x54,65x54,true
200923-131-213,39x90,39x90,true
200923-131-317,32x110,32x110,true
200923-1254-380,56x63,56x63,true
200925-1126-164,33x107,33x107,true
200923-1253-186,62x57,62x57,true
200923-131-298,58x61,58x61,true
200923-1253-211,61x58,61x58,true
200924-1331-162,59x60,59x60,true
2009213-139-233,60x59,60x59,true
200923-1253-200,60x59,60x59,true
2009213-137-182,59x60,59x60,true
200923-1254-153,66x54,66x54,true
2009213-139-181,51x70,51x70,true
200926-1550-157,64x56,64x56,true
200924-1312-284,63x57,63x57,true
2009212-1031-116,62x58,62x58,true
200924-1331-239,59x61,59x61,true
200923-1553-289,61x59,61x59,true
200923-1251-172,60x60,60x60,true
200926-131-63,60x60,60x60,true
2009212-1031-15,67x54,67x54,true
2009210-947-183,67x54,67x54,true
200924-1312-149,67x54,67x54,true
200923-1556-23,67x54,67x54,true
200924-1312-76,67x54,67x54,true
200923-1553-189,67x54,67x54,true
200923-1251-191,66x55,66x55,true
200924-1312-215,65x56,65x56,true
2009212-1031-113,52x70,52x70,true
200923-1254-366,52x70,52x70,true
2009210-947-17,63x58,63x58,true
200925-1126-167,53x69,53x69,true
200923-1254-149,62x59,62x59,true
200926-131-138,62x59,62x59,true
2009213-137-4,60x61,60x61,true
200926-1550-11,61x60,61x60,true
2009213-137-52,68x54,68x54,true
200922-949-158,68x54,68x54,true
200923-1553-151,68x54,68x54,true
200923-1254-130,55x67,55x67,true
200925-1126-116,65x57,65x57,true
200923-1254-179,65x57,65x57,true
200923-1553-125,59x63,59x63,true
200922-947-216,61x61,61x61,true
200922-947-184,69x54,69x54,true
200922-949-236,69x54,69x54,true
200924-1312-47,69x54,69x54,true
200926-131-180,69x54,69x54,true
200922-947-5,68x55,68x55,true
200923-131-357,55x68,55x68,true
2009210-947-203,67x56,67x56,true
200923-1553-51,66x57,66x57,true
200923-1254-121,66x57,66x57,true
200922-947-221,60x63,60x63,true
200923-1556-29,60x63,60x63,true
200926-131-126,60x63,60x63,true
2009210-947-71,63x60,63x60,true
200923-1553-190,70x54,70x54,true
200923-1556-178,55x69,55x69,true
2009213-139-232,56x68,56x68,true
200926-1550-57,68x56,68x56,true
2009210-947-229,68x56,68x56,true
2009210-947-212,66x58,66x58,true
200923-131-142,71x54,71x54,true
2009220-1327-53,71x54,71x54,true
2009220-1327-117,71x54,71x54,true
200926-1617-57,71x54,71x54,true
200926-1617-185,64x60,64x60,true
200926-1617-160,64x60,64x60,true
formulaire022-equation041,63x61,63x61,true
200923-1553-58,70x55,70x55,true
2009220-1327-23,69x56,69x56,true
200923-1553-219,54x72,54x72,true
200923-1553-115,72x54,72x54,true
200923-1251-141,66x59,66x59,true
200923-1553-266,65x60,65x60,true
200924-1331-271,65x60,65x60,true
200924-1312-275,70x56,70x56,true
200923-1253-141,70x56,70x56,true
200926-131-191,73x54,73x54,true
2009210-947-165,54x73,54x73,true
200923-1254-268,73x54,73x54,true
200923-131-130,73x54,73x54,true
200926-1550-34,54x73,54x73,true
2009213-137-123,68x58,68x58,true
200922-949-223,67x59,67x59,true
200923-1253-64,66x60,66x60,true
200924-1331-243,55x72,55x72,true
200923-131-282,60x66,60x66,true
200926-131-139,61x65,61x65,true
200923-131-211,62x64,62x64,true
2009212-1031-142,63x63,63x63,true
200926-131-239,63x63,63x63,true
200924-1331-182,56x71,56x71,true
2009210-947-3,56x71,56x71,true
200926-1550-143,70x57,70x57,true
200923-1553-158,74x54,74x54,true
2009212-1031-135,69x58,69x58,true
200924-1331-136,52x77,52x77,true
200923-131-245,68x59,68x59,true
200922-949-128,68x59,68x59,true
200923-1251-104,68x59,68x59,true
2009212-952-63,67x60,67x60,true
200922-949-52,66x61,66x61,true
2009213-137-57,61x66,61x66,true
200923-131-234,53x76,53x76,true
200922-947-107,62x65,62x65,true
200923-1251-228,62x65,62x65,true
200923-131-247,72x56,72x56,true
200925-1126-83,72x56,72x56,true
200924-1312-9,71x57,71x57,true
200922-1017-151,71x57,71x57,true
2009212-1031-0,75x54,75x54,true
200922-949-63,75x54,75x54,true
200923-1254-191,69x59,69x59,true
2009210-947-142,68x60,68x60,true
MfrDB2809,60x68,60x68,true
200923-1253-244,61x67,61x67,true
200923-1254-250,73x56,73x56,true
200922-949-186,73x56,73x56,true
200922-947-202,66x62,66x62,true
200923-131-252,66x62,66x62,true
200923-1254-287,62x66,62x66,true
2009212-1031-30,63x65,63x65,true
2009212-1031-9,64x64,64x64,true
200926-1617-138,76x54,76x54,true
200923-1556-118,76x54,76x54,true
200923-1553-83,58x71,58x71,true
200923-131-116,71x58,71x58,true
200923-1251-215,75x55,75x55,true
2009213-137-187,32x129,32x129,true
200925-1126-5,70x59,70x59,true
200924-1331-185,59x70,59x70,true
200926-1617-242,60x69,60x69,true
2009213-139-174,61x68,61x68,true
2009213-137-213,62x67,62x67,true
200925-1126-171,77x54,77x54,true
200923-1553-17,63x66,63x66,true
200923-1556-119,77x54,77x54,true
200923-1254-306,66x63,66x63,true
200925-1126-10,65x64,65x64,true
2009213-137-211,64x65,64x65,true
200922-1017-132,64x65,64x65,true
200923-1553-199,73x57,73x57,true
200923-1253-118,57x73,57x73,true
200922-947-114,72x58,72x58,true
200923-1253-242,72x58,72x58,true
200924-1312-192,70x60,70x60,true
200922-949-218,75x56,75x56,true
200923-1251-265,78x54,78x54,true
200926-1550-65,67x63,67x63,true
2009213-137-200,67x63,67x63,true
2009212-1031-98,67x63,67x63,true
200925-1126-126,66x64,66x64,true
200923-1553-101,73x58,73x58,true
200923-131-131,55x77,55x77,true
200924-1312-178,77x55,77x55,true
200923-131-69,56x76,56x76,true
200923-1253-150,60x71,60x71,true
200922-947-211,79x54,79x54,true
200923-1251-196,70x61,70x61,true
2009210-947-160,75x57,75x57,true
200926-1617-216,75x57,75x57,true
200926-1550-132,69x62,69x62,true
2009210-947-103,69x62,69x62,true
200923-1556-141,64x67,64x67,true
2009210-947-185,78x55,78x55,true
200926-131-244,73x59,73x59,true
200926-1617-71,73x59,73x59,true
200923-1553-206,77x56,77x56,true
2009212-1031-102,77x56,77x56,true
200924-1331-165,72x60,72x60,true
200924-1331-201,60x72,60x72,true
200922-947-41,72x60,72x60,true
200926-1617-212,72x60,72x60,true
200923-1253-279,80x54,80x54,true
formulaire006-equation018,72x60,72x60,true
2009213-139-183,61x71,61x71,true
200923-1556-146,71x61,71x61,true
2009212-952-47,76x57,76x57,true
2009220-1327-112,76x57,76x57,true
200926-131-93,76x57,76x57,true
200923-1254-273,76x57,76x57,true
200923-1553-270,76x57,76x57,true
200926-1550-101,76x57,76x57,true
200922-947-197,76x57,76x57,true
200922-949-103,76x57,76x57,true
200923-1254-251,70x62,70x62,true
200926-1550-147,70x62,70x62,true
200923-1556-76,63x69,63x69,true
2009213-139-178,69x63,69x63,true
2009212-952-27,63x69,63x69,true
200925-1126-156,75x58,75x58,true
2009212-952-39,68x64,68x64,true
2009213-139-212,65x67,65x67,true
200922-947-90,67x65,67x65,true
200922-1017-147,66x66,66x66,true
2_em_3,74x59,74x59,true
formulaire036-equation061,74x59,74x59,true
200923-131-33,74x59,74x59,true
200924-1331-100,56x78,56x78,true
200923-1254-377,78x56,78x56,true
2009213-139-83,81x54,81x54,true
200923-1253-166,81x54,81x54,true
200923-131-269,81x54,81x54,true
200923-1553-148,73x60,73x60,true
200923-1251-249,73x60,73x60,true
200923-131-265,77x57,77x57,true
200925-1126-160,71x62,71x62,true
200923-131-150,71x62,71x62,true
200923-131-316,58x76,58x76,true
200924-1312-291,69x64,69x64,true
200923-1556-259,69x64,69x64,true
200923-1254-272,65x68,65x68,true
200926-1617-109,65x68,65x68,true
200923-1251-254,75x59,75x59,true
200923-1553-285,74x60,74x60,true
200923-1251-174,74x60,74x60,true
200923-1556-149,78x57,78x57,true
200924-1312-181,78x57,78x57,true
200922-949-234,73x61,73x61,true
MfrDB0556,72x62,72x62,true
200922-1017-53,77x58,77x58,true
200925-1126-194,77x58,77x58,true
200922-947-47,71x63,71x63,true
2009212-952-99,71x63,71x63,true
200923-131-93,70x64,70x64,true
2009213-137-47,59x76,59x76,true
200923-1553-259,68x66,68x66,true
200923-1254-21,68x66,68x66,true
200924-1331-172,66x68,66x68,true
200923-1254-320,66x68,66x68,true
200926-1617-238,79x57,79x57,true
2009212-952-122,79x57,79x57,true
formulaire007-equation014,74x61,74x61,true
200923-1251-75,73x62,73x62,true
200924-1331-186,84x54,84x54,true
200924-1331-103,72x63,72x63,true
2009210-947-40,80x57,80x57,true
200924-1331-219,75x61,75x61,true
MfrDB0912,79x58,79x58,true
200926-1550-123,58x79,58x79,true
2009212-1031-61,82x56,82x56,true
200922-947-134,82x56,82x56,true
200923-1556-131,73x63,73x63,true
200923-1253-245,63x73,63x73,true
2009212-1031-83,73x63,73x63,true
200923-131-58,64x72,64x72,true
200923-1556-124,81x57,81x57,true
200923-1254-315,84x55,84x55,true
200925-1126-159,77x60,77x60,true
200923-1251-238,77x60,77x60,true
2009213-139-23,69x67,69x67,true
200924-1312-134,68x68,68x68,true
200925-1126-94,80x58,80x58,true
200924-1312-157,80x58,80x58,true
200923-1253-272,54x86,54x86,true
200922-949-100,86x54,86x54,true
200926-1550-21,75x62,75x62,true
200926-131-142,62x75,62x75,true
200922-947-220,82x57,82x57,true
200923-1253-257,82x57,82x57,true
2009210-947-95,57x82,57x82,true
200923-1251-63,82x57,82x57,true
200924-1331-148,85x55,85x55,true
200923-1253-82,72x65,72x65,true
200922-949-256,70x67,70x67,true
200924-1312-213,69x68,69x68,true
200926-1617-168,69x68,69x68,true
MfrDB0896,81x58,81x58,true
2009212-1031-94,84x56,84x56,true
2009210-947-149,84x56,84x56,true
200923-1556-64,76x62,76x62,true
2009213-137-140,80x59,80x59,true
200923-1556-199,80x59,80x59,true
200926-131-167,75x63,75x63,true
2009210-947-224,79x60,79x60,true
200924-1312-136,65x73,65x73,true
200923-1553-182,88x54,88x54,true
200923-131-225,72x66,72x66,true
200924-1331-133,72x66,72x66,true
formulaire010-equation052,72x66,72x66,true
200923-1251-183,82x58,82x58,true
200922-949-21,67x71,67x71,true
200925-1126-143,85x56,85x56,true
200924-1331-283,62x77,62x77,true
200926-1617-100,81x59,81x59,true
200923-1556-35,87x55,87x55,true
2009210-947-65,84x57,84x57,true
200924-1312-306,84x57,84x57,true
2009210-947-181,80x60,80x60,true
2009213-139-140,75x64,75x64,true
MfrDB2242,75x64,75x64,true
200922-947-193,89x54,89x54,true
11_em_91,83x58,83x58,true
200923-1253-164,79x61,79x61,true
200924-1331-47,67x72,67x72,true
200922-1017-153,68x71,68x71,true
200924-1331-40,78x62,78x62,true
200923-131-157,88x55,88x55,true
2009212-1031-24,85x57,85x57,true
2009220-1327-113,77x63,77x63,true
200924-1331-187,63x77,63x77,true
200923-1553-46,77x63,77x63,true
2009212-952-95,77x63,77x63,true
200925-1126-172,90x54,90x54,true
200926-131-70,76x64,76x64,true
200922-1017-173,76x64,76x64,true
200923-1251-107,87x56,87x56,true
200923-131-280,67x73,67x73,true
200922-949-179,72x68,72x68,true
2009213-139-250,83x59,83x59,true
200923-131-160,79x62,79x62,true
200926-1617-234,49x100,49x100,true
200923-1251-240,43x114,43x114,true
2009213-137-135,77x64,77x64,true
200923-1253-208,88x56,88x56,true
200924-1312-196,64x77,64x77,true
2009210-947-159,64x77,64x77,true
200924-1331-127,88x56,88x56,true
200924-1312-258,88x56,88x56,true
200923-1553-84,76x65,76x65,true
2009210-947-99,81x61,81x61,true
200923-1253-196,66x75,66x75,true
200923-1253-147,84x59,84x59,true
200922-947-181,62x80,62x80,true
2009213-137-71,68x73,68x73,true
2009213-137-162,68x73,68x73,true
200923-1251-239,72x69,72x69,true
2009212-1031-81,72x69,72x69,true
200926-1617-253,79x63,79x63,true
200924-1331-269,60x83,60x83,true
200924-1331-232,89x56,89x56,true
200923-1254-376,86x58,86x58,true
200923-131-127,86x58,86x58,true
200922-949-10,64x78,64x78,true
200926-1550-124,78x64,78x64,true
formulaire036-equation011,77x65,77x65,true
200925-1126-192,85x59,85x59,true
200924-1312-237,88x57,88x57,true
2009213-139-63,93x54,93x54,true
200924-1331-159,54x93,54x93,true
formulaire033-equation017,81x62,81x62,true
2009213-139-162,93x54,93x54,true
2009212-1031-112,93x54,93x54,true
2009213-137-144,62x81,62x81,true
200923-1251-88,72x70,72x70,true
200922-949-163,60x84,60x84,true
200922-949-184,80x63,80x63,true
3_em_18,70x72,70x72,true
200923-1253-123,83x61,83x61,true
2009213-139-248,89x57,89x57,true
200926-1617-192,94x54,94x54,true
200922-947-103,76x67,76x67,true
200924-1331-4,85x60,85x60,true
200926-131-174,85x60,85x60,true
2009213-137-147,85x60,85x60,true
200926-131-162,88x58,88x58,true
200923-1254-337,74x69,74x69,true
200923-131-263,69x74,69x74,true
200923-1254-202,74x69,74x69,true
200923-1253-152,93x55,93x55,true
200922-949-230,80x64,80x64,true
200925-1126-88,84x61,84x61,true
200922-947-153,84x61,84x61,true
2009210-947-64,95x54,95x54,true
200926-1550-161,90x57,90x57,true
200923-131-287,87x59,87x59,true
200926-1617-194,87x59,87x59,true
2009212-1031-109,79x65,79x65,true
200923-1553-269,65x79,65x79,true
