id,tamer_dimensions,reference_dimensions,pixels_equal
UN_125_em_557,107x68,107x68,true
UN_130_em_1062,111x82,111x82,true
UN_104_em_93,119x78,119x78,true
UN_112_em_269,135x88,135x88,true
UN_101_em_3,200x78,200x78,true
UN_452_em_627,140x82,140x82,true
UN_453_em_659,109x72,109x72,true
UN_122_em_482,189x100,189x100,true
UN_104_em_76,298x74,298x74,true
UN_106_em_128,233x68,233x68,true
UN_102_em_32,137x69,137x69,true
UN_119_em_407,170x77,170x77,true
UN_455_em_706,134x72,134x72,true
UN_452_em_647,188x83,188x83,true
UN_108_em_199,79x59,79x59,true
UN_121_em_450,299x82,299x82,true
UN_132_em_1108,144x76,144x76,true
UN_114_em_303,79x87,79x87,true
UN_103_em_56,465x69,465x69,true
UN_111_em_255,175x75,175x75,true
UN_129_em_1048,216x83,216x83,true
UN_129_em_1032,126x70,126x70,true
UN_111_em_253,87x72,87x72,true
UN_101_em_8,280x87,280x87,true
UN_114_em_307,164x77,164x77,true
UN_123_em_510,80x85,80x85,true
UN_459_em_807,93x85,93x85,true
UN_454_em_688,94x91,94x91,true
UN_106_em_125,98x81,98x81,true
UN_109_em_205,156x99,156x99,true
UN_129_em_1043,154x101,154x101,true
UN_110_em_226,209x86,209x86,true
UN_101_em_16,194x83,194x83,true
UN_464_em_933,109x100,109x100,true
UN_112_em_276,150x94,150x94,true
UN_121_em_453,248x82,248x82,true
UN_126_em_574,194x77,194x77,true
UN_125_em_558,56x78,56x78,true
UN_102_em_29,97x86,97x86,true
UN_125_em_543,166x81,166x81,true
UN_466_em_979,177x77,177x77,true
UN_117_em_364,128x108,128x108,true
UN_127_em_592,278x95,278x95,true
UN_134_em_1147,144x84,144x84,true
UN_132_em_1104,165x67,165x67,true
UN_125_em_550,117x80,117x80,true
UN_452_em_631,145x66,145x66,true
UN_106_em_139,331x85,331x85,true
UN_110_em_230,136x76,136x76,true
UN_130_em_1054,142x68,142x68,true
UN_110_em_234,381x93,381x93,true
UN_117_em_351,289x85,289x85,true
UN_452_em_637,162x89,162x89,true
UN_123_em_494,251x81,251x81,true
UN_125_em_554,218x70,218x70,true
UN_131_em_1078,171x77,171x77,true
UN_461_em_870,210x72,210x72,true
UN_452_em_630,156x70,156x70,true
UN_125_em_551,107x75,107x75,true
UN_133_em_1116,105x67,105x67,true
UN_118_em_382,182x61,182x61,true
UN_466_em_998,95x64,95x64,true
UN_130_em_1060,294x74,294x74,true
UN_124_em_518,210x85,210x85,true
UN_102_em_33,247x71,247x71,true
UN_102_em_31,176x72,176x72,true
UN_101_em_12,124x91,124x91,true
UN_102_em_28,182x81,182x81,true
UN_128_em_1013,92x61,92x61,true
UN_461_em_867,154x88,154x88,true
UN_460_em_845,122x76,122x76,true
UN_112_em_274,224x71,224x71,true
UN_457_em_755,277x93,277x93,true
UN_115_em_314,288x75,288x75,true
UN_105_em_119,153x69,153x69,true
UN_460_em_846,261x85,261x85,true
UN_457_em_769,113x77,113x77,true
UN_131_em_1096,247x65,247x65,true
UN_455_em_722,274x80,274x80,true
UN_460_em_827,316x79,316x79,true
UN_451_em_611,138x82,138x82,true
UN_465_em_973,168x66,168x66,true
UN_454_em_683,168x65,168x65,true
UN_128_em_1005,220x73,220x73,true
UN_105_em_108,139x72,139x72,true
UN_112_em_280,229x91,229x91,true
UN_461_em_853,262x80,262x80,true
UN_104_em_82,341x91,341x91,true
UN_454_em_693,67x66,67x66,true
UN_105_em_110,136x90,136x90,true
UN_101_em_21,91x110,91x110,true
UN_119_em_393,169x75,169x75,true
UN_451_em_614,197x119,197x119,true
UN_128_em_1015,242x68,242x68,true
UN_463_em_917,65x78,65x78,true
UN_116_em_338,166x92,166x92,true
UN_458_em_782,215x90,215x90,true
UN_119_em_396,247x80,247x80,true
UN_124_em_539,219x103,219x103,true
UN_131_em_1081,323x100,323x100,true
UN_104_em_83,465x115,465x115,true
UN_128_em_1003,252x72,252x72,true
UN_461_em_855,122x71,122x71,true
UN_453_em_670,82x96,82x96,true
UN_108_em_191,207x74,207x74,true
UN_465_em_962,89x116,89x116,true
UN_105_em_113,254x85,254x85,true
UN_131_em_1085,86x129,86x129,true
UN_120_em_426,82x129,82x129,true
UN_130_em_1071,61x102,61x102,true
UN_123_em_509,66x96,66x96,true
UN_131_em_1082,71x109,71x109,true
UN_456_em_725,261x65,261x65,true
UN_120_em_423,309x92,309x92,true
UN_105_em_112,148x68,148x68,true
UN_116_em_335,102x150,102x150,true
UN_456_em_742,143x89,143x89,true
UN_119_em_413,80x98,80x98,true
UN_106_em_129,309x69,309x69,true
UN_459_em_816,183x167,183x167,true
UN_118_em_373,182x81,182x81,true
UN_121_em_455,165x86,165x86,true
UN_456_em_734,225x71,225x71,true
UN_452_em_644,68x97,68x97,true
UN_102_em_35,77x110,77x110,true
UN_125_em_544,201x98,201x98,true
UN_460_em_826,168x68,168x68,true
UN_127_em_591,145x92,145x92,true
UN_463_em_909,315x81,315x81,true
UN_466_em_999,73x98,73x98,true
UN_462_em_888,206x91,206x91,true
UN_453_em_665,61x94,61x94,true
UN_453_em_667,127x131,127x131,true
UN_451_em_608,355x69,355x69,true
UN_461_em_866,160x63,160x63,true
UN_107_em_161,247x81,247x81,true
UN_120_em_420,181x73,181x73,true
UN_451_em_606,131x84,131x84,true
UN_451_em_623,217x109,217x109,true
UN_129_em_1033,168x69,168x69,true
UN_114_em_298,124x94,124x94,true
UN_466_em_976,114x71,114x71,true
UN_121_em_464,152x73,152x73,true
UN_124_em_530,207x68,207x68,true
UN_101_em_9,307x64,307x64,true
UN_457_em_751,327x114,327x114,true
UN_131_em_1088,216x63,216x63,true
UN_105_em_107,182x98,182x98,true
UN_134_em_1146,272x74,272x74,true
UN_465_em_956,158x89,158x89,true
UN_103_em_64,129x113,129x113,true
UN_120_em_434,108x69,108x69,true
UN_453_em_664,198x70,198x70,true
UN_116_em_318,153x95,153x95,true
UN_458_em_786,190x82,190x82,true
UN_109_em_202,277x87,277x87,true
UN_454_em_696,319x66,319x66,true
UN_462_em_879,73x115,73x115,true
UN_459_em_802,142x70,142x70,true
UN_111_em_251,233x97,233x97,true
UN_121_em_462,318x77,318x77,true
UN_129_em_1028,165x154,165x154,true
UN_103_em_57,392x70,392x70,true
UN_126_em_584,127x93,127x93,true
UN_462_em_881,123x123,123x123,true
UN_121_em_457,252x71,252x71,true
UN_131_em_1077,221x79,221x79,true
UN_455_em_703,215x79,215x79,true
UN_104_em_88,90x75,90x75,true
UN_455_em_701,131x72,131x72,true
UN_128_em_1017,131x78,131x78,true
UN_462_em_876,267x91,267x91,true
UN_133_em_1119,132x106,132x106,true
UN_103_em_65,225x81,225x81,true
UN_120_em_435,181x88,181x88,true
UN_110_em_227,517x98,517x98,true
UN_108_em_180,124x78,124x78,true
UN_121_em_463,168x90,168x90,true
UN_120_em_441,263x95,263x95,true
UN_109_em_215,289x95,289x95,true
UN_465_em_964,260x81,260x81,true
UN_460_em_836,136x57,136x57,true
UN_460_em_834,212x68,212x68,true
UN_116_em_333,121x71,121x71,true
UN_119_em_399,301x66,301x66,true
UN_454_em_677,210x78,210x78,true
UN_123_em_514,193x104,193x104,true
UN_466_em_994,276x64,276x64,true
UN_124_em_524,144x81,144x81,true
UN_463_em_916,198x79,198x79,true
UN_109_em_200,230x91,230x91,true
UN_119_em_401,263x101,263x101,true
UN_104_em_98,236x76,236x76,true
UN_457_em_765,213x78,213x78,true
UN_107_em_163,369x83,369x83,true
UN_118_em_385,228x69,228x69,true
UN_451_em_602,327x82,327x82,true
UN_108_em_193,87x82,87x82,true
UN_462_em_882,182x145,182x145,true
UN_451_em_600,253x81,253x81,true
UN_107_em_158,145x93,145x93,true
UN_134_em_1148,372x76,372x76,true
UN_127_em_600,276x84,276x84,true
UN_462_em_887,210x93,210x93,true
UN_104_em_79,275x83,275x83,true
UN_104_em_84,319x126,319x126,true
UN_132_em_1103,126x83,126x83,true
UN_101_em_14,544x98,544x98,true
UN_458_em_785,140x92,140x92,true
UN_459_em_809,185x97,185x97,true
UN_119_em_405,93x71,93x71,true
UN_456_em_735,310x73,310x73,true
UN_453_em_663,318x88,318x88,true
UN_133_em_1120,200x85,200x85,true
UN_117_em_366,200x101,200x101,true
UN_105_em_117,150x92,150x92,true
UN_108_em_195,361x79,361x79,true
UN_461_em_851,187x122,187x122,true
UN_109_em_221,121x104,121x104,true
UN_464_em_935,370x83,370x83,true
UN_124_em_523,144x93,144x93,true
UN_118_em_375,375x73,375x73,true
UN_114_em_309,146x122,146x122,true
UN_117_em_357,529x89,529x89,true
UN_462_em_886,212x101,212x101,true
UN_452_em_628,138x112,138x112,true
UN_459_em_806,220x92,220x92,true
UN_117_em_353,161x119,161x119,true
UN_452_em_632,262x82,262x82,true
UN_116_em_328,208x85,208x85,true
UN_131_em_1079,228x94,228x94,true
UN_120_em_427,344x86,344x86,true
UN_133_em_1130,183x66,183x66,true
UN_104_em_91,210x73,210x73,true
UN_108_em_187,241x85,241x85,true
UN_453_em_666,353x73,353x73,true
UN_455_em_707,162x120,162x120,true
UN_456_em_732,336x68,336x68,true
UN_132_em_1112,261x94,261x94,true
UN_465_em_953,174x146,174x146,true
UN_129_em_1040,135x116,135x116,true
UN_120_em_428,150x74,150x74,true
UN_452_em_626,132x82,132x82,true
UN_105_em_102,229x83,229x83,true
UN_111_em_259,444x74,444x74,true
UN_124_em_522,268x85,268x85,true
UN_460_em_844,189x81,189x81,true
UN_103_em_54,349x95,349x95,true
UN_106_em_145,257x86,257x86,true
UN_466_em_995,345x70,345x70,true
UN_464_em_926,518x98,518x98,true
UN_461_em_869,114x87,114x87,true
UN_104_em_80,151x94,151x94,true
UN_122_em_468,310x98,310x98,true
UN_120_em_442,211x111,211x111,true
UN_107_em_166,342x93,342x93,true
UN_128_em_1008,300x77,300x77,true
UN_120_em_436,264x109,264x109,true
UN_102_em_36,308x92,308x92,true
UN_103_em_58,194x97,194x97,true
UN_102_em_40,410x89,410x89,true
UN_110_em_229,539x84,539x84,true
UN_453_em_674,219x76,219x76,true
UN_105_em_111,222x87,222x87,true
UN_463_em_921,277x108,277x108,true
UN_124_em_534,146x158,146x158,true
UN_126_em_582,215x101,215x101,true
UN_458_em_789,396x86,396x86,true
UN_126_em_580,264x147,264x147,true
UN_131_em_1099,213x130,213x130,true
UN_466_em_992,170x74,170x74,true
UN_463_em_920,198x81,198x81,true
UN_453_em_653,323x78,323x78,true
UN_466_em_996,192x84,192x84,true
UN_112_em_265,278x82,278x82,true
UN_123_em_516,314x95,314x95,true
UN_458_em_796,320x74,320x74,true
UN_114_em_304,922x84,922x84,true
UN_122_em_477,365x96,365x96,true
UN_126_em_577,352x68,352x68,true
UN_452_em_642,274x70,274x70,true
UN_454_em_684,225x107,225x107,true
UN_122_em_480,247x90,247x90,true
UN_133_em_1123,286x79,286x79,true
UN_109_em_218,351x77,351x77,true
UN_454_em_699,221x89,221x89,true
UN_452_em_641,155x81,155x81,true
UN_110_em_240,303x76,303x76,true
UN_459_em_815,229x75,229x75,true
UN_134_em_1145,201x83,201x83,true
UN_116_em_325,292x63,292x63,true
UN_453_em_656,213x123,213x123,true
UN_113_em_284,217x101,217x101,true
UN_455_em_717,192x108,192x108,true
UN_104_em_87,88x80,88x80,true
UN_110_em_249,429x103,429x103,true
UN_459_em_823,206x111,206x111,true
UN_109_em_216,197x97,197x97,true
UN_460_em_828,441x87,441x87,true
UN_128_em_1006,240x89,240x89,true
UN_107_em_164,237x122,237x122,true
UN_108_em_185,225x90,225x90,true
UN_115_em_311,282x113,282x113,true
UN_114_em_296,413x81,413x81,true
UN_459_em_817,134x97,134x97,true
UN_104_em_89,169x107,169x107,true
UN_129_em_1046,371x78,371x78,true
UN_122_em_483,308x143,308x143,true
UN_101_em_2,188x134,188x134,true
UN_463_em_918,317x92,317x92,true
UN_110_em_248,210x148,210x148,true
UN_132_em_1100,172x70,172x70,true
UN_119_em_417,253x85,253x85,true
UN_464_em_947,300x68,300x68,true
UN_463_em_902,169x89,169x89,true
UN_130_em_1057,335x69,335x69,true
UN_455_em_709,194x77,194x77,true
UN_463_em_900,256x99,256x99,true
UN_113_em_287,159x71,159x71,true
UN_455_em_714,79x107,79x107,true
UN_131_em_1086,194x79,194x79,true
UN_107_em_157,167x82,167x82,true
UN_116_em_339,113x110,113x110,true
UN_465_em_972,95x103,95x103,true
UN_107_em_151,245x119,245x119,true
UN_108_em_181,125x64,125x64,true
UN_113_em_293,328x87,328x87,true
UN_124_em_526,311x89,311x89,true
UN_123_em_498,282x86,282x86,true
UN_117_em_344,472x100,472x100,true
UN_115_em_316,443x67,443x67,true
UN_124_em_519,128x114,128x114,true
UN_112_em_277,545x80,545x80,true
UN_109_em_224,87x115,87x115,true
UN_101_em_0,432x121,432x121,true
UN_127_em_590,103x88,103x88,true
UN_129_em_1044,158x114,158x114,true
UN_452_em_649,148x101,148x101,true
UN_122_em_476,165x96,165x96,true
UN_120_em_421,144x103,144x103,true
UN_124_em_536,154x97,154x97,true
UN_133_em_1114,229x107,229x107,true
UN_101_em_5,308x76,308x76,true
UN_131_em_1075,207x126,207x126,true
UN_104_em_77,195x77,195x77,true
UN_452_em_638,178x103,178x103,true
UN_462_em_890,168x75,168x75,true
UN_107_em_154,182x110,182x110,true
UN_126_em_570,176x88,176x88,true
UN_118_em_376,246x67,246x67,true
UN_456_em_745,179x75,179x75,true
UN_123_em_508,139x67,139x67,true
UN_464_em_942,338x78,338x78,true
UN_121_em_465,156x120,156x120,true
UN_122_em_489,212x145,212x145,true
UN_457_em_759,217x106,217x106,true
UN_107_em_160,258x99,258x99,true
UN_106_em_142,299x66,299x66,true
UN_133_em_1136,164x134,164x134,true
UN_129_em_1049,270x80,270x80,true
UN_452_em_648,166x106,166x106,true
UN_457_em_766,402x75,402x75,true
UN_125_em_566,249x115,249x115,true
UN_460_em_843,182x71,182x71,true
UN_103_em_62,214x83,214x83,true
UN_456_em_748,249x91,249x91,true
UN_455_em_721,257x114,257x114,true
UN_465_em_954,375x83,375x83,true
UN_117_em_362,506x111,506x111,true
UN_453_em_661,171x141,171x141,true
UN_110_em_244,396x82,396x82,true
UN_454_em_681,171x87,171x87,true
UN_101_em_15,121x156,121x156,true
UN_108_em_182,272x94,272x94,true
UN_105_em_100,225x85,225x85,true
UN_126_em_572,197x152,197x152,true
UN_119_em_398,213x90,213x90,true
UN_107_em_162,355x87,355x87,true
UN_119_em_408,336x127,336x127,true
UN_457_em_760,302x103,302x103,true
UN_110_em_245,358x90,358x90,true
UN_460_em_830,127x111,127x111,true
UN_129_em_1030,154x154,154x154,true
UN_453_em_654,231x68,231x68,true
UN_122_em_492,141x116,141x116,true
UN_119_em_409,192x91,192x91,true
UN_461_em_856,272x86,272x86,true
UN_453_em_673,152x94,152x94,true
UN_453_em_657,196x84,196x84,true
UN_463_em_906,165x124,165x124,true
UN_109_em_209,162x158,162x158,true
UN_120_em_432,322x91,322x91,true
UN_458_em_783,219x113,219x113,true
UN_126_em_575,250x103,250x103,true
UN_457_em_753,124x94,124x94,true
UN_119_em_402,111x118,111x118,true
UN_118_em_388,227x80,227x80,true
UN_109_em_201,289x82,289x82,true
UN_134_em_1144,440x103,440x103,true
UN_109_em_204,186x106,186x106,true
UN_456_em_737,391x91,391x91,true
UN_118_em_389,231x108,231x108,true
UN_129_em_1027,266x80,266x80,true
UN_452_em_633,178x108,178x108,true
UN_453_em_669,193x108,193x108,true
UN_459_em_804,191x106,191x106,true
UN_106_em_141,303x91,303x91,true
UN_459_em_824,193x84,193x84,true
UN_108_em_175,166x94,166x94,true
UN_126_em_579,248x136,248x136,true
UN_124_em_532,383x74,383x74,true
UN_105_em_123,247x107,247x107,true
UN_131_em_1095,392x112,392x112,true
UN_125_em_562,168x103,168x103,true
UN_455_em_724,417x77,417x77,true
UN_128_em_1012,191x122,191x122,true
UN_132_em_1111,214x126,214x126,true
UN_119_em_416,392x114,392x114,true
UN_454_em_694,177x87,177x87,true
UN_116_em_332,199x96,199x96,true
UN_461_em_868,282x95,282x95,true
UN_124_em_528,338x108,338x108,true
UN_453_em_652,234x77,234x77,true
UN_109_em_213,270x108,270x108,true
UN_457_em_762,294x147,294x147,true
UN_125_em_555,194x79,194x79,true
UN_109_em_212,345x81,345x81,true
UN_112_em_283,378x75,378x75,true
UN_117_em_349,234x103,234x103,true
UN_133_em_1125,142x101,142x101,true
UN_464_em_937,300x85,300x85,true
UN_462_em_892,176x101,176x101,true
UN_119_em_395,214x86,214x86,true
UN_107_em_170,400x109,400x109,true
UN_131_em_1076,351x99,351x99,true
UN_465_em_971,310x102,310x102,true
UN_133_em_1122,373x119,373x119,true
UN_106_em_137,391x87,391x87,true
UN_464_em_948,316x79,316x79,true
UN_128_em_1019,393x77,393x77,true
UN_111_em_256,393x104,393x104,true
UN_130_em_1068,290x75,290x75,true
UN_456_em_727,205x111,205x111,true
UN_452_em_629,186x99,186x99,true
UN_108_em_176,257x69,257x69,true
UN_118_em_371,343x82,343x82,true
UN_462_em_891,511x96,511x96,true
UN_464_em_927,152x155,152x155,true
UN_123_em_515,569x85,569x85,true
UN_452_em_635,339x94,339x94,true
UN_106_em_126,189x93,189x93,true
UN_453_em_668,435x114,435x114,true
UN_462_em_883,207x151,207x151,true
UN_454_em_691,190x85,190x85,true
UN_123_em_499,223x79,223x79,true
UN_110_em_239,351x133,351x133,true
UN_111_em_263,517x172,517x172,true
UN_104_em_75,151x116,151x116,true
UN_462_em_896,239x156,239x156,true
UN_124_em_542,216x101,216x101,true
UN_464_em_949,191x73,191x73,true
UN_113_em_294,137x183,137x183,true
UN_461_em_865,282x109,282x109,true
UN_466_em_978,232x93,232x93,true
UN_116_em_321,322x90,322x90,true
UN_462_em_897,362x123,362x123,true
UN_126_em_576,343x82,343x82,true
UN_457_em_770,257x117,257x117,true
UN_466_em_984,151x109,151x109,true
UN_457_em_754,291x87,291x87,true
UN_125_em_561,317x105,317x105,true
UN_128_em_1016,355x72,355x72,true
UN_103_em_67,427x94,427x94,true
UN_466_em_993,284x86,284x86,true
UN_114_em_299,246x155,246x155,true
UN_128_em_1021,273x142,273x142,true
UN_456_em_739,301x85,301x85,true
UN_113_em_286,343x76,343x76,true
UN_110_em_231,500x84,500x84,true
UN_121_em_444,529x103,529x103,true
UN_129_em_1031,452x87,452x87,true
UN_454_em_697,377x70,377x70,true
UN_133_em_1132,417x94,417x94,true
UN_456_em_740,318x85,318x85,true
UN_121_em_459,357x172,357x172,true
UN_131_em_1084,209x120,209x120,true
UN_459_em_818,238x110,238x110,true
UN_113_em_285,211x114,211x114,true
UN_112_em_272,485x104,485x104,true
UN_456_em_730,180x78,180x78,true
UN_106_em_136,338x109,338x109,true
UN_464_em_931,271x100,271x100,true
UN_462_em_889,187x121,187x121,true
UN_102_em_48,560x69,560x69,true
UN_460_em_840,232x99,232x99,true
UN_129_em_1038,321x90,321x90,true
UN_457_em_774,473x96,473x96,true
UN_133_em_1124,327x93,327x93,true
UN_130_em_1061,299x102,299x102,true
UN_117_em_359,256x103,256x103,true
UN_125_em_556,320x90,320x90,true
UN_128_em_1002,264x112,264x112,true
UN_463_em_919,196x133,196x133,true
UN_464_em_939,323x123,323x123,true
UN_462_em_898,269x120,269x120,true
UN_124_em_541,268x75,268x75,true
UN_127_em_587,389x150,389x150,true
UN_455_em_711,195x131,195x131,true
UN_116_em_329,262x120,262x120,true
UN_460_em_829,412x94,412x94,true
UN_114_em_301,616x165,616x165,true
UN_133_em_1134,235x90,235x90,true
UN_451_em_605,229x81,229x81,true
UN_101_em_23,442x96,442x96,true
UN_108_em_189,192x111,192x111,true
UN_118_em_380,272x88,272x88,true
UN_110_em_243,375x119,375x119,true
UN_116_em_324,185x75,185x75,true
UN_452_em_625,544x71,544x71,true
UN_454_em_685,331x77,331x77,true
UN_130_em_1058,426x93,426x93,true
UN_458_em_779,347x89,347x89,true
UN_112_em_267,347x132,347x132,true
UN_120_em_430,229x111,229x111,true
UN_464_em_928,156x94,156x94,true
UN_103_em_66,584x84,584x84,true
UN_455_em_704,164x130,164x130,true
UN_125_em_552,307x139,307x139,true
UN_118_em_378,250x111,250x111,true
UN_102_em_27,146x93,146x93,true
UN_102_em_25,486x122,486x122,true
UN_125_em_553,300x164,300x164,true
UN_110_em_228,313x88,313x88,true
UN_106_em_138,360x82,360x82,true
UN_103_em_73,351x164,351x164,true
UN_121_em_460,126x87,126x87,true
UN_117_em_352,777x94,777x94,true
UN_120_em_418,539x108,539x108,true
UN_129_em_1037,297x85,297x85,true
UN_463_em_922,186x101,186x101,true
UN_110_em_241,416x99,416x99,true
UN_119_em_404,377x96,377x96,true
UN_107_em_155,381x119,381x119,true
UN_126_em_568,345x106,345x106,true
UN_454_em_680,182x105,182x105,true
UN_118_em_372,295x78,295x78,true
UN_125_em_565,547x117,547x117,true
UN_456_em_731,202x76,202x76,true
UN_123_em_506,537x172,537x172,true
UN_457_em_772,120x89,120x89,true
UN_459_em_822,342x129,342x129,true
UN_122_em_470,370x97,370x97,true
UN_463_em_903,190x123,190x123,true
UN_131_em_1087,343x90,343x90,true
UN_123_em_493,293x95,293x95,true
UN_133_em_1127,326x100,326x100,true
UN_126_em_571,473x122,473x122,true
UN_464_em_936,166x97,166x97,true
UN_102_em_38,444x84,444x84,true
UN_458_em_788,172x116,172x116,true
UN_103_em_50,280x92,280x92,true
UN_121_em_443,668x113,668x113,true
UN_130_em_1055,372x124,372x124,true
UN_132_em_1105,293x99,293x99,true
UN_117_em_356,344x148,344x148,true
UN_459_em_803,338x115,338x115,true
UN_116_em_337,238x107,238x107,true
UN_461_em_850,344x106,344x106,true
UN_128_em_1020,220x85,220x85,true
UN_452_em_636,244x118,244x118,true
UN_456_em_736,236x114,236x114,true
UN_465_em_974,327x111,327x111,true
UN_101_em_10,272x120,272x120,true
UN_117_em_363,669x178,669x178,true
UN_113_em_292,335x145,335x145,true
UN_129_em_1041,484x100,484x100,true
UN_131_em_1091,433x116,433x116,true
UN_127_em_593,424x126,424x126,true
UN_454_em_682,405x78,405x78,true
UN_105_em_118,382x84,382x84,true
UN_457_em_768,515x141,515x141,true
