id,tamer_dimensions,reference_dimensions,pixels_equal
ISICal19_1209_em_859,343x87,288x78,false
ISICal19_1202_em_774,286x80,313x86,false
UN19wb_1119_em_1158,118x65,186x93,false
UN19_1042_em_612,157x71,326x129,false
UN19_1037_em_539,149x77,274x130,false
ISICal19_1207_em_844,227x76,272x88,false
UN19_1012_em_175,224x59,395x88,false
ISICal19_1204_em_804,301x87,404x111,false
UN19_1041_em_597,72x64,203x171,false
UN19_1012_em_166,132x69,297x137,false
UN19wb_1103_em_924,96x69,183x123,false
UN19wb_1112_em_1061,132x78,244x134,false
UN19_1018_em_240,372x77,457x89,false
UN19_1006_em_88,124x72,235x126,false
UN19_1016_em_211,162x74,508x197,false
ISICal19_1203_em_794,111x61,94x55,false
UN19wb_1109_em_1015,98x66,148x95,false
UN19_1023_em_325,104x63,213x116,false
UN19_1003_em_33,165x90,215x113,false
UN19wb_1113_em_1077,85x61,206x134,false
UN19_1047_em_688,76x62,132x102,false
UN19wb_1110_em_1030,200x64,163x56,false
UN19_1043_em_618,131x68,397x177,false
UN19_1037_em_531,165x78,303x130,false
UN19_1021_em_293,126x76,225x126,false
UN19_1009_em_125,83x63,187x133,false
UN19_1018_em_254,185x57,345x89,false
UN19_1045_em_657,304x77,384x93,false
ISICal19_1207_em_840,73x61,168x134,false
ISICal19_1205_em_812,300x105,161x65,false
UN19_1004_em_49,158x73,434x171,false
UN19_1022_em_310,118x69,230x122,false
UN19_1040_em_578,274x74,380x95,false
UN19_1027_em_382,230x72,436x117,false
ISICal19_1203_em_781,138x77,169x91,false
UN19_1027_em_380,163x65,285x100,false
UN19wb_1119_em_1161,199x71,229x80,false
UN19_1045_em_656,162x87,206x107,false
ISICal19_1209_em_868,331x76,408x89,false
UN19_1008_em_106,141x77,232x117,false
UN19_1025_em_356,241x75,268x83,false
UN19_1048_em_697,163x80,191x93,false
UN19_1009_em_122,168x80,355x152,false
ISICal19_1201_em_759,79x78,109x108,false
UN19_1021_em_292,221x77,364x115,false
ISICal19_1202_em_773,454x87,470x91,false
UN19_1001_em_1,165x89,154x85,false
UN19_1040_em_571,312x76,578x125,false
ISICal19_1210_em_883,202x69,183x65,false
UN19_1037_em_537,84x89,175x189,false
UN19wb_1112_em_1060,87x77,195x166,false
UN19_1039_em_566,262x76,390x105,false
UN19_1032_em_463,214x73,267x86,false
UN19_1007_em_104,155x77,189x91,false
UN19_1001_em_6,136x79,111x68,false
UN19wb_1110_em_1029,91x91,116x115,false
UN19_1017_em_229,81x60,191x128,false
UN19_1043_em_616,108x86,258x196,false
ISICal19_1210_em_871,257x70,273x73,false
UN19wb_1112_em_1055,134x73,227x115,false
UN19_1049_em_717,160x58,377x111,false
UN19_1044_em_634,184x83,534x208,false
UN19wb_1116_em_1112,75x80,93x99,false
UN19wb_1120_em_1178,227x88,200x80,false
UN19_1030_em_426,174x87,240x115,false
ISICal19_1205_em_814,186x90,174x85,false
UN19_1011_em_162,257x70,305x79,false
UN19wb_1112_em_1052,194x82,224x92,false
UN19wb_1114_em_1081,150x92,243x143,false
UN19_1048_em_703,124x66,217x104,false
UN19wb_1115_em_1104,213x78,218x80,false
UN19wb_1104_em_939,406x104,332x89,false
ISICal19_1202_em_776,166x63,264x89,false
UN19wb_1103_em_925,229x71,280x84,false
UN19_1030_em_433,149x75,251x118,false
UN19wb_1108_em_1000,153x82,160x85,false
UN19_1019_em_265,98x63,268x151,false
UN19_1003_em_37,155x118,197x147,false
UN19wb_1113_em_1066,205x59,267x72,false
UN19_1040_em_583,175x71,394x137,false
UN19_1050_em_729,144x74,193x94,false
UN19wb_1115_em_1109,214x80,279x99,false
UN19wb_1105_em_951,289x72,245x65,false
UN19_1030_em_420,205x64,339x93,false
UN19_1001_em_11,288x68,389x86,false
UN19wb_1111_em_1036,326x84,241x68,false
UN19_1038_em_550,152x73,274x118,false
UN19wb_1120_em_1177,101x87,126x108,false
ISICal19_1205_em_819,103x96,130x122,false
UN19_1005_em_70,184x92,340x158,false
UN19_1037_em_532,196x76,374x130,false
UN19_1013_em_182,172x89,281x137,false
UN19_1021_em_295,215x98,310x135,false
UN19_1009_em_132,108x93,236x196,false
UN19_1027_em_379,236x82,303x101,false
UN19_1034_em_489,224x77,451x138,false
UN19wb_1107_em_982,182x71,173x69,false
UN19_1040_em_582,247x73,534x136,false
UN19_1051_em_745,93x136,136x206,false
ISICal19_1209_em_862,137x110,117x95,false
UN19_1003_em_32,99x120,106x128,false
UN19wb_1111_em_1045,290x81,229x69,false
UN19wb_1112_em_1058,165x73,281x111,false
UN19_1013_em_180,243x91,451x154,false
UN19_1032_em_459,266x61,450x90,false
UN19wb_1103_em_920,219x82,243x89,false
UN19wb_1107_em_976,405x82,371x78,false
UN19_1020_em_272,156x71,293x119,false
UN19_1024_em_343,76x107,110x163,false
UN19_1041_em_593,97x132,153x217,false
UN19_1025_em_345,706x94,529x77,false
UN19_1029_em_411,68x100,97x150,false
UN19_1022_em_300,106x157,67x93,false
UN19wb_1115_em_1106,178x90,208x104,false
UN19_1024_em_344,73x94,119x163,false
UN19wb_1118_em_1147,313x78,321x80,false
UN19_1029_em_414,420x109,357x97,false
UN19_1038_em_542,74x179,80x197,false
UN19_1046_em_660,205x83,247x98,false
UN19_1017_em_225,145x132,145x133,false
UN19wb_1114_em_1086,144x67,379x149,false
UN19wb_1102_em_914,565x100,450x85,false
UN19_1025_em_348,73x146,89x183,false
UN19_1040_em_581,76x129,100x175,false
UN19_1005_em_62,294x87,472x129,false
UN19wb_1103_em_916,187x81,244x101,false
UN19_1033_em_469,259x69,592x132,false
UN19wb_1113_em_1079,82x137,95x160,false
UN19_1012_em_170,72x102,134x206,false
UN19_1049_em_711,183x69,419x136,false
UN19wb_1105_em_949,101x71,188x123,false
UN19_1020_em_283,54x108,86x196,false
UN19_1050_em_728,376x79,333x73,false
UN19_1044_em_637,69x118,122x228,false
UN19wb_1109_em_1018,346x85,218x62,false
UN19_1035_em_509,194x91,320x140,false
UN19_1007_em_94,142x183,120x152,false
UN19_1031_em_438,367x107,338x101,false
UN19_1037_em_538,86x122,130x190,false
ISICal19_1211_em_894,93x124,90x119,false
ISICal19_1202_em_779,100x194,82x151,false
UN19_1034_em_482,301x85,490x126,false
UN19wb_1105_em_945,178x79,247x104,false
UN19_1051_em_741,177x83,324x141,false
UN19_1039_em_564,211x90,298x121,false
UN19_1020_em_273,255x72,380x97,false
UN19_1005_em_73,233x72,437x117,false
UN19_1015_em_201,89x96,178x191,false
UN19wb_1118_em_1143,308x89,277x83,false
UN19_1047_em_683,152x111,201x145,false
ISICal19_1205_em_815,82x87,132x143,false
UN19_1022_em_311,96x74,171x126,false
UN19wb_1113_em_1074,165x83,271x128,false
UN19_1043_em_622,170x72,553x197,false
UN19_1036_em_510,152x103,300x193,false
UN19_1018_em_245,225x111,211x106,false
UN19_1031_em_435,160x87,175x94,false
UN19wb_1106_em_971,105x153,85x121,false
UN19_1016_em_210,225x77,546x161,false
UN19_1023_em_321,278x90,375x115,false
UN19_1009_em_127,261x78,499x132,false
UN19_1003_em_41,248x71,319x85,false
UN19_1008_em_118,188x72,231x85,false
ISICal19_1201_em_754,115x72,123x77,false
UN19_1011_em_161,100x119,108x128,false
UN19_1017_em_238,139x81,283x152,false
UN19_1035_em_508,235x95,295x115,false
UN19_1009_em_126,249x74,420x110,false
UN19wb_1107_em_985,145x89,273x157,false
UN19wb_1119_em_1159,344x63,388x70,false
UN19_1002_em_15,120x81,130x87,false
UN19_1009_em_120,128x107,189x156,false
UN19_1001_em_9,309x80,325x84,false
UN19_1047_em_678,322x119,367x135,false
UN19_1051_em_749,207x105,256x126,false
UN19_1046_em_672,353x92,275x77,false
UN19_1049_em_718,220x83,388x132,false
UN19_1034_em_481,328x93,463x123,false
ISICal19_1202_em_770,209x90,284x117,false
UN19_1019_em_261,232x71,552x143,false
UN19wb_1110_em_1032,260x75,271x78,false
ISICal19_1201_em_752,196x77,241x91,false
UN19_1028_em_403,212x87,360x136,false
UN19_1030_em_423,160x91,224x124,false
UN19_1016_em_222,196x77,584x193,false
UN19wb_1121_em_1193,314x86,251x74,false
UN19_1033_em_468,147x86,344x183,false
UN19wb_1112_em_1063,219x90,381x145,false
UN19_1004_em_46,233x87,538x178,false
UN19_1019_em_260,353x75,660x123,false
UN19_1006_em_75,408x98,739x161,false
UN19wb_1111_em_1047,111x125,92x103,false
UN19_1030_em_431,252x98,222x89,false
UN19_1011_em_150,416x90,221x59,false
UN19_1035_em_506,307x94,498x141,false
UN19_1001_em_2,156x100,121x80,false
ISICal19_1209_em_865,103x80,211x156,false
ISICal19_1203_em_790,314x104,180x69,false
ISICal19_1204_em_803,302x145,286x139,false
UN19wb_1111_em_1048,279x106,175x73,false
UN19wb_1120_em_1181,260x85,193x69,false
UN19wb_1104_em_936,407x114,442x123,false
UN19_1017_em_227,334x112,290x100,false
UN19_1007_em_93,355x89,279x75,false
UN19wb_1109_em_1006,240x130,134x79,false
UN19_1046_em_666,192x84,229x97,false
UN19_1013_em_192,394x66,786x109,false
UN19_1005_em_65,385x95,655x148,false
UN19wb_1117_em_1126,355x68,575x96,false
UN19_1048_em_693,186x78,289x113,false
UN19_1039_em_569,233x92,325x122,false
ISICal19_1207_em_847,263x107,260x107,false
UN19_1046_em_665,236x112,144x75,false
ISICal19_1206_em_839,503x101,294x69,false
UN19wb_1108_em_993,240x105,204x93,false
UN19_1005_em_63,327x94,423x116,false
UN19_1026_em_361,208x88,302x121,false
UN19_1025_em_358,287x68,311x73,false
UN19_1037_em_536,173x101,224x127,false
ISICal19_1203_em_788,409x73,340x66,false
UN19_1016_em_213,379x83,758x144,false
ISICal19_1211_em_887,277x67,312x74,false
UN19_1003_em_34,243x95,316x119,false
UN19_1038_em_540,139x131,168x158,false
UN19_1015_em_203,278x75,350x89,false
UN19_1042_em_609,140x110,217x167,false
UN19_1029_em_407,389x111,324x97,false
ISICal19_1207_em_843,257x79,411x116,false
UN19_1003_em_30,347x81,364x85,false
UN19_1032_em_462,156x91,287x157,false
UN19_1023_em_324,223x84,335x117,false
UN19wb_1104_em_941,198x89,241x106,false
UN19_1034_em_486,192x141,279x203,false
UN19_1043_em_626,151x84,353x178,false
UN19_1034_em_484,166x150,244x219,false
UN19_1026_em_369,263x93,228x84,false
ISICal19_1205_em_818,273x90,446x136,false
ISICal19_1204_em_807,388x103,577x144,false
UN19wb_1102_em_901,182x64,591x166,false
UN19wb_1117_em_1130,279x87,439x126,false
UN19_1022_em_303,163x126,163x128,false
UN19_1025_em_346,219x176,199x162,false
ISICal19_1211_em_893,241x115,232x111,false
UN19_1008_em_107,152x125,184x150,false
UN19_1004_em_56,133x102,323x235,false
UN19wb_1121_em_1194,126x120,95x91,false
ISICal19_1201_em_750,167x124,130x99,false
UN19_1006_em_78,152x124,204x165,false
UN19_1004_em_50,155x97,325x189,false
UN19_1026_em_360,150x126,143x121,false
UN19_1044_em_636,169x114,370x239,false
UN19_1013_em_189,131x124,229x217,false
UN19_1001_em_8,188x96,153x82,false
UN19wb_1119_em_1166,244x89,258x94,false
UN19_1043_em_628,260x83,641x177,false
UN19wb_1107_em_978,197x80,286x110,false
UN19_1045_em_654,221x167,178x137,false
UN19wb_1114_em_1087,162x79,290x130,false
UN19_1045_em_650,155x83,256x127,false
UN19_1018_em_251,248x79,310x94,false
UN19_1045_em_649,234x109,218x104,false
ISICal19_1201_em_757,226x141,162x105,false
ISICal19_1204_em_795,496x118,414x102,false
ISICal19_1203_em_791,324x115,184x74,false
UN19_1021_em_297,213x74,445x135,false
UN19_1039_em_559,160x102,227x141,false
UN19_1048_em_698,117x114,134x130,false
UN19_1036_em_513,394x109,472x126,false
UN19wb_1116_em_1118,203x109,191x104,false
UN19_1009_em_130,220x101,394x167,false
UN19_1047_em_684,273x117,286x123,false
UN19wb_1108_em_991,324x75,401x89,false
ISICal19_1210_em_876,209x94,139x69,false
UN19_1035_em_505,351x84,525x116,false
UN19_1029_em_413,733x88,431x62,false
UN19_1009_em_131,369x77,691x127,false
UN19wb_1121_em_1199,321x62,278x58,false
UN19wb_1120_em_1176,264x71,224x64,false
UN19_1008_em_114,233x103,204x93,false
UN19_1036_em_517,349x117,319x110,false
UN19_1042_em_603,198x97,261x124,false
UN19wb_1118_em_1141,165x134,132x109,false
UN19_1040_em_570,286x87,605x162,false
UN19_1018_em_243,231x167,214x155,false
UN19wb_1114_em_1088,153x71,279x116,false
UN19_1021_em_288,162x144,166x147,false
ISICal19_1209_em_858,295x92,409x121,false
UN19_1036_em_520,372x90,596x133,false
UN19_1012_em_172,300x95,699x196,false
ISICal19_1211_em_897,710x296,750x312,false
UN19_1035_em_497,212x131,264x161,false
UN19_1028_em_391,133x127,149x142,false
UN19wb_1118_em_1153,395x162,251x110,false
UN19_1010_em_136,354x89,317x82,false
UN19_1035_em_507,129x103,186x145,false
UN19_1021_em_290,392x83,388x84,false
UN19_1051_em_739,201x118,272x157,false
UN19_1043_em_625,153x86,454x229,false
UN19wb_1111_em_1044,203x107,178x97,false
UN19_1032_em_458,172x97,313x166,false
ISICal19_1201_em_763,442x125,307x94,false
UN19_1011_em_158,136x76,227x118,false
UN19_1006_em_81,366x119,455x143,false
ISICal19_1211_em_889,240x96,228x93,false
UN19_1039_em_556,297x81,491x120,false
UN19_1048_em_701,186x101,193x104,false
UN19_1008_em_115,726x142,373x84,false
UN19_1036_em_514,83x101,158x200,false
UN19_1005_em_69,438x132,539x159,false
UN19wb_1102_em_902,483x104,583x123,false
UN19_1029_em_408,217x72,520x146,false
ISICal19_1201_em_760,105x114,110x119,false
ISICal19_1207_em_854,390x85,516x106,false
UN19wb_1113_em_1069,201x70,177x65,false
UN19wb_1104_em_943,138x128,125x115,false
UN19_1004_em_47,88x107,204x260,false
UN19_1031_em_437,357x100,529x139,false
UN19_1040_em_574,396x84,770x144,false
UN19_1024_em_342,77x83,169x185,false
UN19wb_1103_em_923,78x79,124x125,false
UN19wb_1115_em_1105,318x109,318x110,false
UN19wb_1112_em_1059,159x87,276x142,false
ISICal19_1206_em_829,141x141,133x134,false
UN19_1037_em_533,204x142,297x203,false
UN19wb_1108_em_998,359x92,310x83,false
UN19wb_1117_em_1127,85x129,101x158,false
UN19_1012_em_176,105x120,142x164,false
UN19_1027_em_386,91x121,131x179,false
UN19_1025_em_351,85x109,122x162,false
UN19wb_1117_em_1138,87x120,93x131,false
UN19wb_1114_em_1082,333x89,578x141,false
UN19_1040_em_580,89x87,188x182,false
UN19_1021_em_287,710x78,635x73,false
UN19wb_1110_em_1022,94x108,112x129,false
UN19_1012_em_168,197x73,480x151,false
UN19_1040_em_584,396x69,735x110,false
UN19wb_1118_em_1151,388x94,390x95,false
UN19_1028_em_393,101x123,95x115,false
UN19_1013_em_193,291x97,667x198,false
UN19_1019_em_259,156x96,287x167,false
ISICal19_1204_em_797,271x131,274x133,false
UN19_1024_em_341,277x99,427x144,false
UN19_1043_em_619,191x91,404x177,false
UN19_1049_em_706,241x109,260x116,false
UN19wb_1118_em_1145,103x78,213x154,false
UN19_1009_em_129,307x77,658x141,false
ISICal19_1209_em_869,346x102,529x147,false
ISICal19_1202_em_778,415x119,310x95,false
ISICal19_1211_em_896,443x77,410x74,false
UN19_1013_em_188,128x99,309x228,false
UN19_1019_em_264,357x89,659x148,false
UN19_1013_em_186,338x94,627x156,false
UN19wb_1108_em_999,384x93,451x106,false
UN19_1040_em_573,225x82,487x156,false
ISICal19_1202_em_771,332x98,516x143,false
UN19wb_1111_em_1038,434x103,239x67,false
UN19wb_1115_em_1103,121x132,125x136,false
UN19_1041_em_596,249x92,445x151,false
UN19wb_1109_em_1011,504x79,327x60,false
UN19wb_1104_em_938,195x119,245x148,false
UN19_1035_em_498,296x93,399x119,false
UN19_1049_em_715,533x98,699x122,false
UN19_1042_em_610,478x78,698x104,false
ISICal19_1202_em_765,241x113,262x123,false
UN19wb_1120_em_1183,157x124,120x96,false
UN19_1012_em_174,210x138,265x172,false
UN19_1048_em_694,82x111,122x171,false
UN19wb_1104_em_930,398x79,433x85,false
ISICal19_1204_em_798,590x126,521x115,false
ISICal19_1210_em_875,492x95,279x64,false
UN19_1048_em_696,212x121,193x112,false
UN19wb_1116_em_1117,258x105,258x105,false
UN19_1036_em_523,378x104,591x151,false
UN19_1006_em_84,339x95,421x114,false
UN19_1029_em_406,375x81,708x135,false
UN19_1025_em_352,169x106,208x128,false
UN19_1042_em_608,107x152,156x227,false
ISICal19_1205_em_811,277x171,188x120,false
UN19wb_1106_em_967,354x72,366x74,false
UN19_1026_em_367,327x110,184x71,false
UN19_1026_em_363,248x138,202x115,false
UN19_1002_em_24,288x87,301x90,false
UN19_1025_em_347,105x152,145x215,false
UN19wb_1114_em_1092,225x96,406x160,false
UN19_1009_em_134,285x112,455x169,false
ISICal19_1206_em_832,301x101,344x113,false
UN19_1041_em_592,101x115,203x233,false
UN19_1043_em_627,317x87,780x184,false
ISICal19_1203_em_787,510x89,370x71,false
UN19_1029_em_405,140x95,281x179,false
UN19_1023_em_316,217x158,225x163,false
UN19wb_1108_em_990,333x116,307x109,false
UN19_1007_em_92,158x82,269x129,false
UN19wb_1112_em_1054,267x111,318x130,false
UN19wb_1121_em_1188,257x81,266x84,false
UN19wb_1105_em_954,238x73,301x87,false
UN19wb_1116_em_1122,103x107,146x152,false
UN19_1040_em_575,346x79,607x124,false
ISICal19_1210_em_878,145x129,111x100,false
UN19wb_1121_em_1186,281x74,361x91,false
UN19_1023_em_319,211x95,238x105,false
UN19_1051_em_743,152x148,217x212,false
UN19_1027_em_389,544x94,557x97,false
UN19_1035_em_503,522x86,539x89,false
UN19_1015_em_200,267x133,203x105,false
UN19_1008_em_108,224x106,255x119,false
UN19_1019_em_267,114x139,153x189,false
UN19_1047_em_677,117x81,217x144,false
UN19wb_1103_em_918,214x94,201x90,false
UN19_1016_em_216,327x114,574x187,false
UN19_1017_em_234,69x92,165x241,false
UN19wb_1108_em_1002,367x93,390x99,false
ISICal19_1207_em_851,372x89,509x114,false
UN19wb_1104_em_942,149x131,182x159,false
UN19_1039_em_560,464x81,505x87,false
UN19_1024_em_338,530x95,528x96,false
UN19_1019_em_263,277x103,396x140,false
UN19_1049_em_719,317x88,698x171,false
UN19wb_1106_em_964,201x83,337x128,false
UN19_1048_em_690,184x149,175x143,false
UN19_1007_em_97,123x105,152x129,false
UN19_1030_em_424,147x100,241x158,false
UN19_1009_em_121,351x93,457x115,false
UN19_1047_em_686,299x86,275x81,false
UN19_1028_em_397,357x87,548x125,false
ISICal19_1207_em_841,179x136,222x167,false
UN19_1003_em_42,180x118,185x121,false
UN19wb_1105_em_956,203x157,147x116,false
UN19wb_1114_em_1083,400x145,418x152,false
UN19_1041_em_599,248x127,385x188,false
UN19_1002_em_19,182x111,323x188,false
UN19wb_1113_em_1070,263x111,311x128,false
UN19wb_1113_em_1073,245x70,356x93,false
ISICal19_1205_em_810,368x120,221x81,false
UN19wb_1102_em_910,159x173,208x227,false
UN19wb_1102_em_912,279x82,440x119,false
UN19_1004_em_48,109x118,281x310,false
UN19_1022_em_308,409x114,412x115,false
UN19_1007_em_98,254x115,310x137,false
ISICal19_1209_em_860,457x84,723x121,false
UN19_1047_em_676,200x102,273x134,false
UN19_1039_em_565,255x107,314x129,false
UN19_1022_em_306,477x215,275x130,false
ISICal19_1206_em_831,381x122,473x148,false
ISICal19_1201_em_762,136x140,132x134,false
UN19_1017_em_228,291x121,340x139,false
UN19_1042_em_606,346x91,580x139,false
UN19wb_1103_em_922,135x112,161x132,false
UN19_1037_em_529,350x108,620x176,false
UN19wb_1114_em_1089,451x103,450x104,false
UN19_1035_em_504,267x98,332x118,false
UN19wb_1111_em_1042,296x93,242x81,false
UN19_1020_em_277,307x91,382x110,false
UN19wb_1113_em_1068,286x73,436x100,false
UN19wb_1120_em_1172,504x78,506x79,false
ISICal19_1211_em_886,456x92,388x83,false
UN19_1007_em_102,157x150,163x156,false
ISICal19_1202_em_772,412x108,451x118,false
UN19_1026_em_373,358x112,238x82,false
UN19_1048_em_692,410x76,648x107,false
UN19wb_1119_em_1165,285x97,249x89,false
UN19_1020_em_280,389x77,761x130,false
UN19wb_1105_em_948,342x127,213x86,false
UN19wb_1119_em_1163,396x78,381x76,false
UN19_1051_em_748,363x109,485x141,false
UN19wb_1107_em_987,193x152,152x122,false
UN19_1050_em_731,271x112,323x132,false
UN19_1024_em_331,276x99,387x132,false
UN19wb_1106_em_961,176x94,281x143,false
UN19_1025_em_354,266x95,299x105,false
ISICal19_1205_em_820,276x117,243x105,false
UN19_1036_em_512,262x114,416x172,false
UN19_1011_em_155,286x110,342x129,false
UN19_1005_em_72,377x101,825x199,false
UN19_1010_em_135,330x110,358x119,false
UN19_1030_em_422,337x85,434x105,false
UN19_1030_em_425,148x173,180x212,false
UN19_1012_em_167,564x95,767x121,false
UN19_1011_em_152,664x111,452x84,false
UN19_1046_em_671,259x123,168x86,false
UN19wb_1111_em_1040,197x135,141x100,false
UN19wb_1115_em_1101,376x122,288x99,false
UN19_1026_em_368,371x89,364x89,false
UN19_1029_em_410,231x88,399x140,false
UN19_1017_em_232,613x103,657x110,false
ISICal19_1210_em_880,441x84,448x86,false
