id,tamer_dimensions,reference_dimensions,pixels_equal
UN19_1033_em_465,219x87,219x87,true
UN19_1051_em_740,133x64,133x64,true
UN19_1027_em_377,153x69,153x69,true
UN19_1045_em_659,87x80,87x80,true
UN19wb_1105_em_946,187x61,187x61,true
UN19_1041_em_590,103x60,103x60,true
UN19_1044_em_630,147x75,147x75,true
UN19wb_1114_em_1084,101x62,101x62,true
UN19_1035_em_496,168x81,168x81,true
UN19_1047_em_679,73x80,73x80,true
UN19wb_1121_em_1190,151x72,151x72,true
UN19_1039_em_568,136x76,136x76,true
UN19_1018_em_250,206x81,206x81,true
UN19_1041_em_598,135x91,135x91,true
UN19_1028_em_402,116x99,116x99,true
UN19_1010_em_146,80x78,80x78,true
UN19_1011_em_159,80x91,80x91,true
UN19wb_1104_em_931,189x79,189x79,true
UN19_1004_em_53,154x70,154x70,true
UN19_1032_em_453,242x65,242x65,true
UN19wb_1110_em_1020,124x62,124x62,true
UN19_1008_em_116,220x79,220x79,true
UN19_1001_em_0,65x80,65x80,true
UN19_1045_em_655,279x76,279x76,true
UN19_1024_em_336,178x66,178x66,true
UN19wb_1118_em_1149,161x72,161x72,true
UN19wb_1121_em_1195,105x71,105x71,true
UN19wb_1107_em_983,65x75,65x75,true
UN19_1023_em_326,167x67,167x67,true
UN19_1021_em_294,184x80,184x80,true
ISICal19_1206_em_835,132x77,132x77,true
UN19_1001_em_5,135x93,135x93,true
UN19_1017_em_231,225x60,225x60,true
UN19_1026_em_372,141x95,141x95,true
UN19_1006_em_77,312x87,312x87,true
UN19_1031_em_448,137x70,137x70,true
UN19_1043_em_624,129x83,129x83,true
UN19_1008_em_111,85x67,85x67,true
UN19_1026_em_370,150x71,150x71,true
UN19_1050_em_726,108x58,108x58,true
UN19_1013_em_185,128x59,128x59,true
UN19_1038_em_546,178x80,178x80,true
UN19_1023_em_327,192x81,192x81,true
UN19wb_1109_em_1017,115x60,115x60,true
UN19wb_1110_em_1034,117x103,117x103,true
UN19_1043_em_621,134x78,134x78,true
UN19_1008_em_109,196x92,196x92,true
UN19_1029_em_412,125x71,125x71,true
UN19_1017_em_230,100x72,100x72,true
UN19wb_1108_em_994,97x82,97x82,true
UN19wb_1121_em_1196,107x62,107x62,true
UN19wb_1116_em_1114,146x86,146x86,true
UN19wb_1112_em_1057,174x57,174x57,true
UN19_1010_em_147,173x73,173x73,true
UN19_1032_em_456,387x104,387x104,true
UN19_1032_em_452,118x72,118x72,true
UN19_1016_em_218,148x80,148x80,true
UN19_1022_em_309,172x65,172x65,true
UN19wb_1105_em_950,126x77,126x77,true
UN19_1050_em_733,217x73,217x73,true
UN19_1006_em_79,144x62,144x62,true
UN19_1033_em_477,151x83,151x83,true
UN19wb_1108_em_995,251x77,251x77,true
UN19_1042_em_611,123x70,123x70,true
UN19_1009_em_124,107x75,107x75,true
ISICal19_1204_em_799,184x72,184x72,true
UN19_1016_em_215,134x81,134x81,true
ISICal19_1203_em_793,109x83,109x83,true
UN19_1032_em_461,311x109,311x109,true
UN19_1017_em_236,227x79,227x79,true
UN19wb_1103_em_927,201x69,201x69,true
UN19_1034_em_485,278x74,278x74,true
UN19_1044_em_644,102x91,102x91,true
UN19_1027_em_375,531x70,531x70,true
UN19_1018_em_241,184x73,184x73,true
UN19wb_1107_em_988,315x82,315x82,true
UN19wb_1106_em_966,174x69,174x69,true
UN19wb_1112_em_1053,195x59,195x59,true
UN19_1002_em_17,492x112,492x112,true
UN19_1039_em_567,258x68,258x68,true
UN19_1042_em_602,177x73,177x73,true
UN19_1021_em_296,187x72,187x72,true
UN19_1009_em_128,196x80,196x80,true
UN19_1041_em_588,203x77,203x77,true
UN19wb_1120_em_1171,354x88,354x88,true
ISICal19_1209_em_859,343x87,343x87,true
ISICal19_1202_em_774,286x80,286x80,true
UN19wb_1119_em_1158,118x65,118x65,true
UN19_1042_em_612,157x71,157x71,true
UN19_1037_em_539,149x77,149x77,true
ISICal19_1207_em_844,227x76,227x76,true
UN19_1012_em_175,224x59,224x59,true
ISICal19_1204_em_804,301x87,301x87,true
UN19_1041_em_597,72x64,72x64,true
UN19_1012_em_166,132x69,132x69,true
UN19wb_1103_em_924,96x69,96x69,true
UN19wb_1112_em_1061,132x78,132x78,true
UN19_1018_em_240,372x77,372x77,true
UN19_1006_em_88,124x72,124x72,true
UN19_1016_em_211,162x74,162x74,true
ISICal19_1203_em_794,111x61,111x61,true
UN19wb_1109_em_1015,98x66,98x66,true
UN19_1023_em_325,104x63,104x63,true
UN19_1003_em_33,165x90,165x90,true
UN19wb_1113_em_1077,85x61,85x61,true
UN19_1047_em_688,76x62,76x62,true
UN19wb_1110_em_1030,200x64,200x64,true
UN19_1043_em_618,131x68,131x68,true
UN19_1037_em_531,165x78,165x78,true
UN19_1021_em_293,126x76,126x76,true
UN19_1009_em_125,83x63,83x63,true
UN19_1018_em_254,185x57,185x57,true
UN19_1045_em_657,304x77,304x77,true
ISICal19_1207_em_840,73x61,73x61,true
ISICal19_1205_em_812,300x105,300x105,true
UN19_1004_em_49,158x73,158x73,true
UN19_1022_em_310,118x69,118x69,true
UN19_1040_em_578,274x74,274x74,true
UN19_1027_em_382,230x72,230x72,true
ISICal19_1203_em_781,138x77,138x77,true
UN19_1027_em_380,163x65,163x65,true
UN19wb_1119_em_1161,199x71,199x71,true
UN19_1045_em_656,162x87,162x87,true
ISICal19_1209_em_868,331x76,331x76,true
UN19_1008_em_106,141x77,141x77,true
UN19_1025_em_356,241x75,241x75,true
UN19_1048_em_697,163x80,163x80,true
UN19_1009_em_122,168x80,168x80,true
ISICal19_1201_em_759,79x78,79x78,true
UN19_1021_em_292,221x77,221x77,true
ISICal19_1202_em_773,454x87,454x87,true
UN19_1001_em_1,165x89,165x89,true
UN19_1040_em_571,312x76,312x76,true
ISICal19_1210_em_883,202x69,202x69,true
UN19_1037_em_537,84x89,84x89,true
UN19wb_1112_em_1060,87x77,87x77,true
UN19_1039_em_566,262x76,262x76,true
UN19_1032_em_463,214x73,214x73,true
UN19_1007_em_104,155x77,155x77,true
UN19_1001_em_6,136x79,136x79,true
UN19wb_1110_em_1029,91x91,91x91,true
UN19_1017_em_229,81x60,81x60,true
UN19_1043_em_616,108x86,108x86,true
ISICal19_1210_em_871,257x70,257x70,true
UN19wb_1112_em_1055,134x73,134x73,true
UN19_1049_em_717,160x58,160x58,true
UN19_1044_em_634,184x83,184x83,true
UN19wb_1116_em_1112,75x80,75x80,true
UN19wb_1120_em_1178,227x88,227x88,true
UN19_1030_em_426,174x87,174x87,true
ISICal19_1205_em_814,186x90,186x90,true
UN19_1011_em_162,257x70,257x70,true
UN19wb_1112_em_1052,194x82,194x82,true
UN19wb_1114_em_1081,150x92,150x92,true
UN19_1048_em_703,124x66,124x66,true
UN19wb_1115_em_1104,213x78,213x78,true
UN19wb_1104_em_939,406x104,406x104,true
ISICal19_1202_em_776,166x63,166x63,true
UN19wb_1103_em_925,229x71,229x71,true
UN19_1030_em_433,149x75,149x75,true
UN19wb_1108_em_1000,153x82,153x82,true
UN19_1019_em_265,98x63,98x63,true
UN19_1003_em_37,155x118,155x118,true
UN19wb_1113_em_1066,205x59,205x59,true
UN19_1040_em_583,175x71,175x71,true
UN19_1050_em_729,144x74,144x74,true
UN19wb_1115_em_1109,214x80,214x80,true
UN19wb_1105_em_951,289x72,289x72,true
UN19_1030_em_420,205x64,205x64,true
UN19_1001_em_11,288x68,288x68,true
UN19wb_1111_em_1036,326x84,326x84,true
UN19_1038_em_550,152x73,152x73,true
UN19wb_1120_em_1177,101x87,101x87,true
ISICal19_1205_em_819,103x96,103x96,true
UN19_1005_em_70,184x92,184x92,true
UN19_1037_em_532,196x76,196x76,true
UN19_1013_em_182,172x89,172x89,true
UN19_1021_em_295,215x98,215x98,true
UN19_1009_em_132,108x93,108x93,true
UN19_1027_em_379,236x82,236x82,true
UN19_1034_em_489,224x77,224x77,true
UN19wb_1107_em_982,182x71,182x71,true
UN19_1040_em_582,247x73,247x73,true
UN19_1051_em_745,93x136,93x136,true
ISICal19_1209_em_862,137x110,137x110,true
UN19_1003_em_32,99x120,99x120,true
UN19wb_1111_em_1045,290x81,290x81,true
UN19wb_1112_em_1058,165x73,165x73,true
UN19_1013_em_180,243x91,243x91,true
UN19_1032_em_459,266x61,266x61,true
UN19wb_1103_em_920,219x82,219x82,true
UN19wb_1107_em_976,405x82,405x82,true
UN19_1020_em_272,156x71,156x71,true
UN19_1024_em_343,76x107,76x107,true
UN19_1041_em_593,97x132,97x132,true
UN19_1025_em_345,706x94,706x94,true
UN19_1029_em_411,68x100,68x100,true
UN19_1022_em_300,106x157,106x157,true
UN19wb_1115_em_1106,178x90,178x90,true
UN19_1024_em_344,73x94,73x94,true
UN19wb_1118_em_1147,313x78,313x78,true
UN19_1029_em_414,420x109,420x109,true
UN19_1038_em_542,74x179,74x179,true
UN19_1046_em_660,205x83,205x83,true
UN19_1017_em_225,145x132,145x132,true
UN19wb_1114_em_1086,144x67,144x67,true
UN19wb_1102_em_914,565x100,565x100,true
UN19_1025_em_348,73x146,73x146,true
UN19_1040_em_581,76x129,76x129,true
UN19_1005_em_62,294x87,294x87,true
UN19wb_1103_em_916,187x81,187x81,true
UN19_1033_em_469,259x69,259x69,true
UN19wb_1113_em_1079,82x137,82x137,true
UN19_1012_em_170,72x102,72x102,true
UN19_1049_em_711,183x69,183x69,true
UN19wb_1105_em_949,101x71,101x71,true
UN19_1020_em_283,54x108,54x108,true
UN19_1050_em_728,376x79,376x79,true
UN19_1044_em_637,69x118,69x118,true
UN19wb_1109_em_1018,346x85,346x85,true
UN19_1035_em_509,194x91,194x91,true
UN19_1007_em_94,142x183,142x183,true
UN19_1031_em_438,367x107,367x107,true
UN19_1037_em_538,86x122,86x122,true
ISICal19_1211_em_894,93x124,93x124,true
ISICal19_1202_em_779,100x194,100x194,true
UN19_1034_em_482,301x85,301x85,true
UN19wb_1105_em_945,178x79,178x79,true
UN19_1051_em_741,177x83,177x83,true
UN19_1039_em_564,211x90,211x90,true
UN19_1020_em_273,255x72,255x72,true
UN19_1005_em_73,233x72,233x72,true
UN19_1015_em_201,89x96,89x96,true
UN19wb_1118_em_1143,308x89,308x89,true
UN19_1047_em_683,152x111,152x111,true
ISICal19_1205_em_815,82x87,82x87,true
UN19_1022_em_311,96x74,96x74,true
UN19wb_1113_em_1074,165x83,165x83,true
UN19_1043_em_622,170x72,170x72,true
UN19_1036_em_510,152x103,152x103,true
UN19_1018_em_245,225x111,225x111,true
UN19_1031_em_435,160x87,160x87,true
UN19wb_1106_em_971,105x153,105x153,true
UN19_1016_em_210,225x77,225x77,true
UN19_1023_em_321,278x90,278x90,true
UN19_1009_em_127,261x78,261x78,true
UN19_1003_em_41,248x71,248x71,true
UN19_1008_em_118,188x72,188x72,true
ISICal19_1201_em_754,115x72,115x72,true
UN19_1011_em_161,100x119,100x119,true
UN19_1017_em_238,139x81,139x81,true
UN19_1035_em_508,235x95,235x95,true
UN19_1009_em_126,249x74,249x74,true
UN19wb_1107_em_985,145x89,145x89,true
UN19wb_1119_em_1159,344x63,344x63,true
UN19_1002_em_15,120x81,120x81,true
UN19_1009_em_120,128x107,128x107,true
UN19_1001_em_9,309x80,309x80,true
UN19_1047_em_678,322x119,322x119,true
UN19_1051_em_749,207x105,207x105,true
UN19_1046_em_672,353x92,353x92,true
UN19_1049_em_718,220x83,220x83,true
UN19_1034_em_481,328x93,328x93,true
ISICal19_1202_em_770,209x90,209x90,true
UN19_1019_em_261,232x71,232x71,true
UN19wb_1110_em_1032,260x75,260x75,true
ISICal19_1201_em_752,196x77,196x77,true
UN19_1028_em_403,212x87,212x87,true
UN19_1030_em_423,160x91,160x91,true
UN19_1016_em_222,196x77,196x77,true
UN19wb_1121_em_1193,314x86,314x86,true
UN19_1033_em_468,147x86,147x86,true
UN19wb_1112_em_1063,219x90,219x90,true
UN19_1004_em_46,233x87,233x87,true
UN19_1019_em_260,353x75,353x75,true
UN19_1006_em_75,408x98,408x98,true
UN19wb_1111_em_1047,111x125,111x125,true
UN19_1030_em_431,252x98,252x98,true
UN19_1011_em_150,416x90,416x90,true
UN19_1035_em_506,307x94,307x94,true
UN19_1001_em_2,156x100,156x100,true
ISICal19_1209_em_865,103x80,103x80,true
ISICal19_1203_em_790,314x104,314x104,true
ISICal19_1204_em_803,302x145,302x145,true
UN19wb_1111_em_1048,279x106,279x106,true
UN19wb_1120_em_1181,260x85,260x85,true
UN19wb_1104_em_936,407x114,407x114,true
UN19_1017_em_227,334x112,334x112,true
UN19_1007_em_93,355x89,355x89,true
UN19wb_1109_em_1006,240x130,240x130,true
UN19_1046_em_666,192x84,192x84,true
UN19_1013_em_192,394x66,394x66,true
UN19_1005_em_65,385x95,385x95,true
UN19wb_1117_em_1126,355x68,355x68,true
UN19_1048_em_693,186x78,186x78,true
UN19_1039_em_569,233x92,233x92,true
ISICal19_1207_em_847,263x107,263x107,true
UN19_1046_em_665,236x112,236x112,true
ISICal19_1206_em_839,503x101,503x101,true
UN19wb_1108_em_993,240x105,240x105,true
UN19_1005_em_63,327x94,327x94,true
UN19_1026_em_361,208x88,208x88,true
UN19_1025_em_358,287x68,287x68,true
UN19_1037_em_536,173x101,173x101,true
ISICal19_1203_em_788,409x73,409x73,true
UN19_1016_em_213,379x83,379x83,true
ISICal19_1211_em_887,277x67,277x67,true
UN19_1003_em_34,243x95,243x95,true
UN19_1038_em_540,139x131,139x131,true
UN19_1015_em_203,278x75,278x75,true
UN19_1042_em_609,140x110,140x110,true
UN19_1029_em_407,389x111,389x111,true
ISICal19_1207_em_843,257x79,257x79,true
UN19_1003_em_30,347x81,347x81,true
UN19_1032_em_462,156x91,156x91,true
UN19_1023_em_324,223x84,223x84,true
UN19wb_1104_em_941,198x89,198x89,true
UN19_1034_em_486,192x141,192x141,true
UN19_1043_em_626,151x84,151x84,true
UN19_1034_em_484,166x150,166x150,true
UN19_1026_em_369,263x93,263x93,true
ISICal19_1205_em_818,273x90,273x90,true
ISICal19_1204_em_807,388x103,388x103,true
UN19wb_1102_em_901,182x64,182x64,true
UN19wb_1117_em_1130,279x87,279x87,true
UN19_1022_em_303,163x126,163x126,true
UN19_1025_em_346,219x176,219x176,true
ISICal19_1211_em_893,241x115,241x115,true
UN19_1008_em_107,152x125,152x125,true
UN19_1004_em_56,133x102,133x102,true
UN19wb_1121_em_1194,126x120,126x120,true
ISICal19_1201_em_750,167x124,167x124,true
UN19_1006_em_78,152x124,152x124,true
UN19_1004_em_50,155x97,155x97,true
UN19_1026_em_360,150x126,150x126,true
UN19_1044_em_636,169x114,169x114,true
UN19_1013_em_189,131x124,131x124,true
UN19_1001_em_8,188x96,188x96,true
UN19wb_1119_em_1166,244x89,244x89,true
UN19_1043_em_628,260x83,260x83,true
UN19wb_1107_em_978,197x80,197x80,true
UN19_1045_em_654,221x167,221x167,true
UN19wb_1114_em_1087,162x79,162x79,true
UN19_1045_em_650,155x83,155x83,true
UN19_1018_em_251,248x79,248x79,true
UN19_1045_em_649,234x109,234x109,true
ISICal19_1201_em_757,226x141,226x141,true
ISICal19_1204_em_795,496x118,496x118,true
ISICal19_1203_em_791,324x115,324x115,true
UN19_1021_em_297,213x74,213x74,true
UN19_1039_em_559,160x102,160x102,true
UN19_1048_em_698,117x114,117x114,true
UN19_1036_em_513,394x109,394x109,true
UN19wb_1116_em_1118,203x109,203x109,true
UN19_1009_em_130,220x101,220x101,true
UN19_1047_em_684,273x117,273x117,true
UN19wb_1108_em_991,324x75,324x75,true
ISICal19_1210_em_876,209x94,209x94,true
UN19_1035_em_505,351x84,351x84,true
UN19_1029_em_413,733x88,733x88,true
UN19_1009_em_131,369x77,369x77,true
UN19wb_1121_em_1199,321x62,321x62,true
UN19wb_1120_em_1176,264x71,264x71,true
UN19_1008_em_114,233x103,233x103,true
UN19_1036_em_517,349x117,349x117,true
UN19_1042_em_603,198x97,198x97,true
UN19wb_1118_em_1141,165x134,165x134,true
UN19_1040_em_570,286x87,286x87,true
UN19_1018_em_243,231x167,231x167,true
UN19wb_1114_em_1088,153x71,153x71,true
UN19_1021_em_288,162x144,162x144,true
ISICal19_1209_em_858,295x92,295x92,true
UN19_1036_em_520,372x90,372x90,true
UN19_1012_em_172,300x95,300x95,true
ISICal19_1211_em_897,710x296,710x296,true
UN19_1035_em_497,212x131,212x131,true
UN19_1028_em_391,133x127,133x127,true
UN19wb_1118_em_1153,395x162,395x162,true
UN19_1010_em_136,354x89,354x89,true
UN19_1035_em_507,129x103,129x103,true
UN19_1021_em_290,392x83,392x83,true
UN19_1051_em_739,201x118,201x118,true
UN19_1043_em_625,153x86,153x86,true
UN19wb_1111_em_1044,203x107,203x107,true
UN19_1032_em_458,172x97,172x97,true
ISICal19_1201_em_763,442x125,442x125,true
UN19_1011_em_158,136x76,136x76,true
UN19_1006_em_81,366x119,366x119,true
ISICal19_1211_em_889,240x96,240x96,true
UN19_1039_em_556,297x81,297x81,true
UN19_1048_em_701,186x101,186x101,true
UN19_1008_em_115,726x142,726x142,true
UN19_1036_em_514,83x101,83x101,true
UN19_1005_em_69,438x132,438x132,true
UN19wb_1102_em_902,483x104,483x104,true
UN19_1029_em_408,217x72,217x72,true
ISICal19_1201_em_760,105x114,105x114,true
ISICal19_1207_em_854,390x85,390x85,true
UN19wb_1113_em_1069,201x70,201x70,true
UN19wb_1104_em_943,138x128,138x128,true
UN19_1004_em_47,88x107,88x107,true
UN19_1031_em_437,357x100,357x100,true
UN19_1040_em_574,396x84,396x84,true
UN19_1024_em_342,77x83,77x83,true
UN19wb_1103_em_923,78x79,78x79,true
UN19wb_1115_em_1105,318x109,318x109,true
UN19wb_1112_em_1059,159x87,159x87,true
ISICal19_1206_em_829,141x141,141x141,true
UN19_1037_em_533,204x142,204x142,true
UN19wb_1108_em_998,359x92,359x92,true
UN19wb_1117_em_1127,85x129,85x129,true
UN19_1012_em_176,105x120,105x120,true
UN19_1027_em_386,91x121,91x121,true
UN19_1025_em_351,85x109,85x109,true
UN19wb_1117_em_1138,87x120,87x120,true
UN19wb_1114_em_1082,333x89,333x89,true
UN19_1040_em_580,89x87,89x87,true
UN19_1021_em_287,710x78,710x78,true
UN19wb_1110_em_1022,94x108,94x108,true
UN19_1012_em_168,197x73,197x73,true
UN19_1040_em_584,396x69,396x69,true
UN19wb_1118_em_1151,388x94,388x94,true
UN19_1028_em_393,101x123,101x123,true
UN19_1013_em_193,291x97,291x97,true
UN19_1019_em_259,156x96,156x96,true
ISICal19_1204_em_797,271x131,271x131,true
UN19_1024_em_341,277x99,277x99,true
UN19_1043_em_619,191x91,191x91,true
UN19_1049_em_706,241x109,241x109,true
UN19wb_1118_em_1145,103x78,103x78,true
UN19_1009_em_129,307x77,307x77,true
ISICal19_1209_em_869,346x102,346x102,true
ISICal19_1202_em_778,415x119,415x119,true
ISICal19_1211_em_896,443x77,443x77,true
UN19_1013_em_188,128x99,128x99,true
UN19_1019_em_264,357x89,357x89,true
UN19_1013_em_186,338x94,338x94,true
UN19wb_1108_em_999,384x93,384x93,true
UN19_1040_em_573,225x82,225x82,true
ISICal19_1202_em_771,332x98,332x98,true
UN19wb_1111_em_1038,434x103,434x103,true
UN19wb_1115_em_1103,121x132,121x132,true
UN19_1041_em_596,249x92,249x92,true
UN19wb_1109_em_1011,504x79,504x79,true
UN19wb_1104_em_938,195x119,195x119,true
UN19_1035_em_498,296x93,296x93,true
UN19_1049_em_715,533x98,533x98,true
UN19_1042_em_610,478x78,478x78,true
ISICal19_1202_em_765,241x113,241x113,true
UN19wb_1120_em_1183,157x124,157x124,true
UN19_1012_em_174,210x138,210x138,true
UN19_1048_em_694,82x111,82x111,true
UN19wb_1104_em_930,398x79,398x79,true
ISICal19_1204_em_798,590x126,590x126,true
ISICal19_1210_em_875,492x95,492x95,true
UN19_1048_em_696,212x121,212x121,true
UN19wb_1116_em_1117,258x105,258x105,true
UN19_1036_em_523,378x104,378x104,true
UN19_1006_em_84,339x95,339x95,true
UN19_1029_em_406,375x81,375x81,true
UN19_1025_em_352,169x106,169x106,true
UN19_1042_em_608,107x152,107x152,true
ISICal19_1205_em_811,277x171,277x171,true
UN19wb_1106_em_967,354x72,354x72,true
UN19_1026_em_367,327x110,327x110,true
UN19_1026_em_363,248x138,248x138,true
UN19_1002_em_24,288x87,288x87,true
UN19_1025_em_347,105x152,105x152,true
UN19wb_1114_em_1092,225x96,225x96,true
UN19_1009_em_134,285x112,285x112,true
ISICal19_1206_em_832,301x101,301x101,true
UN19_1041_em_592,101x115,101x115,true
UN19_1043_em_627,317x87,317x87,true
ISICal19_1203_em_787,510x89,510x89,true
UN19_1029_em_405,140x95,140x95,true
UN19_1023_em_316,217x158,217x158,true
UN19wb_1108_em_990,333x116,333x116,true
UN19_1007_em_92,158x82,158x82,true
UN19wb_1112_em_1054,267x111,267x111,true
UN19wb_1121_em_1188,257x81,257x81,true
UN19wb_1105_em_954,238x73,238x73,true
UN19wb_1116_em_1122,103x107,103x107,true
UN19_1040_em_575,346x79,346x79,true
ISICal19_1210_em_878,145x129,145x129,true
UN19wb_1121_em_1186,281x74,281x74,true
UN19_1023_em_319,211x95,211x95,true
UN19_1051_em_743,152x148,152x148,true
UN19_1027_em_389,544x94,544x94,true
UN19_1035_em_503,522x86,522x86,true
UN19_1015_em_200,267x133,267x133,true
UN19_1008_em_108,224x106,224x106,true
UN19_1019_em_267,114x139,114x139,true
UN19_1047_em_677,117x81,117x81,true
UN19wb_1103_em_918,214x94,214x94,true
UN19_1016_em_216,327x114,327x114,true
UN19_1017_em_234,69x92,69x92,true
UN19wb_1108_em_1002,367x93,367x93,true
ISICal19_1207_em_851,372x89,372x89,true
UN19wb_1104_em_942,149x131,149x131,true
UN19_1039_em_560,464x81,464x81,true
UN19_1024_em_338,530x95,530x95,true
UN19_1019_em_263,277x103,277x103,true
UN19_1049_em_719,317x88,317x88,true
UN19wb_1106_em_964,201x83,201x83,true
UN19_1048_em_690,184x149,184x149,true
UN19_1007_em_97,123x105,123x105,true
UN19_1030_em_424,147x100,147x100,true
UN19_1009_em_121,351x93,351x93,true
UN19_1047_em_686,299x86,299x86,true
UN19_1028_em_397,357x87,357x87,true
ISICal19_1207_em_841,179x136,179x136,true
UN19_1003_em_42,180x118,180x118,true
UN19wb_1105_em_956,203x157,203x157,true
UN19wb_1114_em_1083,400x145,400x145,true
UN19_1041_em_599,248x127,248x127,true
UN19_1002_em_19,182x111,182x111,true
UN19wb_1113_em_1070,263x111,263x111,true
UN19wb_1113_em_1073,245x70,245x70,true
ISICal19_1205_em_810,368x120,368x120,true
UN19wb_1102_em_910,159x173,159x173,true
UN19wb_1102_em_912,279x82,279x82,true
UN19_1004_em_48,109x118,109x118,true
UN19_1022_em_308,409x114,409x114,true
UN19_1007_em_98,254x115,254x115,true
ISICal19_1209_em_860,457x84,457x84,true
UN19_1047_em_676,200x102,200x102,true
UN19_1039_em_565,255x107,255x107,true
UN19_1022_em_306,477x215,477x215,true
ISICal19_1206_em_831,381x122,381x122,true
ISICal19_1201_em_762,136x140,136x140,true
UN19_1017_em_228,291x121,291x121,true
UN19_1042_em_606,346x91,346x91,true
UN19wb_1103_em_922,135x112,135x112,true
UN19_1037_em_529,350x108,350x108,true
UN19wb_1114_em_1089,451x103,451x103,true
UN19_1035_em_504,267x98,267x98,true
UN19wb_1111_em_1042,296x93,296x93,true
UN19_1020_em_277,307x91,307x91,true
UN19wb_1113_em_1068,286x73,286x73,true
UN19wb_1120_em_1172,504x78,504x78,true
ISICal19_1211_em_886,456x92,456x92,true
UN19_1007_em_102,157x150,157x150,true
ISICal19_1202_em_772,412x108,412x108,true
UN19_1026_em_373,358x112,358x112,true
UN19_1048_em_692,410x76,410x76,true
UN19wb_1119_em_1165,285x97,285x97,true
UN19_1020_em_280,389x77,389x77,true
UN19wb_1105_em_948,342x127,342x127,true
UN19wb_1119_em_1163,396x78,396x78,true
UN19_1051_em_748,363x109,363x109,true
UN19wb_1107_em_987,193x152,193x152,true
UN19_1050_em_731,271x112,271x112,true
UN19_1024_em_331,276x99,276x99,true
UN19wb_1106_em_961,176x94,176x94,true
UN19_1025_em_354,266x95,266x95,true
ISICal19_1205_em_820,276x117,276x117,true
UN19_1036_em_512,262x114,262x114,true
UN19_1011_em_155,286x110,286x110,true
UN19_1005_em_72,377x101,377x101,true
UN19_1010_em_135,330x110,330x110,true
UN19_1030_em_422,337x85,337x85,true
UN19_1030_em_425,148x173,148x173,true
UN19_1012_em_167,564x95,564x95,true
UN19_1011_em_152,664x111,664x111,true
UN19_1046_em_671,259x123,259x123,true
UN19wb_1111_em_1040,197x135,197x135,true
UN19wb_1115_em_1101,376x122,376x122,true
UN19_1026_em_368,371x89,371x89,true
UN19_1029_em_410,231x88,231x88,true
UN19_1017_em_232,613x103,613x103,true
ISICal19_1210_em_880,441x84,441x84,true
