id,category,abm_dimensions,reference_dimensions,pixels_equal,abm_gt,reference_gt
UN19_1044_em_639,identical,825x225,825x225,true,f = a _ { 1 } ( x - x _ { h } ) + a _ { 2 } ( x - x _ { h } ) ^ { 2 },f = a _ { 1 } ( x - x _ { h } ) + a _ { 2 } ( x - x _ { h } ) ^ { 2 }
UN19_1016_em_215,identical,312x173,312x173,true,c c ( c a ),c c ( c a )
UN19_1017_em_237,identical,327x270,327x270,true,\sum _ { p = 1 } ^ { P } c _ { p } n ^ { - 2 p },\sum _ { p = 1 } ^ { P } c _ { p } n ^ { - 2 p }
UN19_1015_em_204,identical,776x120,776x120,true,a = 3 ( 4 - \sqrt { 1 0 } ) \sqrt { 1 0 } / ( 1 4 \sqrt { 1 0 } - 5 ),a = 3 ( 4 - \sqrt { 1 0 } ) \sqrt { 1 0 } / ( 1 4 \sqrt { 1 0 } - 5 )
UN19_1030_em_430,identical,732x178,732x178,true,b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } } - 4 ( \gamma + \log ( 4 ) ),b - \frac { 4 B { \pi } ^ { 2 } { \sqrt { 1 - x } } } { { \sqrt { 1 + 3 x } } } - 4 ( \gamma + \log ( 4 ) )
UN19wb_1112_em_1063,identical,381x145,381x145,true,x ^ { k } t ( x ) d x,x ^ { k } t ( x ) d x
UN19_1051_em_745,identical,136x206,136x206,true,\frac { 7 } { 4 },\frac { 7 } { 4 }
UN19wb_1115_em_1102,identical,217x126,217x126,true,\frac { 3 } { 2 } \times \frac 3 2,\frac { 3 } { 2 } \times \frac 3 2
UN19_1050_em_722,identical,355x154,355x154,true,H _ { n } = \sum _ { j } a _ { j } ^ { n - 1 } b _ { j },H _ { n } = \sum _ { j } a _ { j } ^ { n - 1 } b _ { j }
UN19wb_1117_em_1135,identical,517x88,517x88,true,f _ { n - 1 } ( x ) = b _ { n - 1 } x ^ { n - 1 } + \ldots + b _ { 0 },f _ { n - 1 } ( x ) = b _ { n - 1 } x ^ { n - 1 } + \ldots + b _ { 0 }
ISICal19_1207_em_849,identical,210x105,210x105,true,n ! k !,n ! k !
UN19wb_1108_em_1001,identical,479x92,479x92,true,"[ x , y , z ] = ( x y ) z - x ( y z )","[ x , y , z ] = ( x y ) z - x ( y z )"
UN19_1049_em_707,identical,152x108,152x108,true,q y x,q y x
UN19_1002_em_26,identical,378x162,378x162,true,f ( z ) = { \frac { z } { \sqrt { 1 + z ^ { 2 } } } },f ( z ) = { \frac { z } { \sqrt { 1 + z ^ { 2 } } } }
UN19wb_1113_em_1074,identical,271x128,271x128,true,\sqrt { T } y ( t ),\sqrt { T } y ( t )
UN19wb_1111_em_1043,identical,102x98,102x98,true,\int d c,\int d c
UN19_1044_em_641,identical,711x156,711x156,true,b _ { c } = \frac { 1 } { 2 } \log ( \sqrt { 2 } + 1 ),b _ { c } = \frac { 1 } { 2 } \log ( \sqrt { 2 } + 1 )
UN19wb_1106_em_974,identical,358x116,358x116,true,- b j _ { 2 1 } = - b j _ { 1 } + \frac { 1 } { 2 b },- b j _ { 2 1 } = - b j _ { 1 } + \frac { 1 } { 2 b }
UN19_1046_em_672,identical,275x77,275x77,true,d x + 2 l \cos { y } d z,d x + 2 l \cos { y } d z
UN19_1036_em_516,identical,711x148,711x148,true,A = \int d x h ( x ) \sum _ { j } B _ { j } ( x ) b _ { j } ( x ),A = \int d x h ( x ) \sum _ { j } B _ { j } ( x ) b _ { j } ( x )
UN19_1037_em_534,identical,253x154,253x154,true,t > x,t > x
UN19_1025_em_358,identical,311x73,311x73,true,a ( t ) = \sin ( H t ),a ( t ) = \sin ( H t )
UN19_1020_em_276,identical,749x138,749x138,true,\frac { 1 } { 6 4 } ( 3 n ^ { 3 } + 2 3 n ^ { 2 } + 7 2 n + 8 0 ),\frac { 1 } { 6 4 } ( 3 n ^ { 3 } + 2 3 n ^ { 2 } + 7 2 n + 8 0 )
UN19_1042_em_602,identical,217x85,217x85,true,\sin ( n v ),\sin ( n v )
UN19_1035_em_507,identical,186x145,186x145,true,\sum _ { i } \beta ^ { i },\sum _ { i } \beta ^ { i }
ISICal19_1211_em_898,identical,283x125,283x125,true,\frac { \sqrt { A } } { \alpha } - \frac { 1 } { 2 },\frac { \sqrt { A } } { \alpha } - \frac { 1 } { 2 }
UN19_1030_em_429,identical,243x115,243x115,true,9 - n,9 - n
UN19_1040_em_575,identical,607x124,607x124,true,n 2 ^ { n - 1 } + 1 - 2 ^ { n },n 2 ^ { n - 1 } + 1 - 2 ^ { n }
UN19_1043_em_620,identical,357x167,357x167,true,4 + x,4 + x
UN19wb_1102_em_904,identical,530x174,530x174,true,E = \sqrt { 2 } \int \limits _ { - 1 } ^ { + 1 } d f \sqrt { V ( f ) },E = \sqrt { 2 } \int \limits _ { - 1 } ^ { + 1 } d f \sqrt { V ( f ) }
UN19_1001_em_7,identical,256x104,256x104,true,\sum _ { i } r _ { i } + \sum _ { i } s _ { i },\sum _ { i } r _ { i } + \sum _ { i } s _ { i }
UN19wb_1103_em_926,identical,222x188,222x188,true,\frac { 1 } { 2 } \int _ { - \infty } ^ { \infty } d z,\frac { 1 } { 2 } \int _ { - \infty } ^ { \infty } d z
ISICal19_1209_em_862,identical,117x95,117x95,true,\frac { 1 } { n },\frac { 1 } { n }
UN19_1019_em_264,identical,659x148,659x148,true,\log ( 1 + 2 \cos ( \pi j ) ),\log ( 1 + 2 \cos ( \pi j ) )
UN19_1018_em_246,identical,340x151,340x151,true,\frac { 3 } { 4 } = - \frac { 1 } { 2 } ( \frac { 1 } { 2 } + 1 ),\frac { 3 } { 4 } = - \frac { 1 } { 2 } ( \frac { 1 } { 2 } + 1 )
ISICal19_1201_em_764,identical,630x102,630x102,true,f - l + e _ { 5 } + e _ { 4 } + e _ { 7 } + e _ { 9 },f - l + e _ { 5 } + e _ { 4 } + e _ { 7 } + e _ { 9 }
UN19_1045_em_647,identical,391x127,391x127,true,r ^ { 2 } = \sum _ { i } y ^ { i } y ^ { i },r ^ { 2 } = \sum _ { i } y ^ { i } y ^ { i }
UN19_1013_em_186,identical,627x156,627x156,true,V _ { 1 } = - \log | \sin x |,V _ { 1 } = - \log | \sin x |
ISICal19_1202_em_775,identical,427x121,427x121,true,\frac { 1 } { 2 } ( x ^ { 2 } - y ^ { 2 } ),\frac { 1 } { 2 } ( x ^ { 2 } - y ^ { 2 } )
UN19_1047_em_689,identical,484x175,484x175,true,\frac { 3 + z ^ { 2 } } { 8 } + \frac { ( 3 + z ^ { 2 } ) ^ { 2 } } { 3 2 },\frac { 3 + z ^ { 2 } } { 8 } + \frac { ( 3 + z ^ { 2 } ) ^ { 2 } } { 3 2 }
UN19_1048_em_701,identical,193x104,193x104,true,x y x ^ { - 1 } y ^ { - 1 },x y x ^ { - 1 } y ^ { - 1 }
UN19wb_1118_em_1144,identical,411x106,411x106,true,x _ { j } ^ { 2 } + x _ { j } = x _ { j } ( x _ { j } + 1 ),x _ { j } ^ { 2 } + x _ { j } = x _ { j } ( x _ { j } + 1 )
UN19_1019_em_259,identical,287x167,287x167,true,\int d ^ { d } x \sqrt { g },\int d ^ { d } x \sqrt { g }
ISICal19_1201_em_759,identical,109x108,109x108,true,\int c _ { 3 },\int c _ { 3 }
UN19_1008_em_115,identical,373x84,373x84,true,x u = v x = x p ^ { - 1 } x,x u = v x = x p ^ { - 1 } x
UN19_1048_em_699,identical,236x95,236x95,true,\alpha \rightarrow \frac { \alpha } { 2 } \sqrt { \frac { 5 } { 3 } },\alpha \rightarrow \frac { \alpha } { 2 } \sqrt { \frac { 5 } { 3 } }
UN19_1021_em_294,identical,265x108,265x108,true,\sin ( x ),\sin ( x )
UN19_1015_em_199,identical,255x217,255x217,true,\frac { \sin ^ { 2 } \frac { \pi a } { L { + } 2 } } { \sin ^ { 2 } \frac { \pi } { L { + } 2 } },\frac { \sin ^ { 2 } \frac { \pi a } { L { + } 2 } } { \sin ^ { 2 } \frac { \pi } { L { + } 2 } }
UN19_1031_em_436,identical,379x100,379x100,true,x ^ { 2 } + y ^ { 2 } z + z ^ { k - 1 },x ^ { 2 } + y ^ { 2 } z + z ^ { k - 1 }
UN19wb_1114_em_1094,identical,268x141,268x141,true,x < \frac { 1 } { \sqrt [ 3 ] { a } },x < \frac { 1 } { \sqrt [ 3 ] { a } }
UN19_1026_em_374,identical,149x111,149x111,true,\frac { 1 } { 2 } \times \frac 1 2,\frac { 1 } { 2 } \times \frac 1 2
ISICal19_1204_em_804,identical,404x111,404x111,true,a x + b y = 0,a x + b y = 0
UN19_1032_em_462,identical,287x157,287x157,true,B = \frac { 4 9 } { 9 },B = \frac { 4 9 } { 9 }
ISICal19_1206_em_837,identical,316x106,316x106,true,\frac { n ( 2 n - 1 ) ( 2 n + 1 ) } { 3 },\frac { n ( 2 n - 1 ) ( 2 n + 1 ) } { 3 }
ISICal19_1207_em_850,identical,538x128,538x128,true,\frac { 1 } { 2 } ( r - 1 ) ( r + 1 ) ( r + 2 ),\frac { 1 } { 2 } ( r - 1 ) ( r + 1 ) ( r + 2 )
ISICal19_1204_em_797,identical,274x133,274x133,true,b \geq \frac { 1 } { a - 1 },b \geq \frac { 1 } { a - 1 }
UN19_1041_em_597,identical,203x171,203x171,true,- \sqrt { 2 },- \sqrt { 2 }
UN19_1012_em_166,identical,297x137,297x137,true,a \sqrt { 2 },a \sqrt { 2 }
UN19_1046_em_669,identical,160x80,160x80,true,x \geq c,x \geq c
UN19wb_1118_em_1146,identical,571x110,571x110,true,T ^ { a a } = T ^ { x ^ { 2 } x ^ { 2 } } + \ldots + T ^ { x ^ { d } x ^ { d } },T ^ { a a } = T ^ { x ^ { 2 } x ^ { 2 } } + \ldots + T ^ { x ^ { d } x ^ { d } }
ISICal19_1206_em_835,identical,153x87,153x87,true,4 \times 9,4 \times 9
ISICal19_1210_em_878,identical,111x100,111x100,true,\pm \frac { \sqrt { 3 } } { 2 },\pm \frac { \sqrt { 3 } } { 2 }
ISICal19_1204_em_795,identical,414x102,414x102,true,H = p ^ { 2 } + i \sin x,H = p ^ { 2 } + i \sin x
ISICal19_1207_em_852,identical,247x89,247x89,true,\sin E t,\sin E t
UN19_1041_em_595,identical,360x203,360x203,true,x ^ { 2 } = \sum _ { a = 1 } ^ { 3 } x _ { a } ^ { 2 },x ^ { 2 } = \sum _ { a = 1 } ^ { 3 } x _ { a } ^ { 2 }
UN19_1032_em_460,identical,676x175,676x175,true,"[ a + i \frac \beta 2 , b + i \frac \beta 2 ]","[ a + i \frac \beta 2 , b + i \frac \beta 2 ]"
UN19wb_1121_em_1186,identical,361x91,361x91,true,"\sin x _ { i } , \cos x _ { i }","\sin x _ { i } , \cos x _ { i }"
ISICal19_1205_em_824,identical,455x85,455x85,true,[ b _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ],[ b _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ]
ISICal19_1204_em_806,identical,559x193,559x193,true,z = \frac 1 { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } ),z = \frac 1 { \sqrt { 2 } } ( x ^ { 1 } + i x ^ { 2 } )
UN19wb_1103_em_919,identical,262x136,262x136,true,X ( t ) = \sum _ { n } t ^ { n } X _ { n },X ( t ) = \sum _ { n } t ^ { n } X _ { n }
UN19_1008_em_117,identical,349x73,349x73,true,T ^ { a a } = T ^ { x x } + T ^ { y y },T ^ { a a } = T ^ { x x } + T ^ { y y }
UN19_1021_em_296,identical,307x107,307x107,true,\sin ( n z ),\sin ( n z )
UN19wb_1102_em_906,identical,247x123,247x123,true,\frac { n } { 2 } + \frac { 7 } { 2 },\frac { n } { 2 } + \frac { 7 } { 2 }
ISICal19_1205_em_819,identical,130x122,130x122,true,\int { d } ^ { 4 } x,\int { d } ^ { 4 } x
UN19_1001_em_5,identical,139x95,139x95,true,m \int d t,m \int d t
UN19wb_1103_em_924,identical,183x123,183x123,true,\sqrt { a b },\sqrt { a b }
UN19_1042_em_600,identical,642x170,642x170,true,y d x = \frac { j ^ { 2 } - q ^ { 2 } } { 1 + q ^ { 2 } } d y x - \frac { j q } { 1 + q ^ { 2 } } d x y,y d x = \frac { j ^ { 2 } - q ^ { 2 } } { 1 + q ^ { 2 } } d y x - \frac { j q } { 1 + q ^ { 2 } } d x y
UN19_1035_em_505,identical,525x116,525x116,true,\cos ( z v ) / \sin ( z ),\cos ( z v ) / \sin ( z )
UN19_1040_em_577,identical,281x135,281x135,true,[ n ] = \frac { q ^ { n } - q ^ { - n } } { q - q ^ { - 1 } },[ n ] = \frac { q ^ { n } - q ^ { - n } } { q - q ^ { - 1 } }
UN19_1043_em_622,identical,553x197,553x197,true,\beta = \cos \alpha,\beta = \cos \alpha
UN19_1020_em_274,identical,585x136,585x136,true,A = A ^ { x } e _ { x } + A ^ { y } e _ { y },A = A ^ { x } e _ { x } + A ^ { y } e _ { y }
UN19_1036_em_514,identical,158x200,158x200,true,\frac { 1 } { \sqrt { N } },\frac { 1 } { \sqrt { N } }
UN19_1037_em_536,identical,224x127,224x127,true,\sum _ { a } n _ { a },\sum _ { a } n _ { a }
UN19_1007_em_98,identical,310x137,310x137,true,\sqrt { g _ { t t } g _ { x x } },\sqrt { g _ { t t } g _ { x x } }
UN19_1048_em_703,identical,217x104,217x104,true,\theta < \infty,\theta < \infty
UN19_1034_em_482,identical,490x126,490x126,true,V ( x ) = i \sin x,V ( x ) = i \sin x
UN19_1045_em_645,identical,444x195,444x195,true,\sqrt { 1 + \frac { a ^ { 4 } } { r ^ { 4 } } } > 1,\sqrt { 1 + \frac { a ^ { 4 } } { r ^ { 4 } } } > 1
UN19_1013_em_184,identical,141x124,141x124,true,t r,t r
ISICal19_1202_em_777,identical,672x169,672x169,true,"\lim _ { x \rightarrow \infty } f ( k , x ) e ^ { - i k x } = 1","\lim _ { x \rightarrow \infty } f ( k , x ) e ^ { - i k x } = 1"
UN19_1004_em_46,identical,538x178,538x178,true,( 0 0 1 0 0 0 0 0 0 ),( 0 0 1 0 0 0 0 0 0 )
ISICal19_1209_em_860,identical,723x121,723x121,true,( f + 1 ) - f - f + ( f - 1 ) = 0,( f + 1 ) - f - f + ( f - 1 ) = 0
UN19_1019_em_266,identical,141x135,141x135,true,I H,I H
UN19_1018_em_244,identical,525x163,525x163,true,c = \lim _ { k \rightarrow + \infty } \Delta ( k ),c = \lim _ { k \rightarrow + \infty } \Delta ( k )
UN19_1047_em_676,identical,273x134,273x134,true,\sqrt { g _ { x x } g _ { t t } },\sqrt { g _ { x x } g _ { t t } }
UN19wb_1108_em_1003,identical,425x81,425x81,true,- b j _ { 2 1 } = b j _ { 1 } + b + \frac { 1 } { 2 b },- b j _ { 2 1 } = b j _ { 1 } + b + \frac { 1 } { 2 b }
UN19_1051_em_747,identical,813x106,813x106,true,3 \times 3 \times 3 + 3 + 3 + 3 \times 3 = 3 \times 1 4,3 \times 3 \times 3 + 3 + 3 + 3 \times 3 = 3 \times 1 4
UN19wb_1115_em_1100,identical,332x91,332x91,true,\lim _ { x \rightarrow \pm \infty } V ( x ) = 0,\lim _ { x \rightarrow \pm \infty } V ( x ) = 0
UN19_1050_em_720,identical,408x130,408x130,true,f ( x ) = \alpha _ { a b } x ^ { a } x ^ { b },f ( x ) = \alpha _ { a b } x ^ { a } x ^ { b }
UN19wb_1117_em_1137,identical,267x115,267x115,true,\frac { i } { k + i } = 1 - \frac { k } { k + i },\frac { i } { k + i } = 1 - \frac { k } { k + i }
UN19_1046_em_670,identical,115x76,115x76,true,x \geq 0,x \geq 0
UN19_1039_em_558,identical,617x165,617x165,true,\frac { d } { d y } ( y \frac { d w } { d y } ) - 2 w ( w ^ { 2 } - 1 ) = 0,\frac { d } { d y } ( y \frac { d w } { d y } ) - 2 w ( w ^ { 2 } - 1 ) = 0
UN19_1023_em_319,identical,238x105,238x105,true,a = \sqrt { \frac { 5 } { 6 } },a = \sqrt { \frac { 5 } { 6 } }
UN19wb_1113_em_1076,identical,498x106,498x106,true,\beta = \frac { 1 } { 2 } \sqrt { n ^ { 2 } - 8 n + d },\beta = \frac { 1 } { 2 } \sqrt { n ^ { 2 } - 8 n + d }
UN19wb_1111_em_1041,identical,318x86,318x86,true,( a b ) = \frac { 1 } { 2 } ( a b + b a ),( a b ) = \frac { 1 } { 2 } ( a b + b a )
UN19_1044_em_643,identical,765x172,765x172,true,\sqrt { a _ { i } } \sqrt { a _ { j } } \leq \frac { 1 } { 2 } ( a _ { i } + a _ { j } ),\sqrt { a _ { i } } \sqrt { a _ { j } } \leq \frac { 1 } { 2 } ( a _ { i } + a _ { j } )
UN19_1049_em_705,identical,264x134,264x134,true,4 \pi ^ { 4 } \int a ^ { 3 } b ^ { 3 } d t,4 \pi ^ { 4 } \int a ^ { 3 } b ^ { 3 } d t
UN19_1002_em_24,identical,301x90,301x90,true,x ^ { p + 1 } \ldots x ^ { 5 },x ^ { p + 1 } \ldots x ^ { 5 }
UN19wb_1116_em_1120,identical,445x115,445x115,true,[ a _ { 1 } ] \times [ a _ { 2 } ] \times [ a _ { 3 } ],[ a _ { 1 } ] \times [ a _ { 2 } ] \times [ a _ { 3 } ]
UN19wb_1111_em_1039,identical,457x68,457x68,true,9 \times 9 + 1 3 \times 1 3 - ( 3 + 3 + 1 ) = 2 4 3,9 \times 9 + 1 3 \times 1 3 - ( 3 + 3 + 1 ) = 2 4 3
UN19wb_1115_em_1098,identical,508x104,508x104,true,"[ a ^ { x } b , a ^ { y } b ] = a ^ { 2 ( x - y ) }","[ a ^ { x } b , a ^ { y } b ] = a ^ { 2 ( x - y ) }"
UN19_1029_em_417,identical,171x67,171x67,true,x \neq a,x \neq a
UN19_1011_em_153,identical,390x126,390x126,true,\sqrt { q } = 2 \cos \frac { \pi } { ( p { + } 1 ) },\sqrt { q } = 2 \cos \frac { \pi } { ( p { + } 1 ) }
UN19_1002_em_19,identical,323x188,323x188,true,2 \int R _ { a b } R ^ { a b } c,2 \int R _ { a b } R ^ { a b } c
UN19_1005_em_74,identical,466x169,466x169,true,\sum q _ { i } = - \frac { 1 } { 4 },\sum q _ { i } = - \frac { 1 } { 4 }
UN19wb_1120_em_1175,identical,182x96,182x96,true,\frac { n } { 2 } + \frac { 3 } { 2 },\frac { n } { 2 } + \frac { 3 } { 2 }
UN19wb_1109_em_1014,identical,195x95,195x95,true,b = \frac { 1 } { \sqrt { 1 - 4 c } },b = \frac { 1 } { \sqrt { 1 - 4 c } }
UN19_1023_em_324,identical,335x117,335x117,true,\beta = \sqrt { 2 a b },\beta = \sqrt { 2 a b }
UN19_1039_em_565,identical,314x129,314x129,true,b \rightarrow - \frac { 2 } { b },b \rightarrow - \frac { 2 } { b }
UN19_1038_em_547,identical,802x190,802x190,true,( \lim _ { q \rightarrow \infty } \sqrt { 1 + q ^ { 2 } } \int _ { - \infty } ^ { \infty } e ^ { - q | x | / a } d x ) ^ { - 1 } = 1 / 2 a,( \lim _ { q \rightarrow \infty } \sqrt { 1 + q ^ { 2 } } \int _ { - \infty } ^ { \infty } e ^ { - q | x | / a } d x ) ^ { - 1 } = 1 / 2 a
UN19_1022_em_306,identical,275x130,275x130,true,x = \frac { e ^ { c r } } { a c },x = \frac { e ^ { c r } } { a c }
UN19_1003_em_32,identical,106x128,106x128,true,\frac { c } { u },\frac { c } { u }
UN19_1030_em_432,identical,667x118,667x118,true,S _ { a b } S _ { b } + S _ { b } S _ { a b } = 0,S _ { a b } S _ { b } + S _ { b } S _ { a b } = 0
UN19wb_1112_em_1061,identical,244x134,244x134,true,\sqrt { m n },\sqrt { m n }
UN19_1015_em_206,identical,656x133,656x133,true,( x ^ { 1 } ) ^ { 2 } + ( x ^ { 2 } ) ^ { 2 } + ( x ^ { 3 } ) ^ { 2 } + ( x ^ { 4 } ),( x ^ { 1 } ) ^ { 2 } + ( x ^ { 2 } ) ^ { 2 } + ( x ^ { 3 } ) ^ { 2 } + ( x ^ { 4 } )
UN19_1033_em_466,identical,657x130,657x130,true,2 \pi ( \sin { \theta _ { 1 } } + \sin { \theta _ { 2 } } ),2 \pi ( \sin { \theta _ { 1 } } + \sin { \theta _ { 2 } } )
UN19_1016_em_217,identical,782x107,782x107,true,n _ { 1 } \sin \theta _ { 1 } = n _ { 2 } \sin \theta _ { 2 },n _ { 1 } \sin \theta _ { 1 } = n _ { 2 } \sin \theta _ { 2 }
UN19_1017_em_235,identical,517x163,517x163,true,\theta = \lim _ { m } n _ { m } / s _ { m },\theta = \lim _ { m } n _ { m } / s _ { m }
UN19wb_1113_em_1072,identical,420x130,420x130,true,F = \frac { 1 } { 4 } F _ { a b } F ^ { a b },F = \frac { 1 } { 4 } F _ { a b } F ^ { a b }
UN19wb_1116_em_1119,identical,373x92,373x92,true,F ( x ) = x ( 1 + \frac { x } { a } ),F ( x ) = x ( 1 + \frac { x } { a } )
UN19wb_1111_em_1045,identical,229x69,229x69,true,\tan o = q \div p,\tan o = q \div p
UN19_1010_em_148,identical,508x104,508x104,true,\sin x = \frac { 1 } { 2 } ( 1 - \cos 2 x ),\sin x = \frac { 1 } { 2 } ( 1 - \cos 2 x )
UN19_1002_em_20,identical,719x95,719x95,true,d s ^ { 2 } = d t ^ { 2 } - a ^ { 2 } ( t ) d x ^ { 2 } - b ^ { 2 } ( t ) ( d y ^ { 2 } + d z ^ { 2 } ),d s ^ { 2 } = d t ^ { 2 } - a ^ { 2 } ( t ) d x ^ { 2 } - b ^ { 2 } ( t ) ( d y ^ { 2 } + d z ^ { 2 } )
UN19wb_1104_em_941,identical,241x106,241x106,true,- 1 + \frac { 1 } { n },- 1 + \frac { 1 } { n }
UN19_1046_em_674,identical,87x85,87x85,true,E x p,E x p
UN19wb_1106_em_972,identical,347x136,347x136,true,\frac { 1 } { 2 } ( 3 \pm \sqrt { 9 - 4 m ^ { 2 } } ),\frac { 1 } { 2 } ( 3 \pm \sqrt { 9 - 4 m ^ { 2 } } )
ISICal19_1203_em_788,identical,340x66,340x66,true,x + ( y \div 7 ) = 7 b,x + ( y \div 7 ) = 7 b
UN19_1028_em_399,identical,594x150,594x150,true,r = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },r = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } }
UN19_1051_em_743,identical,217x212,217x212,true,\frac { 1 } { \sqrt { 3 6 0 } },\frac { 1 } { \sqrt { 3 6 0 } }
UN19wb_1115_em_1104,identical,218x80,218x80,true,c < c _ { c r },c < c _ { c r }
UN19_1050_em_724,identical,373x139,373x139,true,c ( w ) = \sum _ { n } c _ { n } w ^ { - n + 1 },c ( w ) = \sum _ { n } c _ { n } w ^ { - n + 1 }
UN19_1009_em_128,identical,329x123,329x123,true,\sin ( k r ),\sin ( k r )
UN19wb_1112_em_1058,identical,281x111,281x111,true,h \rightarrow h h,h \rightarrow h h
UN19wb_1117_em_1133,identical,519x99,519x99,true,( n + 1 ) \times ( n + 1 ) \times \ldots \times ( n + 1 ),( n + 1 ) \times ( n + 1 ) \times \ldots \times ( n + 1 )
ISICal19_1206_em_828,identical,435x123,435x123,true,\frac { 1 } { 2 } + \frac { 1 } { n _ { 2 } } + \frac { 1 } { n _ { 3 } } > 1,\frac { 1 } { 2 } + \frac { 1 } { n _ { 2 } } + \frac { 1 } { n _ { 3 } } > 1
UN19_1041_em_588,identical,347x119,347x119,true,\cos { ( m y ) },\cos { ( m y ) }
UN19_1027_em_389,identical,557x97,557x97,true,x _ { 0 } + g ( x - x _ { 0 } ),x _ { 0 } + g ( x - x _ { 0 } )
UN19_1016_em_213,identical,758x144,758x144,true,3 \times 2 + 8 + r - 4,3 \times 2 + 8 + r - 4
UN19_1017_em_231,identical,207x58,207x58,true,n \times n,n \times n
UN19_1025_em_347,identical,145x215,145x215,true,\int \limits _ { a } ^ { b } a _ { 0 },\int \limits _ { a } ^ { b } a _ { 0 }
ISICal19_1211_em_887,identical,312x74,312x74,true,c \rightarrow \alpha c,c \rightarrow \alpha c
UN19_1015_em_202,identical,433x147,433x147,true,\lim _ { x \rightarrow \infty } \phi ( x ) = \phi ^ { 0 },\lim _ { x \rightarrow \infty } \phi ( x ) = \phi ^ { 0 }
UN19wb_1120_em_1171,identical,286x76,286x76,true,z = \tan \mu,z = \tan \mu
UN19wb_1109_em_1010,identical,399x63,399x63,true,z = x ^ { 2 i + 2 } + i x ^ { 2 i + 3 },z = x ^ { 2 i + 2 } + i x ^ { 2 i + 3 }
UN19_1023_em_320,identical,406x154,406x154,true,- \frac { ( 1 - z ^ { 2 } ) ( 1 + z ) } { 8 },- \frac { ( 1 - z ^ { 2 } ) ( 1 + z ) } { 8 }
UN19_1039_em_561,identical,722x111,722x111,true,r = \sqrt { ( x ^ { 1 } ) ^ { 2 } + \ldots + ( x ^ { p } ) ^ { 2 } },r = \sqrt { ( x ^ { 1 } ) ^ { 2 } + \ldots + ( x ^ { p } ) ^ { 2 } }
UN19_1038_em_543,identical,745x189,745x189,true,\phi ( x ) = \frac { c ( \sqrt { 1 + \frac { 4 x } { a } } + 1 ) } { 2 x } ( 1 + \frac { c ( 1 + \frac { 4 x } { a } + 1 ) } { 2 a x } ),\phi ( x ) = \frac { c ( \sqrt { 1 + \frac { 4 x } { a } } + 1 ) } { 2 x } ( 1 + \frac { c ( 1 + \frac { 4 x } { a } + 1 ) } { 2 a x } )
UN19_1003_em_36,identical,340x66,340x66,true,v _ { 2 } v _ { 3 } - v _ { 1 } v _ { 4 } = 1,v _ { 2 } v _ { 3 } - v _ { 1 } v _ { 4 } = 1
