id,tamer_dimensions,reference_dimensions,pixels_equal
RIT_2014_65,117x68,117x68,true
511_em_260,115x97,115x97,true
518_em_418,171x59,171x59,true
32_em_214,105x91,105x91,true
RIT_2014_311,109x68,109x68,true
29_em_164,203x69,203x69,true
518_em_415,71x90,71x90,true
23_em_50,136x90,136x90,true
35_em_10,103x90,103x90,true
RIT_2014_121,174x68,174x68,true
36_em_37,113x68,113x68,true
516_em_376,115x92,115x92,true
511_em_253,101x97,101x97,true
RIT_2014_238,119x94,119x94,true
512_em_299,150x79,150x79,true
508_em_84,301x78,301x78,true
29_em_150,100x79,100x79,true
18_em_4,129x87,129x87,true
504_em_46,158x107,158x107,true
504_em_44,88x86,88x86,true
26_em_79,173x72,173x72,true
RIT_2014_115,103x85,103x85,true
37_em_11,94x67,94x67,true
512_em_291,162x64,162x64,true
37_em_13,99x79,99x79,true
501_em_16,112x97,112x97,true
RIT_2014_61,149x60,149x60,true
32_em_211,69x65,69x65,true
515_em_370,162x78,162x78,true
35_em_3,96x63,96x63,true
23_em_65,118x65,118x65,true
RIT_2014_250,100x77,100x77,true
36_em_47,97x86,97x86,true
29_em_157,130x88,130x88,true
RIT_2014_260,82x61,82x61,true
501_em_13,116x79,116x79,true
18_em_1,105x69,105x69,true
RIT_2014_283,206x78,206x78,true
RIT_2014_281,152x67,152x67,true
27_em_120,69x65,69x65,true
509_em_95,165x90,165x90,true
27_em_100,76x66,76x66,true
502_em_18,85x61,85x61,true
512_em_278,71x67,71x67,true
RIT_2014_120,86x67,86x67,true
501_em_5,87x72,87x72,true
RIT_2014_106,179x74,179x74,true
RIT_2014_307,77x69,77x69,true
23_em_73,152x90,152x90,true
509_em_96,373x88,373x88,true
503_em_29,212x95,212x95,true
501_em_1,87x72,87x72,true
RIT_2014_41,101x78,101x78,true
RIT_2014_39,131x89,131x89,true
RIT_2014_131,115x61,115x61,true
32_em_217,87x57,87x57,true
35_em_22,206x68,206x68,true
34_em_228,155x69,155x69,true
35_em_20,107x71,107x71,true
506_em_60,115x82,115x82,true
37_em_7,130x63,130x63,true
515_em_354,151x70,151x70,true
RIT_2014_231,96x63,96x63,true
23_em_58,220x93,220x93,true
27_em_115,79x64,79x64,true
517_em_410,63x86,63x86,true
RIT_2014_269,108x75,108x75,true
35_em_21,354x103,354x103,true
35_em_5,172x67,172x67,true
23_em_61,269x71,269x71,true
28_em_127,208x77,208x77,true
20_em_38,77x79,77x79,true
514_em_337,129x81,129x81,true
34_em_248,143x74,143x74,true
37_em_16,92x67,92x67,true
37_em_27,110x73,110x73,true
20_em_34,190x89,190x89,true
RIT_2014_140,121x76,121x76,true
513_em_305,118x73,118x73,true
RIT_2014_52,174x102,174x102,true
515_em_360,103x85,103x85,true
517_em_406,108x77,108x77,true
511_em_268,233x98,233x98,true
23_em_64,184x91,184x91,true
518_em_421,121x78,121x78,true
503_em_25,140x80,140x80,true
26_em_86,119x94,119x94,true
35_em_6,227x69,227x69,true
512_em_295,185x78,185x78,true
RIT_2014_271,128x84,128x84,true
26_em_85,134x82,134x82,true
37_em_29,94x73,94x73,true
515_em_350,198x81,198x81,true
501_em_17,123x89,123x89,true
RIT_2014_32,185x113,185x113,true
513_em_304,261x79,261x79,true
515_em_358,162x78,162x78,true
18_em_11,191x77,191x77,true
28_em_136,144x83,144x83,true
509_em_90,125x71,125x71,true
32_em_204,182x85,182x85,true
23_em_55,153x74,153x74,true
506_em_66,272x70,272x70,true
515_em_356,234x68,234x68,true
RIT_2014_64,247x75,247x75,true
32_em_212,124x62,124x62,true
RIT_2014_298,153x90,153x90,true
31_em_177,127x118,127x118,true
513_em_318,306x104,306x104,true
23_em_71,113x87,113x87,true
37_em_31,324x93,324x93,true
36_em_49,221x64,221x64,true
29_em_155,310x107,310x107,true
512_em_281,98x123,98x123,true
511_em_252,150x74,150x74,true
37_em_25,102x75,102x75,true
501_em_24,219x90,219x90,true
RIT_2014_10,311x70,311x70,true
RIT_2014_247,222x77,222x77,true
512_em_285,82x103,82x103,true
519_em_450,265x74,265x74,true
516_em_390,137x112,137x112,true
RIT_2014_104,283x74,283x74,true
RIT_2014_221,235x68,235x68,true
29_em_156,193x90,193x90,true
517_em_402,73x106,73x106,true
35_em_17,237x66,237x66,true
RIT_2014_96,258x69,258x69,true
26_em_91,127x73,127x73,true
37_em_20,235x63,235x63,true
RIT_2014_124,188x73,188x73,true
RIT_2014_119,233x82,233x82,true
511_em_266,106x148,106x148,true
RIT_2014_4,470x93,470x93,true
35_em_0,376x66,376x66,true
28_em_143,271x73,271x73,true
514_em_332,449x97,449x97,true
23_em_66,226x83,226x83,true
RIT_2014_43,408x118,408x118,true
20_em_39,416x98,416x98,true
515_em_351,209x63,209x63,true
23_em_62,271x81,271x81,true
516_em_399,101x120,101x120,true
RIT_2014_154,63x101,63x101,true
RIT_2014_169,114x86,114x86,true
RIT_2014_209,197x103,197x103,true
32_em_216,166x65,166x65,true
510_em_103,327x128,327x128,true
512_em_289,68x109,68x109,true
514_em_333,147x80,147x80,true
RIT_2014_99,77x128,77x128,true
28_em_138,80x75,80x75,true
37_em_10,88x127,88x127,true
RIT_2014_308,259x89,259x89,true
RIT_2014_110,83x90,83x90,true
510_em_105,63x90,63x90,true
RIT_2014_296,210x74,210x74,true
RIT_2014_14,214x91,214x91,true
26_em_93,201x75,201x75,true
37_em_28,134x79,134x79,true
RIT_2014_78,117x77,117x77,true
507_em_76,245x73,245x73,true
519_em_442,169x86,169x86,true
514_em_341,255x99,255x99,true
18_em_7,160x95,160x95,true
32_em_218,254x81,254x81,true
RIT_2014_245,158x79,158x79,true
20_em_32,86x126,86x126,true
509_em_97,198x73,198x73,true
36_em_35,118x77,118x77,true
RIT_2014_50,111x72,111x72,true
36_em_30,168x97,168x97,true
RIT_2014_17,144x97,144x97,true
512_em_280,268x79,268x79,true
502_em_24,368x89,368x89,true
34_em_241,125x72,125x72,true
32_em_200,154x139,154x139,true
RIT_2014_81,252x87,252x87,true
RIT_2014_22,426x94,426x94,true
RIT_2014_67,212x71,212x71,true
RIT_2014_133,279x72,279x72,true
20_em_45,100x71,100x71,true
RIT_2014_297,255x86,255x86,true
RIT_2014_5,134x118,134x118,true
512_em_294,474x90,474x90,true
501_em_4,298x92,298x92,true
501_em_22,186x71,186x71,true
36_em_48,155x102,155x102,true
34_em_245,167x64,167x64,true
29_em_170,165x76,165x76,true
RIT_2014_76,131x60,131x60,true
514_em_327,667x81,667x81,true
501_em_21,206x77,206x77,true
37_em_6,82x73,82x73,true
27_em_122,123x82,123x82,true
504_em_41,229x68,229x68,true
RIT_2014_73,191x85,191x85,true
20_em_29,257x83,257x83,true
514_em_340,440x92,440x92,true
RIT_2014_198,172x67,172x67,true
RIT_2014_143,154x70,154x70,true
27_em_103,130x78,130x78,true
32_em_202,270x66,270x66,true
20_em_28,246x72,246x72,true
RIT_2014_11,148x83,148x83,true
RIT_2014_70,331x89,331x89,true
517_em_400,226x147,226x147,true
511_em_264,243x80,243x80,true
519_em_459,151x138,151x138,true
35_em_4,209x83,209x83,true
513_em_308,179x79,179x79,true
27_em_123,170x102,170x102,true
28_em_137,829x117,829x117,true
RIT_2014_149,162x117,162x117,true
28_em_144,208x126,208x126,true
32_em_207,161x76,161x76,true
18_em_15,334x78,334x78,true
518_em_428,296x72,296x72,true
20_em_36,382x99,382x99,true
23_em_54,216x83,216x83,true
RIT_2014_306,388x90,388x90,true
RIT_2014_74,197x96,197x96,true
27_em_105,249x74,249x74,true
28_em_131,426x101,426x101,true
518_em_416,212x87,212x87,true
28_em_135,414x128,414x128,true
36_em_36,289x83,289x83,true
RIT_2014_279,249x83,249x83,true
513_em_301,283x80,283x80,true
29_em_163,331x77,331x77,true
RIT_2014_152,134x90,134x90,true
516_em_380,332x83,332x83,true
RIT_2014_63,198x91,198x91,true
RIT_2014_196,229x80,229x80,true
RIT_2014_212,264x72,264x72,true
513_em_309,226x85,226x85,true
515_em_353,458x87,458x87,true
502_em_13,454x99,454x99,true
507_em_68,260x110,260x110,true
28_em_146,131x92,131x92,true
519_em_458,177x159,177x159,true
RIT_2014_305,115x140,115x140,true
29_em_160,240x80,240x80,true
26_em_96,269x126,269x126,true
RIT_2014_16,146x72,146x72,true
511_em_274,423x103,423x103,true
502_em_23,558x68,558x68,true
27_em_104,226x70,226x70,true
RIT_2014_88,158x136,158x136,true
RIT_2014_51,258x78,258x78,true
508_em_87,379x83,379x83,true
28_em_134,191x143,191x143,true
RIT_2014_55,284x99,284x99,true
513_em_324,148x83,148x83,true
517_em_401,409x80,409x80,true
503_em_31,175x124,175x124,true
26_em_92,181x129,181x129,true
512_em_282,111x87,111x87,true
518_em_430,240x130,240x130,true
RIT_2014_266,376x73,376x73,true
512_em_284,246x74,246x74,true
RIT_2014_37,257x77,257x77,true
515_em_359,366x87,366x87,true
RIT_2014_262,511x99,511x99,true
18_em_6,261x79,261x79,true
32_em_219,250x92,250x92,true
28_em_141,190x126,190x126,true
34_em_233,222x72,222x72,true
RIT_2014_289,182x77,182x77,true
514_em_331,551x75,551x75,true
519_em_447,215x128,215x128,true
RIT_2014_294,188x75,188x75,true
515_em_352,311x106,311x106,true
20_em_40,217x92,217x92,true
504_em_37,142x86,142x86,true
513_em_322,249x98,249x98,true
28_em_130,509x112,509x112,true
519_em_456,471x91,471x91,true
RIT_2014_68,257x88,257x88,true
503_em_34,166x116,166x116,true
515_em_366,333x87,333x87,true
519_em_462,117x152,117x152,true
31_em_199,523x118,523x118,true
RIT_2014_135,202x107,202x107,true
RIT_2014_153,165x93,165x93,true
515_em_372,244x125,244x125,true
500_em_110,360x125,360x125,true
RIT_2014_53,162x73,162x73,true
RIT_2014_241,282x76,282x76,true
518_em_431,510x82,510x82,true
RIT_2014_280,176x68,176x68,true
RIT_2014_72,298x102,298x102,true
36_em_34,200x65,200x65,true
506_em_64,198x67,198x67,true
27_em_114,186x122,186x122,true
507_em_70,498x72,498x72,true
518_em_427,202x73,202x73,true
RIT_2014_252,325x87,325x87,true
506_em_65,489x101,489x101,true
RIT_2014_60,297x72,297x72,true
35_em_7,485x86,485x86,true
516_em_389,391x87,391x87,true
518_em_437,432x85,432x85,true
34_em_239,221x87,221x87,true
26_em_81,411x98,411x98,true
36_em_45,346x82,346x82,true
35_em_9,446x89,446x89,true
RIT_2014_127,174x73,174x73,true
518_em_429,427x67,427x67,true
RIT_2014_92,185x132,185x132,true
505_em_49,183x67,183x67,true
27_em_118,213x84,213x84,true
29_em_152,234x70,234x70,true
36_em_40,254x208,254x208,true
519_em_440,139x136,139x136,true
34_em_231,231x81,231x81,true
508_em_88,319x74,319x74,true
RIT_2014_217,380x138,380x138,true
RIT_2014_18,223x91,223x91,true
513_em_311,121x139,121x139,true
31_em_185,318x79,318x79,true
37_em_30,224x73,224x73,true
502_em_4,410x246,410x246,true
512_em_287,186x71,186x71,true
RIT_2014_31,163x83,163x83,true
18_em_8,281x81,281x81,true
37_em_0,238x86,238x86,true
31_em_183,344x91,344x91,true
RIT_2014_21,147x168,147x168,true
35_em_18,185x138,185x138,true
RIT_2014_136,358x111,358x111,true
RIT_2014_142,154x135,154x135,true
RIT_2014_204,421x77,421x77,true
23_em_70,280x68,280x68,true
504_em_45,691x131,691x131,true
RIT_2014_160,223x74,223x74,true
37_em_23,195x103,195x103,true
RIT_2014_205,223x74,223x74,true
501_em_7,490x72,490x72,true
RIT_2014_126,195x129,195x129,true
20_em_26,292x166,292x166,true
515_em_371,341x224,341x224,true
502_em_5,503x89,503x89,true
RIT_2014_257,136x98,136x98,true
18_em_9,271x169,271x169,true
23_em_67,245x89,245x89,true
RIT_2014_80,284x156,284x156,true
RIT_2014_129,142x96,142x96,true
26_em_98,229x106,229x106,true
31_em_192,184x130,184x130,true
RIT_2014_113,300x97,300x97,true
31_em_176,106x87,106x87,true
511_em_272,383x83,383x83,true
519_em_452,297x156,297x156,true
515_em_367,596x109,596x109,true
508_em_81,441x66,441x66,true
501_em_2,286x95,286x95,true
RIT_2014_203,187x155,187x155,true
20_em_31,537x101,537x101,true
31_em_197,465x113,465x113,true
23_em_68,162x169,162x169,true
520_em_465,238x120,238x120,true
RIT_2014_189,327x136,327x136,true
RIT_2014_117,230x128,230x128,true
28_em_142,243x129,243x129,true
514_em_328,699x127,699x127,true
RIT_2014_195,140x80,140x80,true
RIT_2014_134,372x78,372x78,true
RIT_2014_91,173x155,173x155,true
36_em_32,190x103,190x103,true
514_em_344,558x92,558x92,true
RIT_2014_295,254x133,254x133,true
511_em_258,198x217,198x217,true
RIT_2014_235,190x106,190x106,true
RIT_2014_302,111x99,111x99,true
501_em_6,306x83,306x83,true
517_em_405,362x122,362x122,true
31_em_194,170x229,170x229,true
514_em_345,278x216,278x216,true
RIT_2014_179,407x123,407x123,true
511_em_254,490x70,490x70,true
20_em_48,374x105,374x105,true
502_em_22,382x110,382x110,true
RIT_2014_147,218x76,218x76,true
32_em_224,234x87,234x87,true
RIT_2014_248,155x121,155x121,true
515_em_357,717x99,717x99,true
RIT_2014_98,197x80,197x80,true
26_em_82,266x137,266x137,true
516_em_382,456x97,456x97,true
26_em_80,311x122,311x122,true
RIT_2014_23,286x115,286x115,true
36_em_43,157x90,157x90,true
32_em_220c,345x99,345x99,true
518_em_419,232x98,232x98,true
515_em_374,394x92,394x92,true
35_em_23,319x91,319x91,true
31_em_188,800x202,800x202,true
35_em_15,625x80,625x80,true
RIT_2014_228,145x106,145x106,true
36_em_26,204x151,204x151,true
505_em_55,171x101,171x101,true
515_em_363,227x175,227x175,true
RIT_2014_48,214x73,214x73,true
34_em_246,218x93,218x93,true
514_em_339,234x108,234x108,true
516_em_392,369x91,369x91,true
RIT_2014_240,210x77,210x77,true
23_em_53,292x153,292x153,true
506_em_57,217x146,217x146,true
505_em_50,363x78,363x78,true
RIT_2014_8,511x113,511x113,true
31_em_180,855x134,855x134,true
RIT_2014_47,240x129,240x129,true
RIT_2014_255,279x100,279x100,true
RIT_2014_19,372x183,372x183,true
28_em_145,245x93,245x93,true
26_em_99,509x131,509x131,true
32_em_209,238x139,238x139,true
517_em_409,283x109,283x109,true
RIT_2014_86,256x162,256x162,true
18_em_24,278x149,278x149,true
RIT_2014_2,252x101,252x101,true
RIT_2014_193,342x156,342x156,true
516_em_385,218x88,218x88,true
37_em_14,233x102,233x102,true
RIT_2014_105,320x99,320x99,true
RIT_2014_265,388x93,388x93,true
27_em_102,240x105,240x105,true
RIT_2014_181,193x97,193x97,true
RIT_2014_141,273x142,273x142,true
26_em_95,216x83,216x83,true
RIT_2014_15,162x152,162x152,true
513_em_323,331x85,331x85,true
RIT_2014_102,190x77,190x77,true
512_em_277,336x93,336x93,true
RIT_2014_128,301x89,301x89,true
519_em_460,593x89,593x89,true
18_em_21,466x70,466x70,true
RIT_2014_232,185x92,185x92,true
36_em_25,289x219,289x219,true
510_em_106,233x83,233x83,true
517_em_413,275x167,275x167,true
510_em_107,201x77,201x77,true
506_em_63,325x82,325x82,true
37_em_22,263x100,263x100,true
517_em_408,326x93,326x93,true
RIT_2014_148,243x115,243x115,true
RIT_2014_254,258x144,258x144,true
35_em_14,530x77,530x77,true
18_em_13,291x135,291x135,true
RIT_2014_144,353x103,353x103,true
RIT_2014_71,474x124,474x124,true
503_em_33,327x82,327x82,true
29_em_154,215x139,215x139,true
26_em_97,217x100,217x100,true
514_em_342,374x142,374x142,true
36_em_29,285x80,285x80,true
32_em_222,275x103,275x103,true
26_em_75,797x114,797x114,true
RIT_2014_244,303x100,303x100,true
RIT_2014_251,217x131,217x131,true
518_em_438,156x119,156x119,true
31_em_182,430x117,430x117,true
RIT_2014_87,217x99,217x99,true
37_em_5,195x112,195x112,true
37_em_12,230x82,230x82,true
513_em_317,189x127,189x127,true
515_em_369,654x97,654x97,true
18_em_20,232x123,232x123,true
514_em_335,214x124,214x124,true
28_em_125,248x151,248x151,true
506_em_61,154x91,154x91,true
RIT_2014_237,290x96,290x96,true
18_em_3,375x84,375x84,true
513_em_321,318x90,318x90,true
516_em_388,202x88,202x88,true
RIT_2014_225,469x91,469x91,true
503_em_26,250x110,250x110,true
28_em_148,432x86,432x86,true
RIT_2014_184,314x103,314x103,true
515_em_365,331x135,331x135,true
RIT_2014_264,407x160,407x160,true
37_em_19,238x123,238x123,true
28_em_133,357x105,357x105,true
27_em_107,347x120,347x120,true
34_em_237,265x141,265x141,true
RIT_2014_230,264x90,264x90,true
RIT_2014_192,150x174,150x174,true
506_em_62,682x101,682x101,true
29_em_162,154x156,154x156,true
RIT_2014_84,297x188,297x188,true
34_em_232,222x85,222x85,true
RIT_2014_243,180x115,180x115,true
RIT_2014_164,373x97,373x97,true
RIT_2014_287,373x123,373x123,true
31_em_175,434x149,434x149,true
31_em_191,251x205,251x205,true
505_em_54,313x191,313x191,true
RIT_2014_216,339x147,339x147,true
34_em_249,316x111,316x111,true
29_em_166,305x137,305x137,true
508_em_78,495x87,495x87,true
36_em_31,173x172,173x172,true
18_em_17,379x117,379x117,true
504_em_39,139x123,139x123,true
508_em_83,286x108,286x108,true
RIT_2014_224,600x192,600x192,true
RIT_2014_200,246x126,246x126,true
511_em_256,651x90,651x90,true
508_em_79,374x150,374x150,true
35_em_13,462x85,462x85,true
18_em_0,464x85,464x85,true
520_em_467,332x95,332x95,true
502_em_3,473x96,473x96,true
RIT_2014_58,405x96,405x96,true
516_em_384,276x74,276x74,true
20_em_43,367x146,367x146,true
RIT_2014_234,159x127,159x127,true
518_em_422,796x102,796x102,true
32_em_210,268x156,268x156,true
26_em_90,281x112,281x112,true
35_em_8,291x86,291x86,true
35_em_11,596x81,596x81,true
519_em_451,530x75,530x75,true
513_em_316,305x101,305x101,true
32_em_213,331x82,331x82,true
20_em_25,846x121,846x121,true
RIT_2014_188,519x142,519x142,true
506_em_58,604x94,604x94,true
RIT_2014_208,277x174,277x174,true
516_em_398,560x98,560x98,true
RIT_2014_206,710x100,710x100,true
31_em_196,720x170,720x170,true
RIT_2014_259,256x115,256x115,true
RIT_2014_158,139x161,139x161,true
23_em_57,276x97,276x97,true
508_em_82,862x92,862x92,true
503_em_30,400x135,400x135,true
34_em_243,243x103,243x103,true
37_em_1,332x85,332x85,true
35_em_2,359x98,359x98,true
27_em_110,491x78,491x78,true
RIT_2014_108,249x182,249x182,true
518_em_425,534x99,534x99,true
36_em_39,462x132,462x132,true
RIT_2014_44,329x82,329x82,true
517_em_412,643x135,643x135,true
18_em_18,290x81,290x81,true
RIT_2014_274,320x76,320x76,true
512_em_283,386x110,386x110,true
RIT_2014_159,240x125,240x125,true
29_em_153,536x109,536x109,true
505_em_53,309x115,309x115,true
517_em_403,757x108,757x108,true
34_em_238,478x101,478x101,true
RIT_2014_226,313x95,313x95,true
31_em_193,673x102,673x102,true
RIT_2014_56,431x107,431x107,true
26_em_88,474x127,474x127,true
512_em_286,287x176,287x176,true
18_em_12,294x173,294x173,true
505_em_47,718x92,718x92,true
509_em_98,272x99,272x99,true
507_em_69,367x159,367x159,true
27_em_116,468x85,468x85,true
502_em_1,849x127,849x127,true
RIT_2014_6,491x142,491x142,true
27_em_117,529x98,529x98,true
516_em_387,595x82,595x82,true
RIT_2014_25,400x89,400x89,true
34_em_230,464x99,464x99,true
RIT_2014_27,240x96,240x96,true
513_em_300,438x117,438x117,true
34_em_240,578x120,578x120,true
515_em_364,680x122,680x122,true
28_em_126,324x215,324x215,true
RIT_2014_197,259x139,259x139,true
32_em_205,444x90,444x90,true
37_em_21,409x104,409x104,true
RIT_2014_242,314x150,314x150,true
RIT_2014_183,410x121,410x121,true
27_em_101,386x88,386x88,true
28_em_139,641x96,641x96,true
516_em_379,295x114,295x114,true
RIT_2014_172,443x165,443x165,true
29_em_165,596x108,596x108,true
518_em_420,419x188,419x188,true
34_em_236,277x79,277x79,true
RIT_2014_171,306x117,306x117,true
23_em_63,316x107,316x107,true
RIT_2014_3,514x170,514x170,true
RIT_2014_123,288x134,288x134,true
518_em_435,330x134,330x134,true
RIT_2014_186,496x113,496x113,true
508_em_86,464x75,464x75,true
RIT_2014_33,332x125,332x125,true
RIT_2014_288,314x89,314x89,true
502_em_15,512x121,512x121,true
34_em_225,465x99,465x99,true
31_em_190,611x173,611x173,true
501_em_20,287x103,287x103,true
511_em_270,316x161,316x161,true
519_em_457,358x84,358x84,true
RIT_2014_301,337x102,337x102,true
RIT_2014_163,284x160,284x160,true
RIT_2014_201,510x92,510x92,true
RIT_2014_137,307x107,307x107,true
RIT_2014_26,418x152,418x152,true
RIT_2014_24,419x151,419x151,true
510_em_101,292x121,292x121,true
31_em_198,383x116,383x116,true
RIT_2014_157,342x97,342x97,true
29_em_171,325x117,325x117,true
514_em_343,879x164,879x164,true
514_em_347,622x171,622x171,true
509_em_89,764x80,764x80,true
26_em_77,504x206,504x206,true
31_em_195,905x131,905x131,true
513_em_314,197x120,197x120,true
RIT_2014_177,461x97,461x97,true
37_em_32,503x99,503x99,true
516_em_394,383x101,383x101,true
35_em_12,274x102,274x102,true
RIT_2014_146,377x93,377x93,true
18_em_5,194x83,194x83,true
18_em_23,352x170,352x170,true
RIT_2014_83,325x193,325x193,true
32_em_220b,498x101,498x101,true
RIT_2014_85,351x229,351x229,true
26_em_83,379x135,379x135,true
503_em_28,355x145,355x145,true
RIT_2014_278,350x135,350x135,true
509_em_92,544x104,544x104,true
29_em_174,316x154,316x154,true
RIT_2014_94,385x179,385x179,true
509_em_99,320x123,320x123,true
502_em_21,832x105,832x105,true
RIT_2014_304,450x150,450x150,true
RIT_2014_103,334x154,334x154,true
RIT_2014_263,503x112,503x112,true
RIT_2014_167,394x85,394x85,true
511_em_251,305x134,305x134,true
510_em_100,478x126,478x126,true
RIT_2014_273,379x168,379x168,true
37_em_17,389x87,389x87,true
512_em_290,286x161,286x161,true
31_em_181,379x227,379x227,true
28_em_140,501x95,501x95,true
27_em_113,321x149,321x149,true
RIT_2014_220,809x108,809x108,true
501_em_0,325x144,325x144,true
504_em_40,762x122,762x122,true
RIT_2014_268,341x111,341x111,true
26_em_87,370x129,370x129,true
RIT_2014_256,379x127,379x127,true
34_em_242,370x179,370x179,true
28_em_128,599x190,599x190,true
505_em_56,222x133,222x133,true
RIT_2014_282,355x133,355x133,true
RIT_2014_161,396x100,396x100,true
RIT_2014_145,362x113,362x113,true
507_em_72,479x138,479x138,true
RIT_2014_191,419x142,419x142,true
517_em_407,400x177,400x177,true
518_em_414,400x121,400x121,true
RIT_2014_218,517x172,517x172,true
29_em_161,250x99,250x99,true
507_em_71,380x178,380x178,true
RIT_2014_213,597x161,597x161,true
RIT_2014_12,504x124,504x124,true
