id,category,left_gt,right_gt,left_dimensions,right_dimensions,image_bytes_equal
29_em_156,identical,"( 2 , 2 , 2 , 0 )","( 2 , 2 , 2 , 0 )",193x90,193x90,true
29_em_157,identical,y = y \prime,y = y \prime,130x88,130x88,true
29_em_158,identical,\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },\alpha ^ { 4 } + \alpha ^ { 6 } + \alpha ^ { 7 } + \alpha ^ { 9 },576x112,576x112,true
29_em_159,identical,1 8,1 8,70x55,70x55,true
29_em_160,identical,\sum a _ { j } x _ { j },\sum a _ { j } x _ { j },240x80,240x80,true
29_em_161,identical,f ( z _ { 0 } ) = \lim _ { z \rightarrow z _ { 0 } } f ( z ),f ( z _ { 0 } ) = \lim _ { z \rightarrow z _ { 0 } } f ( z ),250x99,250x99,true
29_em_162,identical,\frac { f \prime ( x ) } { g \prime ( x ) },\frac { f \prime ( x ) } { g \prime ( x ) },154x156,154x156,true
29_em_163,identical,C _ { t } = C + C = 2 C,C _ { t } = C + C = 2 C,331x77,331x77,true
29_em_164,identical,\cos \pi z,\cos \pi z,203x69,203x69,true
29_em_165,identical,7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },7 x ^ { 7 - 1 } + 4 x ^ { 4 - 1 } + 1 x ^ { 1 - 1 },596x108,596x108,true
29_em_166,identical,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,\int \frac { 3 x + 1 } { x ^ { 2 } + x } d x,305x137,305x137,true
29_em_167,identical,\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ],\cos ( n x ) = 2 \cos ( x ) \cos [ ( n - 1 ) x ] - \cos [ ( n - 2 ) x ],717x117,717x117,true
29_em_169,identical,\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } },\frac { d f } { d x } = \frac { 1 } { \frac { d x } { d f } },271x142,271x142,true
29_em_170,identical,E ( t ) \leq E ( 0 ),E ( t ) \leq E ( 0 ),165x76,165x76,true
29_em_171,identical,\lim _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },\lim _ { t \rightarrow c } a _ { 1 } ( t ) = a _ { 1 },325x117,325x117,true
29_em_172,identical,n \geq 0,n \geq 0,193x74,193x74,true
29_em_173,identical,\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },\frac { x ^ { 2 } + 1 3 x + 4 0 } { 2 x ^ { 3 } + 2 7 x ^ { 2 } + 1 1 1 x + 1 4 0 },825x209,825x209,true
29_em_174,identical,\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1,\lim \frac { | a _ { n + 1 } x | } { | a _ { n } | } < 1,316x154,316x154,true
31_em_175,identical,\lim _ { x \rightarrow c } f ( x ) = f ( c ),\lim _ { x \rightarrow c } f ( x ) = f ( c ),434x149,434x149,true
31_em_176,identical,( \frac { \pi } { \sqrt { 2 } } ),( \frac { \pi } { \sqrt { 2 } } ),106x87,106x87,true
31_em_177,identical,\alpha ^ { - 1 },\alpha ^ { - 1 },127x118,127x118,true
31_em_178,identical,q + w,q + w,162x86,162x86,true
31_em_180,identical,x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0,x ^ { 5 } + y ^ { 5 } - 5 x y + 1 = 0,855x134,855x134,true
31_em_181,identical,\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },\frac { a z ^ { - 1 } } { ( 1 - a z ^ { - 1 } ) ^ { 2 } },379x227,379x227,true
31_em_182,identical,( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),( Y ) ( 1 ) = ( Y ) ( \frac { Y } { Y } ),430x117,430x117,true
31_em_183,identical,\sqrt { 9 } \times \sqrt { 5 },\sqrt { 9 } \times \sqrt { 5 },344x91,344x91,true
31_em_184,identical,\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },\frac { \sqrt { 8 1 } \times \sqrt { 2 } } { \sqrt { 1 0 0 } \times \sqrt { 2 } },422x180,422x180,true
31_em_185,identical,- P ( V _ { 2 } - V _ { 1 } ),- P ( V _ { 2 } - V _ { 1 } ),318x79,318x79,true
31_em_187,identical,5 0,5 0,98x58,98x58,true
31_em_188,identical,\tan a = \frac { \sin a } { \cos a },\tan a = \frac { \sin a } { \cos a },800x202,800x202,true
31_em_189,identical,x . y,x . y,131x61,131x61,true
31_em_190,identical,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,\frac { 1 } { 2 5 } y ^ { 2 } - \frac { 8 } { 2 5 } y,611x173,611x173,true
31_em_191,identical,\sum _ { j = 1 } ^ { m } a _ { j } e _ { j },\sum _ { j = 1 } ^ { m } a _ { j } e _ { j },251x205,251x205,true
31_em_192,identical,\int _ { a } ^ { x } f ( x ) d x,\int _ { a } ^ { x } f ( x ) d x,184x130,184x130,true
31_em_193,identical,"r _ { i } + d r _ { i } , p _ { i } + d p _ { i }","r _ { i } + d r _ { i } , p _ { i } + d p _ { i }",673x102,673x102,true
31_em_194,identical,\frac { b ^ { 2 x } } { b ^ { y } },\frac { b ^ { 2 x } } { b ^ { y } },170x229,170x229,true
31_em_195,identical,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,1 \times 2 \times 3 \times 4 \times 5 \times 6 = 7 2 0,905x131,905x131,true
31_em_196,identical,\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6,\frac { 3 + 9 + 7 + 3 + 6 + 1 0 + 4 } { 7 } = 6,720x170,720x170,true
