sample_id,status,error,height,width,ground_truth_bttr,ground_truth_posformer,san_prediction,bttr_exact,bttr_no_limits,posformer_exact,posformer_no_limits,time_ms
UN_458_em_793,ok,,123,248,C ^ { ( 1 ) } _ { x x } C ^ { ( 2 ) } _ { x x },C _ { x x } ^ { ( 1 ) } C _ { x x } ^ { ( 2 ) },c _ { x x } ^ { ( 1 ) } c ^ { ( 2 ) },0,0,0,0,82.465800
UN_455_em_711,ok,,131,195,A _ { o ^ { \prime } o ^ { \prime } c },A _ { o ^ { \prime } o ^ { \prime } c },A _ { o },0,0,0,0,19.526900
UN_456_em_745,ok,,75,179,\sqrt { t } = \sqrt { x - 4 },\sqrt { t } = \sqrt { x - 4 },\sqrt { t } = \sqrt { x - 4 },1,1,1,1,29.708000
UN_466_em_993,ok,,86,284,\frac { 1 } { 2 } f - b = 8 - 9 = - 1,\frac { 1 } { 2 } f - b = 8 - 9 = - 1,\frac { 1 } { 2 } f - b = 8 - q = - 1,0,0,0,0,71.977400
UN_457_em_767,ok,,64,96,- \log { 2 },- \log 2,- \log 2 2,0,0,0,0,19.322100
UN_452_em_649,ok,,101,148,\int d x ^ { 1 } d y ^ { 1 },\int d x ^ { 1 } d y ^ { 1 },\int d x d y,0,0,0,0,105.215800
UN_461_em_873,ok,,257,383,\frac { \sum _ { a } \sin ^ { 3 } \frac { a \pi } { g } } { \sum _ { a } \sin \frac { a \pi } { g } },\frac { \sum \limits _ { a } \sin ^ { 3 } \frac { a \pi } { g } } { \sum \limits _ { a } \sin \frac { a \pi } { g } },\sum _ { \sum _ { \sin \frac { a } { g } } \sin \frac { a _ { \pi } } { 9 } } ^ { \sum a \sin ^ { 3 } \frac { a \pi } { 9 } },0,0,0,0,225.740000
UN_124_em_537,ok,,105,332,\frac { 3 } { 4 } ( 1 \pm 4 \sqrt { 3 } c + 4 c ^ { 2 } ),\frac { 3 } { 4 } ( 1 \pm 4 \sqrt { 3 } c + 4 c ^ { 2 } ),\frac { 3 } { 4 } ( 1 \pm 4 \sqrt { 3 } c + 4 c ^ { 2 } ),1,1,1,1,154.274500
UN_125_em_550,ok,,80,117,\exists p ( k ),\exists p ( k ),7 _ { p } ( k ),0,0,0,0,34.261800
UN_454_em_696,ok,,66,319,1 - v = z + x - z x,1 - v = z + x - z x,1 - v = z + x - z x,1,1,1,1,103.020800
UN_116_em_329,ok,,120,262,P ( z ) = \frac { a z + b } { c z + d },P ( z ) = \frac { a z + b } { c z + d },P ( z ) = \frac { a z + z } { c + d },0,0,0,0,64.931100
UN_131_em_1098,ok,,178,449,\sum _ { b } \pi _ { a b } \pi _ { b c } = \pi _ { a c },\sum \limits _ { b } \pi _ { a b } \pi _ { b c } = \pi _ { a c },\sum _ { b } ^ { 1 } \pi,0,0,0,0,172.110800
UN_459_em_806,ok,,92,220,X ^ { 7 } + i X ^ { 8 },X ^ { 7 } + i X ^ { 8 },X ^ { 7 } + i X ^ { 8 },1,1,1,1,26.565500
UN_129_em_1048,ok,,83,216,\sin z < \beta,\sin z < \beta,\sin z < \beta,1,1,1,1,17.252300
UN_463_em_918,ok,,92,317,C = C _ { x y } C _ { y x },C = C _ { x y } C _ { y x },c = c x y C y x,0,0,0,0,23.837300
UN_122_em_470,ok,,97,370,Y _ { 0 } + Y _ { 4 } + Y _ { 8 } + \ldots,Y _ { 0 } + Y _ { 4 } + Y _ { 8 } + \ldots,y _ { c } + y _ { 4 } + y _ { z } + \cdots,0,0,0,0,87.987000
UN_129_em_1030,ok,,154,154,\frac { 2 . 5 } { \sqrt { 2 } },\frac { 2 . 5 } { \sqrt { 2 } },\frac { 2 . 5 } { \sqrt { 2 } },1,1,1,1,27.965200
UN_458_em_777,ok,,108,408,f _ { 1 } ^ { 3 } = f ^ { 3 } _ { 2 } + f ^ { 3 } _ { 3 } + f ^ { 3 } _ { 1 } f ^ { 3 } _ { 2 } f ^ { 3 } _ { 3 },f _ { 1 } ^ { 3 } = f _ { 2 } ^ { 3 } + f _ { 3 } ^ { 3 } + f _ { 1 } ^ { 3 } f _ { 2 } ^ { 3 } f _ { 3 } ^ { 3 },f _ { 1 } ^ { 3 } = f _ { 2 } ^ { 3 } + f _ { 3 } ^ { 3 } + f _ { 2 } ^ { 3 } f _ { 2 } ^ { 3 } f _ { 3 } ^ { 3 },0,0,0,0,153.641400
UN_121_em_461,ok,,147,324,7 ^ { - \frac { 1 } { 2 } } 2 ^ { - \frac { 5 } { 4 } } ( \frac { 5 - \sqrt { 5 } } { 5 + \sqrt { 5 } } ) ^ { \frac { 3 } { 4 } },7 ^ { - \frac { 1 } { 2 } } 2 ^ { - \frac { 5 } { 4 } } ( \frac { 5 - \sqrt { 5 } } { 5 + \sqrt { 5 } } ) ^ { \frac { 3 } { 4 } },7 ^ { - \frac { 1 } { 2 } } - \frac { 5 } { 4 } ( \frac { 5 - \sqrt { 5 } } { 5 + \sqrt { 5 } } ) ^ { \frac { 3 } { 4 } },0,0,0,0,105.321000
UN_126_em_581,ok,,153,350,\frac { G _ { 0 0 } } { h } + \frac { G _ { i i } } { a },\frac { G _ { 0 0 } } { h } + \frac { G _ { i i } } { a },\frac { E _ { 0 } } { h } + \frac { G _ { i } } { a },0,0,0,0,147.362000
UN_453_em_656,ok,,123,213,\int d ^ { n } x a _ { 2 },\int d ^ { n } x a _ { 2 },\int d ^ { n } x a _ { 2 },1,1,1,1,28.246200
UN_452_em_631,ok,,66,145,x \rightarrow y,x \rightarrow y,x \rightarrow y,1,1,1,1,32.948300
UN_460_em_829,ok,,94,412,w ( x ) = x ^ { 2 a + 1 } e ^ { - n x },w ( x ) = x ^ { 2 a + 1 } e ^ { - n x },w ( x ) = x ^ { 2 a + 1 } e ^ { - \alpha },0,0,0,0,107.946900
UN_108_em_195,ok,,79,361,0 \leq x \leq + \infty,0 \leq x \leq + \infty,0 \leq x \leq + \infty,1,1,1,1,22.126200
UN_133_em_1137,ok,,129,367,X ^ { i } = \frac { 1 } { \sqrt { 2 } } ( X _ { 2 i - 1 } + i X _ { 2 i } ),X ^ { i } = \frac { 1 } { \sqrt { 2 } } ( X _ { 2 i - 1 } + i X _ { 2 i } ),x ^ { \prime } = \frac { 1 } { \sqrt { 2 } } ( x _ { 2 - 1 } + i x _ { 2 i } ),0,0,0,0,123.241100
UN_464_em_925,ok,,66,124,n \neq 8,n \neq 8,n \neq 8,1,1,1,1,42.413300
UN_103_em_72,ok,,67,70,C ^ { 2 },C ^ { 2 },c ^ { 2 },0,0,0,0,18.693500
UN_451_em_620,ok,,69,141,+ 2 ( - 2 ),+ 2 ( - 2 ),+ 2 ( - 2 ),1,1,1,1,59.594200
UN_130_em_1072,ok,,121,671,x z = e ^ { u } + e ^ { v } + e ^ { - t - u + v } + 1,x z = e ^ { u } + e ^ { v } + e ^ { - t - u + v } + 1,x z = e ^ { u } + e ^ { v } + e ^ { - t - a + v } + 1,0,0,0,0,195.241300
UN_119_em_414,ok,,72,73,M _ { 3 },M _ { 3 },M _ { 3 },1,1,1,1,35.591600
UN_126_em_583,ok,,84,526,| a | = a _ { 0 } + a _ { 1 } + a _ { 2 } + a _ { 3 },| a | = a _ { 0 } + a _ { 1 } + a _ { 2 } + a _ { 3 },| a | = a _ { 0 } + a _ { 1 } + a _ { 2 } + a _ { 3 },1,1,1,1,129.161200
UN_458_em_788,ok,,116,172,\frac { 1 } { 2 \sqrt { 2 - \sqrt { 3 } } },\frac { 1 } { 2 \sqrt { 2 - \sqrt { 3 } } },\frac { 1 } { 2 \sqrt { 2 - \sqrt { 3 } } },1,1,1,1,93.103600
UN_121_em_463,ok,,90,168,\int d y f ( y ) = 1,\int d y f ( y ) = 1,\int d f ( y ) = 1,0,0,0,0,22.777100
UN_120_em_441,ok,,95,263,r ^ { m } \sin ( r ),r ^ { m } \sin ( r ),r ^ { m } \sin ( r ),1,1,1,1,57.714500
UN_129_em_1032,ok,,70,126,( \log y ) / y,( \log y ) / y,( \log y ) / y,1,1,1,1,20.552900
UN_110_em_229,ok,,84,539,8 = 2 + 2 + 1 + 1 + 1 + 1,8 = 2 + 2 + 1 + 1 + 1 + 1,8 = 2 + 8 + 1 + 1 + 1 + 1,0,0,0,0,128.911500
UN_458_em_775,ok,,113,365,y = x - \frac { 1 } { 2 } ( x _ { 1 } + x _ { 2 } ),y = x - \frac { 1 } { 2 } ( x _ { 1 } + x _ { 2 } ),y = x - \frac { 1 } { 2 } ( x _ { 1 } + x _ { 2 } ),1,1,1,1,89.752400
UN_122_em_472,ok,,80,234,x - x _ { o },x - x _ { o },x - x _ { 0 },0,0,0,0,42.584900
UN_130_em_1070,ok,,122,361,\beta = \sqrt { k } + \frac { 1 } { \sqrt { k } },\beta = \sqrt { k } + \frac { 1 } { \sqrt { k } },\beta = \sqrt { k } + \frac { 1 } { \sqrt { k } },1,1,1,1,38.712200
UN_119_em_416,ok,,114,392,"( \sin \gamma , 0 , \cos \gamma )","( \sin \gamma , 0 , \cos \gamma )","( \sin \gamma , 0 , \cos z )",0,0,0,0,109.091800
UN_103_em_70,ok,,96,335,a _ { 1 } b _ { 1 } a _ { 1 } ^ { - 1 } b _ { 1 } ^ { - 1 },a _ { 1 } b _ { 1 } a _ { 1 } ^ { - 1 } b _ { 1 } ^ { - 1 },a _ { 1 } 6 1 a _ { 1 } ^ { - 1 } 6 _ { 1 } ^ { - 1 },0,0,0,0,46.635800
UN_123_em_508,ok,,67,139,7 _ { \alpha } 7 _ { \alpha },7 _ { \alpha } 7 _ { \alpha },7 \alpha 7 \alpha,0,0,0,0,65.697200
UN_451_em_622,ok,,67,125,n \geq 9,n \geq 9,n \geq 9,1,1,1,1,16.548000
UN_128_em_1018,ok,,117,226,\lim _ { l \rightarrow \infty } f _ { l } = v,\lim \limits _ { l \rightarrow \infty } f _ { l } = v,\lim _ { t \rightarrow \infty } f _ { c } = V,0,0,0,0,96.522400
UN_108_em_197,ok,,86,293,| z _ { 1 } | ^ { 2 } + | z _ { 2 } | ^ { 2 } + | z _ { 3 } | ^ { 2 } = 1,| z _ { 1 } | ^ { 2 } + | z _ { 2 } | ^ { 2 } + | z _ { 3 } | ^ { 2 } = 1,"| 2 , | ^ { 2 } + | 2 z ^ { 2 } + | z _ { 3 } ) ^ { 2 } = 1",0,0,0,0,78.544000
UN_133_em_1135,ok,,66,129,\sin k x,\sin k x,\sin k x,1,1,1,1,52.719600
UN_464_em_927,ok,,155,152,- \frac { n ^ { l + 1 } } { l + 1 },- \frac { n ^ { l + 1 } } { l + 1 },- \frac { n ^ { p + 1 } } { l + 1 },0,0,0,0,100.561500
UN_453_em_654,ok,,68,231,2 c = \sqrt { 6 } - \sqrt { 3 },2 c = \sqrt { 6 } - \sqrt { 3 },2 c = \sqrt { 6 } - \sqrt { 3 },1,1,1,1,28.029900
UN_452_em_633,ok,,108,178,\sum _ { a } A ^ { 0 } _ { a a },\sum \limits _ { a } A _ { a a } ^ { 0 },\sum _ { a } A _ { a a } ^ { a _ { a } },0,0,0,0,77.578300
UN_457_em_758,ok,,64,83,\sqrt { - g },\sqrt { - g },\sqrt { - g },1,1,1,1,21.791100
UN_461_em_871,ok,,94,316,\sum \alpha _ { i } + \sum \beta _ { i } = 1,\sum \alpha _ { i } + \sum \beta _ { i } = 1,\sum a _ { i } + \sum \beta _ { i } = 1,0,0,0,0,32.247500
UN_104_em_98,ok,,76,236,"8 , 3 9 3 3 9 8 5 8 2","8 , 3 9 3 3 9 8 5 8 2","8 , 3 9 3 3 9 8 5 8 2",1,1,1,1,60.173400
UN_453_em_669,ok,,108,193,\int d ^ { 1 0 } x \sqrt { G } R,\int d ^ { 1 0 } x \sqrt { G } R,\int d ^ { 1 } x \sqrt { G R },0,0,0,0,65.390400
UN_456_em_747,ok,,106,217,\sum _ { j } n _ { j } = \sum _ { j } m _ { j },\sum \limits _ { j } n _ { j } = \sum \limits _ { j } m _ { j },\sum _ { j } n _ { j } = \sum _ { j } m _ { j },1,1,0,1,110.289200
UN_466_em_991,ok,,112,297,- \frac { 1 } { 4 } \tan ( \frac { p \pi } { 2 } ),- \frac { 1 } { 4 } \tan ( \frac { p \pi } { 2 } ),- \frac { 1 } { 4 } \tan ( \frac { p \pi } { 2 } ),1,1,1,1,143.370800
UN_457_em_765,ok,,78,213,[ x ] { + } [ y ] { + } [ z ],[ x ] + [ y ] + [ z ],[ x ] + [ y ] + [ z ],0,0,1,1,75.476700
UN_455_em_713,ok,,156,394,\Delta ^ { - 1 } = \int _ { 0 } ^ { 1 } d x x ^ { \Delta - 1 },\Delta ^ { - 1 } = \int \limits _ { 0 } ^ { 1 } d x x ^ { \Delta - 1 },\Delta ^ { - 1 } = \int _ { 0 } ^ { 1 } d x x ^ { s - 1 },0,0,0,0,94.911400
UN_459_em_804,ok,,106,191,\sum _ { i } H _ { i } H _ { i },\sum \limits _ { i } H _ { i } H _ { i },\sum,0,0,0,0,23.265500
UN_134_em_1149,ok,,82,338,\sin z = 1,\sin z = 1,\sin 2 = 1,0,0,0,0,109.824200
UN_454_em_694,ok,,87,177,y = 2 \sin \frac { \theta } { 2 },y = 2 \sin \frac { \theta } { 2 },y = 2 \sin \theta,0,0,0,0,55.949500
UN_124_em_535,ok,,228,454,t ^ { \prime } = \frac { z - \frac { i v z } { c ^ { 2 } } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } },t ^ { \prime } = \frac { z - \frac { i v z } { c ^ { 2 } } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } },t = \frac { z - \frac { i v z } { c _ { 2 } ^ { 2 } } } { \sqrt { 1 - \frac { v ^ { 2 } } { c ^ { 2 } } } },0,0,0,0,203.317200
UN_120_em_439,ok,,64,269,\cos x m,\cos x m,\cos x m,1,1,1,1,128.653300
UN_125_em_552,ok,,139,307,a ^ { a } _ { b c } = a ^ { a } _ { c b },a _ { b c } ^ { a } = a _ { c b } ^ { a },a _ { b c } ^ { a } = a _ { q } ^ { q },0,0,0,0,36.795100
UN_123_em_511,ok,,133,443,\lim _ { i \rightarrow \infty } p _ { i } p _ { i } = \infty,\lim \limits _ { i \rightarrow \infty } p _ { i } p _ { i } = \infty,\lim _ { i \rightarrow \infty } p p _ { i } = \infty,0,0,0,0,176.258400
UN_103_em_69,ok,,81,78,\int d E,\int d E,\int d t,0,0,0,0,18.407200
UN_130_em_1069,ok,,63,120,P = \sum p,P = \sum p,p = \sum p,0,0,0,0,17.135700
UN_114_em_299,ok,,155,246,- \frac { 7 } { 4 8 0 } \sqrt { 3 0 },- \frac { 7 } { 4 8 0 } \sqrt { 3 0 },- \frac { 7 } { 4 p _ { 0 } } \sqrt { o },0,0,0,0,94.114900
UN_456_em_726,ok,,102,451,| \frac { \cos ( x ) - 1 } { x } | = | \frac { \cos ( | x | ) - 1 } { | x | } |,| \frac { \cos ( x ) - 1 } { x } | = | \frac { \cos ( | x | ) - 1 } { | x | } |,| \frac { \cos ( x ) - 1 } { x } | = | \frac { \cos ( y ) - 1 } { | x | } |,0,0,0,0,90.107900
UN_102_em_42,ok,,78,450,x _ { 1 } x _ { 2 } x _ { 3 } x _ { 4 } x _ { 5 },x _ { 1 } x _ { 2 } x _ { 3 } x _ { 4 } x _ { 5 },x _ { 1 } x _ { 2 } x _ { 3 } x _ { 4 } x _ { 5 },1,1,1,1,127.146400
UN_109_em_215,ok,,95,289,z = \tan ( c r ) / c,z = \tan ( c r ) / c,z = \tan ( c r ) / c,1,1,1,1,27.545500
UN_101_em_24,ok,,154,396,\frac { n ^ { 2 } - n - 4 } { 2 n ( k + n + 1 ) } + \frac { 2 } { n k },\frac { n ^ { 2 } - n - 4 } { 2 n ( k + n + 1 ) } + \frac { 2 } { n k },\frac { n ^ { 2 } - n - 4 } { 2 n ( k + n + 1 ) } + \frac { 2 } { n k },1,1,1,1,58.804200
UN_460_em_832,ok,,71,146,r \sin { \theta },r \sin \theta,r \sin \theta,0,0,1,1,24.012800
UN_465_em_959,ok,,153,410,\lim _ { t \rightarrow 0 } e ^ { - a / t } / t ^ { n } = 0,\lim \limits _ { t \rightarrow 0 } e ^ { - a / t } / t ^ { n } = 0,\lim _ { t \rightarrow 0 } e ^ { - a } / t ^ { n } = 0,0,0,0,0,83.919100
UN_128_em_1001,ok,,102,291,y ^ { \prime } x ^ { \prime } = q x ^ { \prime } y ^ { \prime },y ^ { \prime } x ^ { \prime } = q x ^ { \prime } y ^ { \prime },y ^ { ' } x ^ { \prime } = q x,0,0,0,0,124.320400
UN_461_em_855,ok,,71,122,\sqrt { \beta } H,\sqrt { \beta } H,\sqrt { \beta } H,1,1,1,1,51.487300
UN_127_em_601,ok,,117,333,\tan ( \frac { \pi ( 2 k - 1 ) } { 4 ( 2 L + 1 ) } ),\tan ( \frac { \pi ( 2 k - 1 ) } { 4 ( 2 L + 1 ) } ),\tan ( \frac { \pi ( 2 k - 1 ) } { 4 ( 2 L + 1 ) } ),1,1,1,1,131.736900
UN_458_em_791,ok,,84,147,\cos 2 \gamma,\cos 2 \gamma,\cos 2 Y,0,0,0,0,18.409500
UN_106_em_139,ok,,85,331,T = \tan \theta,T = \tan \theta,T = \tan \theta,1,1,1,1,19.390700
UN_459_em_820,ok,,146,456,r = \sqrt { x _ { 6 } ^ { 2 } + x _ { 7 } ^ { 2 } + x _ { 8 } ^ { 2 } + x _ { 9 } ^ { 2 } },r = \sqrt { x _ { 6 } ^ { 2 } + x _ { 7 } ^ { 2 } + x _ { 8 } ^ { 2 } + x _ { 9 } ^ { 2 } },\pi = \sqrt { x _ { 6 } ^ { 2 } + x _ { 7 } ^ { 2 } + x _ { 8 } ^ { 2 } + x _ { g } ^ { 2 } },0,0,0,0,98.104700
UN_111_em_257,ok,,108,976,v _ { 1 } + v _ { 2 } + \ldots + v _ { n } = n v _ { n + 1 },v _ { 1 } + v _ { 2 } + \ldots + v _ { n } = n v _ { n + 1 },v _ { 1 } + v _ { 2 } + \ldots + v _ { n } = n v _ { n } + 1,0,0,0,0,166.077500
UN_132_em_1106,ok,,94,126,j \neq 9,j \neq 9,j \neq 9,1,1,1,1,55.703400
