id,latex,linea_caption,imagen_existe,n_tokens,n_caracteres,ecuacion_vacia,archivo_imagen,ancho,alto,modo,formato,bytes,tinta_media,fraccion_tinta,bbox_ancho,bbox_alto,ocupacion_bbox,error_imagen,pixeles,relacion_aspecto,megapixeles,kilobytes,atipico_ancho,atipico_alto,atipico_relacion_aspecto,atipico_pixeles,atipico_fraccion_tinta,llaves_balanceadas,balance_final_llaves,profundidad_max_llaves,n_comandos,n_tokens_raros,proporcion_tokens_raros,grupo_longitud
20_em_37,\frac { 3 \times 3 ^ { 2 } } { 2 } + \frac { 5 \times ( - 5 ) ^ { 2 } } { 2 } = \frac { 3 \times v _ { 1 } ^ { 2 } } { 2 } + \frac { 5 \times v _ { 2 } ^ { 2 } } { 2 },38,True,66,167,False,20_em_37_0.bmp,1096,211,L,BMP,232334,0.9528747200965881,0.9528747362230602,1096,211,1.0,,231256,5.194312796208531,0.231256,226.888671875,True,True,False,True,False,True,0,2,8,0,0.0,Q4 larga
20_em_38,Y _ { t + 1 },39,True,7,13,False,20_em_38_0.bmp,77,79,L,BMP,7398,0.8913365006446838,0.8913365115896762,77,79,1.0,,6083,0.9746835443037974,0.006083,7.224609375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
20_em_39,n ^ { 2 } + n - n,40,True,9,17,False,20_em_39_0.bmp,416,98,L,BMP,41846,0.9450058937072754,0.9450058869701727,416,98,1.0,,40768,4.244897959183674,0.040768,40.865234375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
20_em_40,\sqrt { 4 x ^ { 5 } + x },41,True,11,25,False,20_em_40_0.bmp,217,92,L,BMP,21318,0.905229389667511,0.905229412943298,217,92,1.0,,19964,2.358695652173913,0.019964,20.818359375,False,False,False,False,False,True,0,2,1,0,0.0,Q2
20_em_41,9 / 5,42,True,3,5,False,20_em_41_0.bmp,115,64,L,BMP,8502,0.9150815010070801,0.9150815217391305,115,64,1.0,,7360,1.796875,0.00736,8.302734375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
20_em_42,1 7,43,True,2,3,False,20_em_42_0.bmp,56,57,L,BMP,4270,0.9122806787490845,0.9122807017543859,56,57,1.0,,3192,0.9824561403508771,0.003192,4.169921875,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
20_em_43,( 6 4 8 + 6 4 8 ) ^ { \frac { 1 } { 4 } } + 8,44,True,21,45,False,20_em_43_0.bmp,367,146,L,BMP,54806,0.9442909955978394,0.9442909932439999,367,146,1.0,,53582,2.5136986301369864,0.053582,53.521484375,False,False,False,False,False,True,0,2,1,0,0.0,Q3
20_em_44,8 c m,45,True,3,5,False,20_em_44_0.bmp,175,66,L,BMP,12694,0.9007792472839355,0.9007792207792208,175,66,1.0,,11550,2.6515151515151514,0.01155,12.396484375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
20_em_45,\sqrt { C _ { n } },46,True,8,19,False,20_em_45_0.bmp,100,71,L,BMP,8178,0.9012675881385803,0.9012676056338028,100,71,1.0,,7100,1.408450704225352,0.0071,7.986328125,False,False,False,False,False,True,0,2,1,0,0.0,Q2
20_em_46,\frac { d _ { 1 } - 2 } { d _ { 1 } } \frac { d _ { 2 } } { d _ { 2 } + 2 },47,True,34,75,False,20_em_46_0.bmp,408,175,L,BMP,72478,0.9425910115242004,0.9425910364145659,408,175,1.0,,71400,2.3314285714285714,0.0714,70.779296875,False,False,False,False,False,True,0,2,2,0,0.0,Q4 larga
20_em_47,5 3 9 5,48,True,4,7,False,20_em_47_0.bmp,224,60,L,BMP,14518,0.8854166865348816,0.8854166666666666,224,60,1.0,,13440,3.7333333333333334,0.01344,14.177734375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
20_em_48,f ( 1 . 9 9 ) = 3 . 9 9 2 1 9 2 0 1,49,True,18,35,False,20_em_48_0.bmp,374,105,L,BMP,40558,0.934351921081543,0.9343519225872167,374,105,1.0,,39270,3.5619047619047617,0.03927,39.607421875,False,False,False,False,False,True,0,0,0,0,0.0,Q3
20_em_49,6 f t,50,True,3,5,False,20_em_49_0.bmp,73,57,L,BMP,5410,0.8567652106285095,0.8567652006729152,73,57,1.0,,4161,1.280701754385965,0.004161,5.283203125,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
23_em_50,d ^ { - 7 },51,True,6,11,False,23_em_50_0.bmp,136,90,L,BMP,13318,0.9165032505989075,0.9165032679738562,136,90,1.0,,12240,1.511111111111111,0.01224,13.005859375,False,False,False,False,False,True,0,1,0,0,0.0,Q1 corta
23_em_51,n = p _ { 1 } ^ { e _ { 1 } } p _ { 2 } ^ { e _ { 2 } } \ldots p _ { m } ^ { e _ { m } },52,True,42,88,False,23_em_51_0.bmp,613,147,L,BMP,91630,0.9565757513046265,0.9565757787617494,613,147,1.0,,90111,4.170068027210885,0.090111,89.482421875,False,False,False,False,False,True,0,2,1,0,0.0,Q4 larga
23_em_52,2 p,53,True,2,3,False,23_em_52_0.bmp,71,71,L,BMP,6190,0.8992263674736023,0.8992263439793692,71,71,1.0,,5041,1.0,0.005041,6.044921875,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
23_em_53,\frac { 1 } { 3 } + \frac { 1 } { 3 },54,True,15,37,False,23_em_53_0.bmp,292,153,L,BMP,45754,0.9678574800491333,0.9678574626197511,292,153,1.0,,44676,1.908496732026144,0.044676,44.681640625,False,False,False,False,False,True,0,1,2,0,0.0,Q3
23_em_54,\beta _ { 0 } = 1 0 0 0,55,True,10,23,False,23_em_54_0.bmp,216,83,L,BMP,19006,0.9099174737930298,0.9099174475680499,216,83,1.0,,17928,2.602409638554217,0.017928,18.560546875,False,False,False,False,False,True,0,1,1,0,0.0,Q2
23_em_55,\sqrt { 1 1 3 },56,True,6,15,False,23_em_55_0.bmp,153,74,L,BMP,12622,0.9160042405128479,0.9160042395336513,153,74,1.0,,11322,2.0675675675675675,0.011322,12.326171875,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
23_em_56,9 + 2,57,True,3,5,False,23_em_56_0.bmp,132,59,L,BMP,8866,0.9162814617156982,0.91628145865434,132,59,1.0,,7788,2.23728813559322,0.007788,8.658203125,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
23_em_57,\sqrt { 3 ^ { 2 } + 2 ^ { 2 } } = \sqrt { 1 3 },58,True,20,47,False,23_em_57_0.bmp,276,97,L,BMP,27850,0.9241744875907898,0.9241745106828029,276,97,1.0,,26772,2.845360824742268,0.026772,27.197265625,False,False,False,False,False,True,0,2,2,0,0.0,Q3
23_em_58,z ^ { d } + z,59,True,7,13,False,23_em_58_0.bmp,220,93,L,BMP,21538,0.9391495585441589,0.9391495601173021,220,93,1.0,,20460,2.3655913978494625,0.02046,21.033203125,False,False,False,False,False,True,0,1,0,0,0.0,Q2
23_em_59,\sum _ { r = 1 } ^ { n } a r ^ { b } = a \sum _ { r = 1 } ^ { n } r ^ { b },60,True,35,75,False,23_em_59_0.bmp,530,204,L,BMP,109606,0.9561598300933838,0.9561598224195339,530,204,1.0,,108120,2.5980392156862746,0.10812,107.037109375,False,True,False,True,False,True,0,1,2,0,0.0,Q4 larga
23_em_60,\frac { 2 } { 3 } + \frac { 1 } { 9 } = ( \frac { 7 } { 9 } ),61,True,25,61,False,23_em_60_0.bmp,263,114,L,BMP,31174,0.9348275661468506,0.9348275632045894,263,114,1.0,,29982,2.307017543859649,0.029982,30.443359375,False,False,False,False,False,True,0,1,3,0,0.0,Q4 larga
23_em_61,\cos 2 \alpha,62,True,3,13,False,23_em_61_0.bmp,269,71,L,BMP,20390,0.9091575741767883,0.9091575475155768,269,71,1.0,,19099,3.788732394366197,0.019099,19.912109375,False,False,False,False,False,True,0,0,2,0,0.0,Q1 corta
23_em_62,t ^ { 2 } + t + x,63,True,9,17,False,23_em_62_0.bmp,271,81,L,BMP,23110,0.9318937659263611,0.9318937633820783,271,81,1.0,,21951,3.345679012345679,0.021951,22.568359375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
23_em_63,F = \sqrt { F _ { x } ^ { 2 } + F _ { y } ^ { 2 } },64,True,24,51,False,23_em_63_0.bmp,316,107,L,BMP,34890,0.9242576360702515,0.924257660002366,316,107,1.0,,33812,2.953271028037383,0.033812,34.072265625,False,False,False,False,False,True,0,2,1,0,0.0,Q4 larga
23_em_64,\log _ { e } x,65,True,6,14,False,23_em_64_0.bmp,184,91,L,BMP,17822,0.9174032211303711,0.917403248924988,184,91,1.0,,16744,2.021978021978022,0.016744,17.404296875,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
23_em_65,f ( n - 1 ),66,True,6,11,False,23_em_65_0.bmp,118,65,L,BMP,8878,0.8916558027267456,0.8916558018252934,118,65,1.0,,7670,1.8153846153846154,0.00767,8.669921875,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
23_em_66,z ^ { 3 } + z = z,67,True,9,17,False,23_em_66_0.bmp,226,83,L,BMP,20002,0.9326153993606567,0.9326154174219,226,83,1.0,,18758,2.7228915662650603,0.018758,19.533203125,False,False,False,False,False,True,0,1,0,0,0.0,Q2
23_em_67,2 ( ( x + 2 ) ^ { 2 } - 4 + 1 ),68,True,16,31,False,23_em_67_0.bmp,245,89,L,BMP,23150,0.9112588763237,0.9112588855767025,245,89,1.0,,21805,2.752808988764045,0.021805,22.607421875,False,False,False,False,False,True,0,1,0,0,0.0,Q3
23_em_68,\frac { q - p } { \sqrt { p q } },69,True,13,33,False,23_em_68_0.bmp,162,169,L,BMP,28794,0.9180364012718201,0.9180363795748411,162,169,1.0,,27378,0.9585798816568047,0.027378,28.119140625,False,False,False,False,False,True,0,2,2,0,0.0,Q2
23_em_69,X \leq 1 5,70,True,4,10,False,23_em_69_0.bmp,159,71,L,BMP,12438,0.9118611216545105,0.911861103729294,159,71,1.0,,11289,2.23943661971831,0.011289,12.146484375,False,False,False,False,False,True,0,0,1,0,0.0,Q1 corta
23_em_70,\alpha + \beta = \beta + \alpha,71,True,7,31,False,23_em_70_0.bmp,280,68,L,BMP,20118,0.9158613681793213,0.9158613445378151,280,68,1.0,,19040,4.117647058823529,0.01904,19.646484375,False,False,False,False,False,True,0,0,4,0,0.0,Q2
23_em_71,c T ^ { \prime },72,True,6,16,False,23_em_71_0.bmp,113,87,L,BMP,11170,0.9369341731071472,0.9369341877733699,113,87,1.0,,9831,1.2988505747126438,0.009831,10.908203125,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
23_em_72,\sum _ { i = 1 } ^ { n } x _ { n } = \sum _ { i = 1 } ^ { n } y _ { n },73,True,33,71,False,23_em_72_0.bmp,384,182,L,BMP,70966,0.9460136294364929,0.9460136217948718,384,182,1.0,,69888,2.10989010989011,0.069888,69.302734375,False,False,False,False,False,True,0,1,2,0,0.0,Q4 larga
23_em_73,B _ { m + 1 },74,True,7,13,False,23_em_73_0.bmp,152,90,L,BMP,14758,0.9082602262496948,0.9082602339181286,152,90,1.0,,13680,1.6888888888888889,0.01368,14.412109375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
26_em_75,1 - 2 a + b - 2 a b = 1 - 2 b + a - 2 a b,75,True,21,41,False,26_em_75_0.bmp,797,114,L,BMP,92278,0.9487441778182983,0.9487441942371613,797,114,1.0,,90858,6.991228070175438,0.090858,90.115234375,True,False,True,False,False,True,0,0,0,0,0.0,Q3
26_em_76,- m p,76,True,3,5,False,26_em_76_0.bmp,126,80,L,BMP,11318,0.9250991940498352,0.9250992063492064,126,80,1.0,,10080,1.575,0.01008,11.052734375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
26_em_77,x ^ { i } e _ { i } = \sum _ { i } x ^ { i } e _ { i },77,True,26,54,False,26_em_77_0.bmp,504,206,L,BMP,104902,0.9575049877166748,0.9575050084758823,504,206,1.0,,103824,2.4466019417475726,0.103824,102.443359375,False,True,False,True,False,True,0,1,1,0,0.0,Q4 larga
26_em_78,1 6 9,78,True,3,5,False,26_em_78_0.bmp,79,58,L,BMP,5718,0.878437340259552,0.8784373635966827,79,58,1.0,,4582,1.3620689655172413,0.004582,5.583984375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
26_em_79,- a + b + c,79,True,6,11,False,26_em_79_0.bmp,173,72,L,BMP,13750,0.9112877249717712,0.9112877328195247,173,72,1.0,,12456,2.4027777777777777,0.012456,13.427734375,False,False,False,False,False,True,0,0,0,0,0.0,Q1 corta
26_em_80,\frac { 3 1 9 } { 2 8 } = 1 1 . 3 9,80,True,16,35,False,26_em_80_0.bmp,311,122,L,BMP,39142,0.9317378997802734,0.9317379157661694,311,122,1.0,,37942,2.5491803278688523,0.037942,38.224609375,False,False,False,False,False,True,0,1,1,0,0.0,Q3
26_em_81,- 2 x + \sin ( 2 x + 2 ) - 2,81,True,13,28,False,26_em_81_0.bmp,411,98,L,BMP,41454,0.9224638938903809,0.9224638760613735,411,98,1.0,,40278,4.1938775510204085,0.040278,40.482421875,False,False,False,False,False,True,0,0,1,0,0.0,Q2
26_em_82,\frac { 1 } { 2 } t ^ { 2 } u ( t ),82,True,16,35,False,26_em_82_0.bmp,266,137,L,BMP,37794,0.9357609152793884,0.9357609351846771,266,137,1.0,,36442,1.9416058394160585,0.036442,36.908203125,False,False,False,False,False,True,0,1,1,0,0.0,Q3
26_em_83,d _ { t } = \frac { a ( t ) - a ( t - 1 ) } { a ( t ) },83,True,26,55,False,26_em_83_0.bmp,379,135,L,BMP,52378,0.9116387963294983,0.9116388155965992,379,135,1.0,,51165,2.8074074074074074,0.051165,51.150390625,False,False,False,False,False,True,0,1,1,0,0.0,Q4 larga
26_em_84,S _ { \infty } = \lim _ { n \rightarrow \infty } \frac { a ( 1 - r ^ { n } ) } { 1 - r } = \frac { a } { 1 - r },84,True,41,112,False,26_em_84_0.bmp,663,149,L,BMP,100014,0.9337666034698486,0.933766588721188,663,149,1.0,,98787,4.449664429530201,0.098787,97.669921875,False,False,False,False,False,True,0,2,6,0,0.0,Q4 larga
26_em_85,\log _ { u } g,85,True,6,14,False,26_em_85_0.bmp,134,82,L,BMP,12230,0.8862395286560059,0.8862395340371314,134,82,1.0,,10988,1.6341463414634145,0.010988,11.943359375,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
26_em_86,\log _ { a } x,86,True,6,14,False,26_em_86_0.bmp,119,94,L,BMP,12358,0.8843196630477905,0.8843196853209369,119,94,1.0,,11186,1.2659574468085106,0.011186,12.068359375,False,False,False,False,False,True,0,1,1,0,0.0,Q1 corta
26_em_87,\int x \cos ( x ) d x = x \sin ( x ) - \int \sin ( x ) d x,87,True,22,58,False,26_em_87_0.bmp,370,129,L,BMP,49066,0.9282631278038025,0.928263146867798,370,129,1.0,,47730,2.868217054263566,0.04773,47.916015625,False,False,False,False,False,True,0,0,5,0,0.0,Q3
26_em_88,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },88,True,25,49,False,26_em_88_0.bmp,474,127,L,BMP,61530,0.9490680694580078,0.9490680753513405,474,127,1.0,,60198,3.732283464566929,0.060198,60.087890625,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
26_em_89,x ^ { 2 } + y ^ { 2 } = l _ { 1 } ^ { 2 } + l _ { 2 } ^ { 2 } + 2 l _ { 1 } l _ { 2 } c _ { 2 },89,True,48,95,False,26_em_89_0.bmp,533,132,L,BMP,71830,0.9325430393218994,0.9325430666894081,533,132,1.0,,70356,4.037878787878788,0.070356,70.146484375,False,False,False,False,False,True,0,1,0,0,0.0,Q4 larga
26_em_90,\int \frac { 1 9 } { \sqrt { 9 x - 3 8 } } d x,90,True,18,46,False,26_em_90_0.bmp,281,112,L,BMP,32886,0.9077592492103577,0.9077592780884596,281,112,1.0,,31472,2.5089285714285716,0.031472,32.115234375,False,False,False,False,False,True,0,2,3,0,0.0,Q3
26_em_91,k [ a ^ { - 1 } ],91,True,9,17,False,26_em_91_0.bmp,127,73,L,BMP,10422,0.8870671987533569,0.8870671987919319,127,73,1.0,,9271,1.7397260273972603,0.009271,10.177734375,False,False,False,False,False,True,0,1,0,0,0.0,Q2
26_em_92,- \frac { 1 1 \pi } { 8 },92,True,10,25,False,26_em_92_0.bmp,181,129,L,BMP,24814,0.940639853477478,0.9406398560966208,181,129,1.0,,23349,1.4031007751937985,0.023349,24.232421875,False,False,False,False,False,True,0,1,2,0,0.0,Q2
