id,archivo_modelo1,archivo_modelo2,bytes_modelo1,bytes_modelo2,ancho_modelo1,alto_modelo1,ancho_modelo2,alto_modelo2,modo_modelo1,modo_modelo2,sha256_modelo1,sha256_modelo2,hash_igual,misma_forma_pixeles,pixeles_iguales,mae_pixeles,max_diferencia_pixel,mismas_dimensiones,mismo_tamano_bytes
20_em_30,20_em_30_0.bmp,20_em_30.bmp,4998,4998,53,70,53,70,L,L,7d4c026b059df85bc2891a7afce75ad510665854cdaab3941ca068a411ba39f6,7d4c026b059df85bc2891a7afce75ad510665854cdaab3941ca068a411ba39f6,True,True,True,0.0,0,True,True
20_em_31,20_em_31_0.bmp,20_em_31.bmp,55618,55618,537,101,537,101,L,L,e02962b155b7a39439f01aedda63a36fc3796d3a778725ff88b6217f6fa5c97a,e02962b155b7a39439f01aedda63a36fc3796d3a778725ff88b6217f6fa5c97a,True,True,True,0.0,0,True,True
20_em_32,20_em_32_0.bmp,20_em_32.bmp,12166,12166,86,126,86,126,L,L,dda387caaf5e693db1495aa287bf807b153bcd7521a7b72000c6476c48ddff49,dda387caaf5e693db1495aa287bf807b153bcd7521a7b72000c6476c48ddff49,True,True,True,0.0,0,True,True
20_em_33,20_em_33_0.bmp,20_em_33.bmp,111622,111622,751,147,751,147,L,L,0e01aa8ab2b3c1ec94f2d48f0c473f939bdae768f42bb88ad5259a7ccff82df1,0e01aa8ab2b3c1ec94f2d48f0c473f939bdae768f42bb88ad5259a7ccff82df1,True,True,True,0.0,0,True,True
20_em_34,20_em_34_0.bmp,20_em_34.bmp,18166,18166,190,89,190,89,L,L,7ed5b95eb2d618f97dbd94102386c58a049590422db6d92fed2d2d68a8829f3d,7ed5b95eb2d618f97dbd94102386c58a049590422db6d92fed2d2d68a8829f3d,True,True,True,0.0,0,True,True
20_em_35,20_em_35_0.bmp,20_em_35.bmp,20670,20670,246,79,246,79,L,L,24fe23c8d8b1518a1047a96efc674c72c64aa6f274245d966305d5b576cec882,24fe23c8d8b1518a1047a96efc674c72c64aa6f274245d966305d5b576cec882,True,True,True,0.0,0,True,True
20_em_36,20_em_36_0.bmp,20_em_36.bmp,39094,39094,382,99,382,99,L,L,f8a7ffcf4e5dd4eef12b33f68b8ada21fa5ee1b803af793f312f0bdd1d1788e7,f8a7ffcf4e5dd4eef12b33f68b8ada21fa5ee1b803af793f312f0bdd1d1788e7,True,True,True,0.0,0,True,True
20_em_37,20_em_37_0.bmp,20_em_37.bmp,232334,232334,1096,211,1096,211,L,L,f9f4896f4f21a0de2e6a332b25d9fd34381399802b5d7660172a89ca87ceec5a,f9f4896f4f21a0de2e6a332b25d9fd34381399802b5d7660172a89ca87ceec5a,True,True,True,0.0,0,True,True
20_em_38,20_em_38_0.bmp,20_em_38.bmp,7398,7398,77,79,77,79,L,L,0d60e3989234b977691559e6ac7f491c3f744b4b1d2eaf3bb79f2c052d35e990,0d60e3989234b977691559e6ac7f491c3f744b4b1d2eaf3bb79f2c052d35e990,True,True,True,0.0,0,True,True
20_em_39,20_em_39_0.bmp,20_em_39.bmp,41846,41846,416,98,416,98,L,L,a3458d191af364afba698e4adb0a22e5d28e6937f32c9cd7b02f67a66aefbe5d,a3458d191af364afba698e4adb0a22e5d28e6937f32c9cd7b02f67a66aefbe5d,True,True,True,0.0,0,True,True
20_em_40,20_em_40_0.bmp,20_em_40.bmp,21318,21318,217,92,217,92,L,L,f455c3553c327ae9bcea2de6b25e74c501986dc93e45b6b8dafa6a6c9cbcb598,f455c3553c327ae9bcea2de6b25e74c501986dc93e45b6b8dafa6a6c9cbcb598,True,True,True,0.0,0,True,True
20_em_41,20_em_41_0.bmp,20_em_41.bmp,8502,8502,115,64,115,64,L,L,f10fcaae1fdcc7918cc06da87e38cdc0ef27b9e1c09a447162c8198d8cb358c9,f10fcaae1fdcc7918cc06da87e38cdc0ef27b9e1c09a447162c8198d8cb358c9,True,True,True,0.0,0,True,True
20_em_42,20_em_42_0.bmp,20_em_42.bmp,4270,4270,56,57,56,57,L,L,c6c5c3712b9c00f56e726465770fb0bbc2b0e96b9f987309cb5bd9e9ccfa76b1,c6c5c3712b9c00f56e726465770fb0bbc2b0e96b9f987309cb5bd9e9ccfa76b1,True,True,True,0.0,0,True,True
20_em_43,20_em_43_0.bmp,20_em_43.bmp,54806,54806,367,146,367,146,L,L,63606ba3a1c148799df04887f3ce55b58dba2b8862b349f7f894a6d5107b9ee9,63606ba3a1c148799df04887f3ce55b58dba2b8862b349f7f894a6d5107b9ee9,True,True,True,0.0,0,True,True
20_em_44,20_em_44_0.bmp,20_em_44.bmp,12694,12694,175,66,175,66,L,L,053febad3a5b046dcd7aa737a8bc97ec684c13543c01b3bece8677dcbf5347da,053febad3a5b046dcd7aa737a8bc97ec684c13543c01b3bece8677dcbf5347da,True,True,True,0.0,0,True,True
20_em_45,20_em_45_0.bmp,20_em_45.bmp,8178,8178,100,71,100,71,L,L,8bbed3a8b80e8d77ac8ec0cbc3d81db2658609acfa8b2810381b5fc2a40569d6,8bbed3a8b80e8d77ac8ec0cbc3d81db2658609acfa8b2810381b5fc2a40569d6,True,True,True,0.0,0,True,True
20_em_46,20_em_46_0.bmp,20_em_46.bmp,72478,72478,408,175,408,175,L,L,9ef08ee828c3ed9c1c2668549e8a28d3fafb0826d95d2cdbb0795beb7c6e2df9,9ef08ee828c3ed9c1c2668549e8a28d3fafb0826d95d2cdbb0795beb7c6e2df9,True,True,True,0.0,0,True,True
20_em_47,20_em_47_0.bmp,20_em_47.bmp,14518,14518,224,60,224,60,L,L,233f6bfd2579cc9d49602b247635773f75ee29368478e28d61584d38847ac1ea,233f6bfd2579cc9d49602b247635773f75ee29368478e28d61584d38847ac1ea,True,True,True,0.0,0,True,True
20_em_48,20_em_48_0.bmp,20_em_48.bmp,40558,40558,374,105,374,105,L,L,9b796d53498728a7d99f96d58840715b60145d90f227d886ce997a9c960b2cc2,9b796d53498728a7d99f96d58840715b60145d90f227d886ce997a9c960b2cc2,True,True,True,0.0,0,True,True
20_em_49,20_em_49_0.bmp,20_em_49.bmp,5410,5410,73,57,73,57,L,L,f58fb1048b5844675012fb962051eb373a7e4f6f80bc04bc3f74e4b1348f67a1,f58fb1048b5844675012fb962051eb373a7e4f6f80bc04bc3f74e4b1348f67a1,True,True,True,0.0,0,True,True
23_em_50,23_em_50_0.bmp,23_em_50.bmp,13318,13318,136,90,136,90,L,L,0ef7b629718323159c29a15890f6fc18179ce1c4be5da3e9b84781721f844365,0ef7b629718323159c29a15890f6fc18179ce1c4be5da3e9b84781721f844365,True,True,True,0.0,0,True,True
23_em_51,23_em_51_0.bmp,23_em_51.bmp,91630,91630,613,147,613,147,L,L,a67414c23d284c96e5fe8caa6cb37091e71eb7b5c6806cf25a04b0042688c481,a67414c23d284c96e5fe8caa6cb37091e71eb7b5c6806cf25a04b0042688c481,True,True,True,0.0,0,True,True
23_em_52,23_em_52_0.bmp,23_em_52.bmp,6190,6190,71,71,71,71,L,L,19dd139522ab4d7edf49ffee5d984cc82a24a7be7aad535cd99c45570ac2b1f2,19dd139522ab4d7edf49ffee5d984cc82a24a7be7aad535cd99c45570ac2b1f2,True,True,True,0.0,0,True,True
23_em_53,23_em_53_0.bmp,23_em_53.bmp,45754,45754,292,153,292,153,L,L,fab6691eb93234601d84bfc9fea1406f5d060ca008968885db41307ba9d255fc,fab6691eb93234601d84bfc9fea1406f5d060ca008968885db41307ba9d255fc,True,True,True,0.0,0,True,True
23_em_54,23_em_54_0.bmp,23_em_54.bmp,19006,19006,216,83,216,83,L,L,e92e6783e02c779be36f93586f363cb23f40e4316cfc7b9047ed54c9434732b1,e92e6783e02c779be36f93586f363cb23f40e4316cfc7b9047ed54c9434732b1,True,True,True,0.0,0,True,True
23_em_55,23_em_55_0.bmp,23_em_55.bmp,12622,12622,153,74,153,74,L,L,109f55125e01c1685d40b87ecad053043b4537eee45df95e3bfccf51c1106ec6,109f55125e01c1685d40b87ecad053043b4537eee45df95e3bfccf51c1106ec6,True,True,True,0.0,0,True,True
23_em_56,23_em_56_0.bmp,23_em_56.bmp,8866,8866,132,59,132,59,L,L,9a994de6f0518ab3c710e1082161fe4859ef140dd17091f129b953f95efaf38e,9a994de6f0518ab3c710e1082161fe4859ef140dd17091f129b953f95efaf38e,True,True,True,0.0,0,True,True
23_em_57,23_em_57_0.bmp,23_em_57.bmp,27850,27850,276,97,276,97,L,L,b09a1d08ba3f8d7bc1291bbe5e6037049a5574c46c10a456950e2d4e2395d5b7,b09a1d08ba3f8d7bc1291bbe5e6037049a5574c46c10a456950e2d4e2395d5b7,True,True,True,0.0,0,True,True
23_em_58,23_em_58_0.bmp,23_em_58.bmp,21538,21538,220,93,220,93,L,L,6171bbc9e2859125b8a4a217858cf5c88568cbafbbee8196c361c8a45844abf9,6171bbc9e2859125b8a4a217858cf5c88568cbafbbee8196c361c8a45844abf9,True,True,True,0.0,0,True,True
23_em_59,23_em_59_0.bmp,23_em_59.bmp,109606,109606,530,204,530,204,L,L,e054d907836d2af76244a1b5f9baac7e344e8b925df533b335063e44bde41d62,e054d907836d2af76244a1b5f9baac7e344e8b925df533b335063e44bde41d62,True,True,True,0.0,0,True,True
23_em_60,23_em_60_0.bmp,23_em_60.bmp,31174,31174,263,114,263,114,L,L,7b67dcd52d006331528c32ddc0086ba859efc18766c6009ec88e5715d7e6571c,7b67dcd52d006331528c32ddc0086ba859efc18766c6009ec88e5715d7e6571c,True,True,True,0.0,0,True,True
23_em_61,23_em_61_0.bmp,23_em_61.bmp,20390,20390,269,71,269,71,L,L,d51deda47eb96fcc9d74cb762ed1cb7287600580203bc97f06b8c3483d2dc2b7,d51deda47eb96fcc9d74cb762ed1cb7287600580203bc97f06b8c3483d2dc2b7,True,True,True,0.0,0,True,True
23_em_62,23_em_62_0.bmp,23_em_62.bmp,23110,23110,271,81,271,81,L,L,59980d5f140c290bf028216b26a3b734518fd41e7d606ef706c13c59bd512602,59980d5f140c290bf028216b26a3b734518fd41e7d606ef706c13c59bd512602,True,True,True,0.0,0,True,True
23_em_63,23_em_63_0.bmp,23_em_63.bmp,34890,34890,316,107,316,107,L,L,892ac9c3b1e4aa6ce8f5a3fed7414ae3ebc20bc5abf072dad29cd4320dff2a27,892ac9c3b1e4aa6ce8f5a3fed7414ae3ebc20bc5abf072dad29cd4320dff2a27,True,True,True,0.0,0,True,True
23_em_64,23_em_64_0.bmp,23_em_64.bmp,17822,17822,184,91,184,91,L,L,92abdd66740dcaefd29429aaf883ff6bffe7e0f95996fc68e115057a759a4c51,92abdd66740dcaefd29429aaf883ff6bffe7e0f95996fc68e115057a759a4c51,True,True,True,0.0,0,True,True
23_em_65,23_em_65_0.bmp,23_em_65.bmp,8878,8878,118,65,118,65,L,L,b171c7d991c6312efe7dcb444d69849d8c8689125eff5a5e70693cad559d9483,b171c7d991c6312efe7dcb444d69849d8c8689125eff5a5e70693cad559d9483,True,True,True,0.0,0,True,True
23_em_66,23_em_66_0.bmp,23_em_66.bmp,20002,20002,226,83,226,83,L,L,f711d80717b7d51ed426869854fb1eb313f1a3fe0effcbe28afbbf2954ec2a88,f711d80717b7d51ed426869854fb1eb313f1a3fe0effcbe28afbbf2954ec2a88,True,True,True,0.0,0,True,True
23_em_67,23_em_67_0.bmp,23_em_67.bmp,23150,23150,245,89,245,89,L,L,561e0c50d9985e6516195bf17c73ac75e718944873b7fb16d7dc64d5740bc349,561e0c50d9985e6516195bf17c73ac75e718944873b7fb16d7dc64d5740bc349,True,True,True,0.0,0,True,True
23_em_68,23_em_68_0.bmp,23_em_68.bmp,28794,28794,162,169,162,169,L,L,c43c7d1327b16d9288d0cd2bc3cb1c3918576a5b9e7e59d2bde82ad202f46670,c43c7d1327b16d9288d0cd2bc3cb1c3918576a5b9e7e59d2bde82ad202f46670,True,True,True,0.0,0,True,True
23_em_69,23_em_69_0.bmp,23_em_69.bmp,12438,12438,159,71,159,71,L,L,28c342660dd90869bc83d37401afb17bdbf131ea051e9038962659910f36042d,28c342660dd90869bc83d37401afb17bdbf131ea051e9038962659910f36042d,True,True,True,0.0,0,True,True
23_em_70,23_em_70_0.bmp,23_em_70.bmp,20118,20118,280,68,280,68,L,L,bc41f4b440d468a644dd788476fc99666e46c7e29ef5f0cf4e3cfd0cd43b43d6,bc41f4b440d468a644dd788476fc99666e46c7e29ef5f0cf4e3cfd0cd43b43d6,True,True,True,0.0,0,True,True
23_em_71,23_em_71_0.bmp,23_em_71.bmp,11170,11170,113,87,113,87,L,L,6c830390d9564b676a27604069c7b469a5df50453c3d93cc328fedfd30ed3cbb,6c830390d9564b676a27604069c7b469a5df50453c3d93cc328fedfd30ed3cbb,True,True,True,0.0,0,True,True
23_em_72,23_em_72_0.bmp,23_em_72.bmp,70966,70966,384,182,384,182,L,L,e21c61e7850c6ab2e455c3a3b4d8be39d4be39304019410a9dc2efe4c364b9ed,e21c61e7850c6ab2e455c3a3b4d8be39d4be39304019410a9dc2efe4c364b9ed,True,True,True,0.0,0,True,True
23_em_73,23_em_73_0.bmp,23_em_73.bmp,14758,14758,152,90,152,90,L,L,b8154521cb722c960cd1ec5217497b246b052ccabf977b5e8e1a00f2bc9ac35c,b8154521cb722c960cd1ec5217497b246b052ccabf977b5e8e1a00f2bc9ac35c,True,True,True,0.0,0,True,True
26_em_75,26_em_75_0.bmp,26_em_75.bmp,92278,92278,797,114,797,114,L,L,5d4322369a2481eeb6f33a91cca005144150763168623ad8027eb4a5ac4c786f,5d4322369a2481eeb6f33a91cca005144150763168623ad8027eb4a5ac4c786f,True,True,True,0.0,0,True,True
26_em_76,26_em_76_0.bmp,26_em_76.bmp,11318,11318,126,80,126,80,L,L,8103ddf0fc3839ab0f35703bc1611a8fb1e779e3f7593cb037292349454e0aec,8103ddf0fc3839ab0f35703bc1611a8fb1e779e3f7593cb037292349454e0aec,True,True,True,0.0,0,True,True
26_em_77,26_em_77_0.bmp,26_em_77.bmp,104902,104902,504,206,504,206,L,L,a2a0d76fe540c9cd9dee3d86c850fad49edbb88624c80f7f5f2cbdd3fafb2dcb,a2a0d76fe540c9cd9dee3d86c850fad49edbb88624c80f7f5f2cbdd3fafb2dcb,True,True,True,0.0,0,True,True
26_em_78,26_em_78_0.bmp,26_em_78.bmp,5718,5718,79,58,79,58,L,L,80f55359a28f75c3b2b3f2270980e121fb6a654d24898eed8639dac82327dcf3,80f55359a28f75c3b2b3f2270980e121fb6a654d24898eed8639dac82327dcf3,True,True,True,0.0,0,True,True
26_em_79,26_em_79_0.bmp,26_em_79.bmp,13750,13750,173,72,173,72,L,L,d637fe10614102ab7fce6857fcbc6c85f91063d03ee8d6fcae98d6f2fe760007,d637fe10614102ab7fce6857fcbc6c85f91063d03ee8d6fcae98d6f2fe760007,True,True,True,0.0,0,True,True
26_em_80,26_em_80_0.bmp,26_em_80.bmp,39142,39142,311,122,311,122,L,L,71fe29d6b679045e974116f383991da1d4529b66f1a137149ab2ca57af43b89f,71fe29d6b679045e974116f383991da1d4529b66f1a137149ab2ca57af43b89f,True,True,True,0.0,0,True,True
26_em_81,26_em_81_0.bmp,26_em_81.bmp,41454,41454,411,98,411,98,L,L,c6e1f2c48a02a978f55a6ea1291c543680151dd0305cfcb14a5450d96e9dc9b4,c6e1f2c48a02a978f55a6ea1291c543680151dd0305cfcb14a5450d96e9dc9b4,True,True,True,0.0,0,True,True
26_em_82,26_em_82_0.bmp,26_em_82.bmp,37794,37794,266,137,266,137,L,L,3926175be8460404d25d81974048eac8a58e891c3217b6cc5a241c0ff9bbdf33,3926175be8460404d25d81974048eac8a58e891c3217b6cc5a241c0ff9bbdf33,True,True,True,0.0,0,True,True
26_em_83,26_em_83_0.bmp,26_em_83.bmp,52378,52378,379,135,379,135,L,L,721a624ae07c83ff2f08374f91913d450759809a2f200ff9e230e74d54483f72,721a624ae07c83ff2f08374f91913d450759809a2f200ff9e230e74d54483f72,True,True,True,0.0,0,True,True
26_em_84,26_em_84_0.bmp,26_em_84.bmp,100014,100014,663,149,663,149,L,L,5467139ce948485010a482e03ca56662d78a08f3aa305698f002f9e9a142ffdc,5467139ce948485010a482e03ca56662d78a08f3aa305698f002f9e9a142ffdc,True,True,True,0.0,0,True,True
26_em_85,26_em_85_0.bmp,26_em_85.bmp,12230,12230,134,82,134,82,L,L,09b211c28b98c31ba5b4156c228ad8d8c05ec405eaa8b7bcdc2dc30deb4f0aa3,09b211c28b98c31ba5b4156c228ad8d8c05ec405eaa8b7bcdc2dc30deb4f0aa3,True,True,True,0.0,0,True,True
26_em_86,26_em_86_0.bmp,26_em_86.bmp,12358,12358,119,94,119,94,L,L,31671df487e62302f96862d1a698aeafe60aecff959a670daec67a321c70d84c,31671df487e62302f96862d1a698aeafe60aecff959a670daec67a321c70d84c,True,True,True,0.0,0,True,True
26_em_87,26_em_87_0.bmp,26_em_87.bmp,49066,49066,370,129,370,129,L,L,8bd3a961955009a5204c566cf1e6ddc8dc667b837710b1803abe8596ed7c9e1b,8bd3a961955009a5204c566cf1e6ddc8dc667b837710b1803abe8596ed7c9e1b,True,True,True,0.0,0,True,True
26_em_88,26_em_88_0.bmp,26_em_88.bmp,61530,61530,474,127,474,127,L,L,52c9444a7fb0979198c3e8d91434d26992905100b6fb46708c30a5d3b0010894,52c9444a7fb0979198c3e8d91434d26992905100b6fb46708c30a5d3b0010894,True,True,True,0.0,0,True,True
26_em_89,26_em_89_0.bmp,26_em_89.bmp,71830,71830,533,132,533,132,L,L,32b95e211934ce3b853828d0696813322a28e38cd076b42b6b6cc0add727afc6,32b95e211934ce3b853828d0696813322a28e38cd076b42b6b6cc0add727afc6,True,True,True,0.0,0,True,True
26_em_90,26_em_90_0.bmp,26_em_90.bmp,32886,32886,281,112,281,112,L,L,0dae831f8262aa9011cde0113e45577afc8a7216e872e6db4f968084bd74eb9b,0dae831f8262aa9011cde0113e45577afc8a7216e872e6db4f968084bd74eb9b,True,True,True,0.0,0,True,True
26_em_91,26_em_91_0.bmp,26_em_91.bmp,10422,10422,127,73,127,73,L,L,531b6d1bfe987328f639acb75aad0fed8bdb7bb2d9bf8ea6e27c3f83dc0f8a33,531b6d1bfe987328f639acb75aad0fed8bdb7bb2d9bf8ea6e27c3f83dc0f8a33,True,True,True,0.0,0,True,True
26_em_92,26_em_92_0.bmp,26_em_92.bmp,24814,24814,181,129,181,129,L,L,6bd09e7b3c3d2ca94d28b671fd6e40073fffa750d494da8fafc7d15af4846dbc,6bd09e7b3c3d2ca94d28b671fd6e40073fffa750d494da8fafc7d15af4846dbc,True,True,True,0.0,0,True,True
